fid,dim,seed,S_min,stall,eta,err,feeds,cfg
3,10,2038,0.02,5,0.2,0.0,18,S0.02_st5_e0.2
3,10,2039,0.02,5,0.2,1.1368683772161603e-13,19,S0.02_st5_e0.2
3,10,2040,0.02,5,0.2,0.0,20,S0.02_st5_e0.2
3,10,2041,0.02,5,0.2,1.1368683772161603e-13,19,S0.02_st5_e0.2
3,10,2042,0.02,5,0.2,1.1368683772161603e-13,18,S0.02_st5_e0.2
3,10,2043,0.02,5,0.2,1.1368683772161603e-13,19,S0.02_st5_e0.2
3,10,2044,0.02,5,0.2,1.1368683772161603e-13,18,S0.02_st5_e0.2
3,10,2045,0.02,5,0.2,1.1368683772161603e-13,18,S0.02_st5_e0.2
3,10,2046,0.02,5,0.2,1.1368683772161603e-13,20,S0.02_st5_e0.2
3,10,2047,0.02,5,0.2,1.1368683772161603e-13,20,S0.02_st5_e0.2
3,10,2048,0.02,5,0.2,1.1368683772161603e-13,18,S0.02_st5_e0.2
3,10,2049,0.02,5,0.2,1.1368683772161603e-13,19,S0.02_st5_e0.2
3,10,2050,0.02,5,0.2,3.410605131648481e-13,19,S0.02_st5_e0.2
3,10,2051,0.02,5,0.2,0.0,19,S0.02_st5_e0.2
3,10,2052,0.02,5,0.2,1.1368683772161603e-13,19,S0.02_st5_e0.2
3,10,2053,0.02,5,0.2,1.1368683772161603e-13,17,S0.02_st5_e0.2
3,10,2054,0.02,5,0.2,1.1368683772161603e-13,20,S0.02_st5_e0.2
3,10,2055,0.02,5,0.2,1.1368683772161603e-13,19,S0.02_st5_e0.2
4,10,2026,0.02,5,0.2,36.67134635977652,0,S0.02_st5_e0.2
4,10,2027,0.02,5,0.2,53.25854270213517,0,S0.02_st5_e0.2
4,10,2028,0.02,5,0.2,38.61303200605494,0,S0.02_st5_e0.2
4,10,2029,0.02,5,0.2,37.98567506773634,0,S0.02_st5_e0.2
4,10,2030,0.02,5,0.2,48.751367864495705,0,S0.02_st5_e0.2
4,10,2031,0.02,5,0.2,27.754179270401096,0,S0.02_st5_e0.2
4,10,2032,0.02,5,0.2,43.595493488895954,0,S0.02_st5_e0.2
4,10,2033,0.02,5,0.2,36.05834126267621,0,S0.02_st5_e0.2
4,10,2034,0.02,5,0.2,29.489193969326493,0,S0.02_st5_e0.2
