problem,seed,f,viol,nfe,x,c1_selected,c2_selected,c1_accepted,c2_accepted,iters,c1_sel_share,c1_acc_share,c1_acc_rate
spring,1003,0.012665247922491902,0.0,14970,"[0.05171727946445698, 0.35739696819354433, 11.249255925749779]",52,4928,44,2002,166,0.010441767068273093,0.021505376344086023,0.8461538461538461
spring,1004,0.012665233171766752,0.0,14970,"[0.05169363885267347, 0.3568278788830376, 11.282511561098708]",43,4937,37,1468,166,0.008634538152610442,0.02458471760797342,0.8604651162790697
spring,1005,0.012665248247067743,0.0,14970,"[0.051718180247291905, 0.3574186745399449, 11.247990130177092]",50,4930,39,1771,166,0.010040160642570281,0.02154696132596685,0.78
spring,1006,0.012665889104569998,0.0,14970,"[0.05187850689044384, 0.3612923671866574, 11.025726595295417]",51,4929,48,2152,166,0.010240963855421687,0.02181818181818182,0.9411764705882353
spring,1007,0.012665368857300647,0.0,14970,"[0.05160277739093734, 0.3546455259126885, 11.411495337096653]",47,4933,42,1810,166,0.009437751004016065,0.02267818574514039,0.8936170212765957
spring,1008,0.012665234271764653,0.0,14970,"[0.051680045492393634, 0.35650088713027267, 11.301690481666013]",45,4935,40,1567,166,0.009036144578313253,0.024891101431238332,0.8888888888888888
spring,1009,0.012667045254756665,0.0,14970,"[0.05200402549370613, 0.3643421090046274, 10.855590474464304]",57,4923,48,1888,166,0.01144578313253012,0.024793388429752067,0.8421052631578947
spring,1010,0.012667736490882042,0.0,14970,"[0.05131980356386604, 0.3478991799271959, 11.825334413809621]",52,4928,48,2895,166,0.010441767068273093,0.0163098878695209,0.9230769230769231
spring,1011,0.012666487849177045,0.0,14970,"[0.051951479295736916, 0.36306363178608214, 10.92640105867667]",55,4925,36,1963,166,0.01104417670682731,0.018009004502251125,0.6545454545454545
spring,1012,0.012787524054081983,0.0,14970,"[0.054328931358192036, 0.4236134964909443, 8.227143506639518]",41,4939,32,3106,166,0.00823293172690763,0.010197578075207138,0.7804878048780488
spring,1013,0.012666010932066703,0.0,14970,"[0.05189596492299613, 0.36171573567239507, 11.001853658159787]",40,4940,31,1865,166,0.008032128514056224,0.016350210970464137,0.775
spring,1014,0.012665235372758652,0.0,14970,"[0.051677159146452246, 0.3564314780193028, 11.305768142255978]",55,4925,50,1952,166,0.01104417670682731,0.024975024975024976,0.9090909090909091
spring,1015,0.012665306371165896,0.0,14970,"[0.051752597069908424, 0.35824817339293785, 11.19980203168284]",47,4933,42,1689,166,0.009437751004016065,0.024263431542461005,0.8936170212765957
spring,1016,0.012665493579523754,0.0,14970,"[0.051807774546870106, 0.3595803178901031, 11.123096813425187]",50,4930,46,1953,166,0.010040160642570281,0.02301150575287644,0.92
spring,1017,0.00607614191588792,0.729689675967514,14970,"[0.05, 0.6076141915887919, 2.0]",361,4619,76,1146,166,0.07248995983935742,0.062193126022913256,0.21052631578947367
spring,1018,0.012666489818905722,0.0,14970,"[0.05195193642827727, 0.36307478771332763, 10.925778414352918]",43,4937,37,2027,166,0.008634538152610442,0.017926356589147287,0.8604651162790697
spring,1019,0.012665878877325997,0.0,14970,"[0.05150121489509041, 0.35221544306329494, 11.55788633675507]",50,4930,49,2299,166,0.010040160642570281,0.020868824531516183,0.98
spring,1020,0.012665272730486553,0.0,14970,"[0.05173550009698632, 0.3578359569345056, 11.223708430927196]",45,4935,38,1735,166,0.009036144578313253,0.02143260011280316,0.8444444444444444
spring,1021,0.01268389793450802,0.0,14970,"[0.0527090382345956, 0.38175528804017866, 9.959072352590145]",52,4928,41,2525,166,0.010441767068273093,0.01597817614964926,0.7884615384615384
spring,1022,0.012665237644139352,0.0,14970,"[0.05170529551200375, 0.35710842220666783, 11.266097992602633]",42,4938,40,1495,166,0.008433734939759036,0.026058631921824105,0.9523809523809523
spring,1023,0.012665237134204045,0.0,14970,"[0.05170449810917677, 0.3570892276431792, 11.267219761914644]",47,4933,43,2222,166,0.009437751004016065,0.018984547461368653,0.9148936170212766
spring,1024,0.012696064285612357,0.0,14970,"[0.053002906952236764, 0.3891562118446143, 9.613035861976508]",45,4935,31,2452,166,0.009036144578313253,0.012484897301651228,0.6888888888888889
spring,1025,0.012665303955991638,0.0,14970,"[0.051751560350029896, 0.3582231704682737, 11.201249717421813]",57,4923,49,2401,166,0.01144578313253012,0.02,0.8596491228070176
spring,1026,0.01304985060044235,0.0,14970,"[0.0564167928522623, 0.48146980611059814, 6.515687089654863]",56,4924,39,3202,166,0.011244979919678716,0.01203332304844184,0.6964285714285714
spring,1027,0.012665612446695713,0.0,14970,"[0.051545032252919905, 0.3532626595666176, 11.494438839855855]",64,4916,55,2419,166,0.01285140562248996,0.02223120452708165,0.859375
spring,1028,0.012672081957448771,0.0,14970,"[0.05230493902433641, 0.371715724645359, 10.460963944543067]",51,4929,46,2260,166,0.010240963855421687,0.0199479618386817,0.9019607843137255
spring,1029,0.012665539613618541,0.0,14970,"[0.051818906150354276, 0.3598495142088285, 11.107694008310606]",50,4930,46,2048,166,0.010040160642570281,0.021967526265520534,0.92
