function,dim,variant,seed,err,nfe,feeds,c1_acc,c2_acc
F32022,10,EAO+M2,1003,0.0,14970,0,1143,752
F32022,10,EAO+M2,1004,0.0,14970,0,1039,817
F32022,10,EAO+M2,1005,1.1368683772161603e-13,14970,0,1049,696
F32022,10,EAO+M2,1006,1.1368683772161603e-13,14970,0,1073,747
F32022,10,EAO+M2,1007,1.1368683772161603e-13,14970,0,1087,734
F32022,10,EAO+M2,1008,1.1368683772161603e-13,14970,0,1087,808
F32022,10,EAO+M2,1009,0.0,14970,0,1049,725
F32022,10,EAO+M2,1010,1.1368683772161603e-13,14970,0,1030,721
F32022,10,EAO+M2,1011,0.0,14970,0,1105,780
F32022,10,EAO+M2,1012,0.0,14970,0,1059,743
F32022,10,EAO+M2,1013,1.1368683772161603e-13,14970,0,1079,751
F32022,10,EAO+M2,1014,0.0,14970,0,1086,757
F32022,10,EAO+M2,1015,0.0,14970,0,1024,791
F32022,10,EAO+M2,1016,0.0,14970,0,1096,758
F32022,10,EAO+M2,1017,1.1368683772161603e-13,14970,0,1127,721
F32022,10,EAO+M2,1018,1.1368683772161603e-13,14970,0,1106,726
F32022,10,EAO+M2,1019,0.0,14970,0,1090,749
F32022,10,EAO+M2,1020,0.0,14970,0,1043,725
F32022,10,EAO+M2,1021,1.1368683772161603e-13,14970,0,993,701
F32022,10,EAO+M2,1022,0.0,14970,0,1024,773
F32022,10,EAO+M2,1023,0.0,14970,0,1090,747
F32022,10,EAO+M2,1024,0.0,14970,0,1047,748
F32022,10,EAO+M2,1025,0.0,14970,0,1134,758
F32022,10,EAO+M2,1026,0.0,14970,0,1110,691
F32022,10,EAO+M2,1027,1.1368683772161603e-13,14970,0,1072,759
F32022,10,EAO+M2,1028,1.1368683772161603e-13,14970,0,1041,682
F32022,10,EAO+M2,1029,0.0,14970,0,1067,682
F32022,10,EAO+M1a,1000,2.2737367544323206e-13,14970,0,41,2550
F32022,10,EAO+M1a,1001,3.410605131648481e-13,14970,0,36,3264
F32022,10,EAO+M1a,1002,2.2737367544323206e-13,14970,0,26,2390
F32022,10,EAO+M1a,1003,5.684341886080801e-13,14970,0,34,2636
F32022,10,EAO+M1a,1004,1.1368683772161603e-13,14970,0,45,2451
F32022,10,EAO+M1a,1005,1.1368683772161603e-13,14970,0,27,2730
F32022,10,EAO+M1a,1006,3.069544618483633e-12,14970,0,34,2184
F32022,10,EAO+M1a,1007,2.2737367544323206e-13,14970,0,32,2116
F32022,10,EAO+M1a,1008,2.8421709430404007e-12,14970,0,50,2645
F32022,10,EAO+M1a,1009,6.821210263296962e-13,14970,0,41,2511
F32022,10,EAO+M1a,1010,1.1368683772161603e-13,14970,0,33,3082
F32022,10,EAO+M1a,1011,7.958078640513122e-13,14970,0,34,2250
