alg,seed,mass,viol,nfe,x
GWO_deb,2039,0.26726404100544127,0.0,15030,"[np.float64(4.709912), np.float64(3.000241), np.float64(2.00216), np.float64(79.913559), np.float64(55.471401), np.float64(40.0), np.float64(0.395803)]"
GWO_deb,2040,0.2673965281319905,0.0,15030,"[np.float64(4.680854), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(56.724162), np.float64(40.0), np.float64(0.443431)]"
GWO_deb,2041,0.26734599634129974,0.0,15030,"[np.float64(4.697876), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(55.913207), np.float64(40.0), np.float64(0.463869)]"
GWO_deb,2042,0.2673148724659057,0.0,15030,"[np.float64(4.683017), np.float64(3.000596), np.float64(2.0), np.float64(80.0), np.float64(56.707433), np.float64(40.0), np.float64(0.36046)]"
GWO_deb,2043,0.2674572158551144,0.0,15030,"[np.float64(4.701849), np.float64(3.000149), np.float64(2.0), np.float64(79.845319), np.float64(55.768132), np.float64(40.0), np.float64(0.550818)]"
GWO_deb,2044,0.26737860543020797,0.0,15030,"[np.float64(4.697736), np.float64(3.0), np.float64(2.00725), np.float64(79.950479), np.float64(55.845934), np.float64(40.0), np.float64(0.455303)]"
GWO_deb,2045,0.26745170611354707,0.0,15030,"[np.float64(4.677417), np.float64(3.0), np.float64(2.001688), np.float64(79.957888), np.float64(56.878597), np.float64(40.0), np.float64(0.461688)]"
GWO_deb,2046,0.26760987899563804,0.0,15030,"[np.float64(4.673864), np.float64(3.000506), np.float64(2.002167), np.float64(79.971801), np.float64(56.89115), np.float64(40.0), np.float64(0.585355)]"
GWO_deb,2047,0.2674696481958476,0.0,15030,"[np.float64(4.670468), np.float64(3.0), np.float64(2.000888), np.float64(79.95987), np.float64(57.236046), np.float64(40.0), np.float64(0.448654)]"
GWO_deb,2048,0.26730757594164084,0.0,15030,"[np.float64(4.689922), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(56.376344), np.float64(40.0), np.float64(0.386382)]"
GWO_deb,2049,0.27447533717428196,0.0,15030,"[np.float64(3.466028), np.float64(3.0), np.float64(6.309953), np.float64(80.0), np.float64(40.818732), np.float64(40.0), np.float64(0.767056)]"
GWO_deb,2050,0.26718776514525133,0.0,15030,"[np.float64(4.703814), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(55.851429), np.float64(40.0), np.float64(0.305014)]"
GWO_deb,2051,0.2732047412100222,0.0,15030,"[np.float64(3.436644), np.float64(3.0), np.float64(6.450857), np.float64(79.98032), np.float64(40.271144), np.float64(40.0), np.float64(0.334799)]"
GWO_deb,2052,0.2672725162100085,0.0,15030,"[np.float64(4.683001), np.float64(3.0), np.float64(2.0), np.float64(79.992427), np.float64(56.788034), np.float64(40.0), np.float64(0.316642)]"
GWO_deb,2053,0.26719216045055544,0.0,15030,"[np.float64(4.693092), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(56.290343), np.float64(40.000684), np.float64(0.303678)]"
GWO_deb,2054,0.2672339011996295,0.0,15030,"[np.float64(4.709167), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(55.490126), np.float64(40.0), np.float64(0.388395)]"
GWO_deb,2055,0.2673600050523487,0.0,15030,"[np.float64(4.686924), np.float64(3.0), np.float64(2.0), np.float64(79.981051), np.float64(56.447159), np.float64(40.0), np.float64(0.439937)]"
WOA_deb,2026,0.29295208663479466,0.0,15030,"[np.float64(4.449612), np.float64(3.684721), np.float64(2.463283), np.float64(69.970339), np.float64(70.002224), np.float64(40.0), np.float64(0.511255)]"
WOA_deb,2027,0.3777098005594356,0.0,15030,"[np.float64(6.888554), np.float64(4.98528), np.float64(4.087054), np.float64(37.411845), np.float64(41.900985), np.float64(40.0), np.float64(0.464271)]"
WOA_deb,2028,0.3855048501746949,0.0,15030,"[np.float64(6.734691), np.float64(5.548832), np.float64(3.868194), np.float64(36.408521), np.float64(38.789582), np.float64(40.0), np.float64(0.441278)]"
WOA_deb,2029,0.3811019360316534,0.0,15030,"[np.float64(5.015271), np.float64(6.239064), np.float64(4.796192), np.float64(64.846218), np.float64(38.289368), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2030,0.33967127269850184,0.0,15030,"[np.float64(5.316842), np.float64(5.045314), np.float64(2.0), np.float64(69.2367), np.float64(54.346842), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2031,0.36944452722579746,0.0,15030,"[np.float64(8.663229), np.float64(3.0), np.float64(4.488444), np.float64(20.0), np.float64(58.408275), np.float64(40.0), np.float64(0.549343)]"
WOA_deb,2032,0.39008776040326504,0.0,15030,"[np.float64(6.481182), np.float64(5.771048), np.float64(4.047257), np.float64(41.127778), np.float64(41.5749), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2033,0.3176251014660559,0.0,15030,"[np.float64(3.664149), np.float64(4.478221), np.float64(3.902479), np.float64(76.414268), np.float64(62.29568), np.float64(40.080207), np.float64(0.410814)]"
WOA_deb,2034,0.3199261741564642,0.0,15030,"[np.float64(6.089773), np.float64(3.014138), np.float64(2.982025), np.float64(79.792944), np.float64(48.989191), np.float64(40.18851), np.float64(0.370611)]"
WOA_deb,2035,0.45326268305057765,0.0,15030,"[np.float64(7.000998), np.float64(8.078564), np.float64(3.108525), np.float64(23.814924), np.float64(32.36479), np.float64(40.0), np.float64(0.619892)]"
WOA_deb,2036,0.35834537214298406,0.0,15030,"[np.float64(6.673321), np.float64(3.0), np.float64(6.198801), np.float64(45.594138), np.float64(62.892757), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2037,0.35720216213296735,0.0,15030,"[np.float64(5.455994), np.float64(5.179038), np.float64(7.20186), np.float64(70.895646), np.float64(20.0), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2038,0.3792293300600449,0.0,15030,"[np.float64(4.690002), np.float64(3.899161), np.float64(2.714048), np.float64(80.0), np.float64(44.502396), np.float64(52.372733), np.float64(0.8)]"
WOA_deb,2039,0.3666722865042423,0.0,15030,"[np.float64(7.788154), np.float64(4.039922), np.float64(2.632027), np.float64(23.899713), np.float64(61.242378), np.float64(40.0), np.float64(0.533604)]"
WOA_deb,2040,0.31020918537774356,0.0,15030,"[np.float64(3.0), np.float64(4.886375), np.float64(6.609551), np.float64(75.362595), np.float64(38.240289), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2041,0.2722957872428658,0.0,15030,"[np.float64(4.624829), np.float64(3.0), np.float64(2.0), np.float64(72.38951), np.float64(72.928296), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2042,0.35458670143766924,0.0,15030,"[np.float64(6.772952), np.float64(3.826405), np.float64(4.114363), np.float64(41.685132), np.float64(56.472723), np.float64(40.0), np.float64(0.488436)]"
WOA_deb,2043,0.39048960949355066,0.0,15030,"[np.float64(7.232815), np.float64(5.340952), np.float64(2.335696), np.float64(44.048075), np.float64(42.32517), np.float64(40.0), np.float64(0.634979)]"
WOA_deb,2044,0.4022937712885377,0.0,15030,"[np.float64(7.01789), np.float64(6.10133), np.float64(3.476773), np.float64(36.972999), np.float64(28.822642), np.float64(40.0), np.float64(0.345621)]"
WOA_deb,2045,0.4082001557385531,0.0,15030,"[np.float64(6.917984), np.float64(6.311462), np.float64(4.87517), np.float64(23.579647), np.float64(38.919067), np.float64(40.0), np.float64(0.417233)]"
WOA_deb,2046,0.34439698149093173,0.0,15030,"[np.float64(7.256643), np.float64(3.0), np.float64(5.058131), np.float64(32.810539), np.float64(57.5489), np.float64(40.0), np.float64(0.40168)]"
WOA_deb,2047,0.4088475307915521,0.0,15030,"[np.float64(7.11775), np.float64(6.337079), np.float64(2.836839), np.float64(38.195319), np.float64(27.015253), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2048,0.3405265836567986,0.0,15030,"[np.float64(7.181095), np.float64(3.0), np.float64(4.711156), np.float64(34.153641), np.float64(57.144815), np.float64(40.0), np.float64(0.3)]"
