t,AF,S,fed,variant
478,0.6398482939744045,0.05628704638540501,0,KE-EAO
479,0.6398496037057103,0.05628672647579474,0,KE-EAO
480,0.641069051539507,0.055989436332721375,0,KE-EAO
481,0.6410511853290346,0.05599378378603677,0,KE-EAO
482,0.6410506289844031,0.05599391916739393,0,KE-EAO
483,0.6410503414117728,0.05599398914564486,0,KE-EAO
484,0.6410501866642839,0.05599402680210075,0,KE-EAO
485,0.6410522947369137,0.0559935138225186,0,KE-EAO
486,0.641051561796762,0.055993692176205714,0,KE-EAO
487,0.6410514161194645,0.05599372762537395,0,KE-EAO
488,0.641050122636623,0.055994042382680666,0,KE-EAO
489,0.6410499701240886,0.05599407949530504,0,KE-EAO
490,0.6410500638361902,0.05599405669126235,0,KE-EAO
491,0.6410500191369088,0.05599406756845137,0,KE-EAO
492,0.6410504210977127,0.055993969754771306,0,KE-EAO
493,0.6410498863835294,0.05599409987286337,0,KE-EAO
494,0.6410552560079106,0.0559927932308631,0,KE-EAO
495,0.6410556106126148,0.05599270694228312,0,KE-EAO
496,0.6410556106126148,0.05599270694228312,0,KE-EAO
497,0.6410558065559682,0.05599265926198173,0,KE-EAO
498,0.6410556010305324,0.055992709273960745,0,KE-EAO
499,0.6410553738780449,0.05599276454864274,0,KE-EAO
500,0.6410546921758292,0.05599293043248155,0,KE-EAO
