dim,fid,alg,mean,std,median,best,rank
20,10,HHO,3237.006081918781,972.279015504429,3455.419634995084,452.52773491599874,9.0
20,10,SCA,565.6703266649363,131.8821193356136,525.1621985475622,470.8167933280979,1.0
20,10,LSHADE,684.2763588774304,593.297701717102,406.7297318055389,399.0571613339889,2.0
20,11,EAO,109.4152479516981,389.6233452029158,5.177661623536778,0.14707073050703912,3.0
20,11,RS-EAO,148.28515892371877,400.4168535270751,7.716156619608228e-05,3.3647984309936874e-07,4.0
20,11,AS-ABMO,176.01184869469077,478.21710006934063,8.236213125686845,7.73070496506989e-12,5.0
20,11,RUN,236.13056221106677,313.7935936759019,155.27601818023572,63.084162373405434,6.0
20,11,GWO,37.81133691527859,11.111116972310663,34.15465529741664,27.600667064786194,2.0
20,11,WOA,689.8208473251441,772.6268862894423,333.7053263657765,34.36621652756503,8.0
20,11,HHO,971.1124212701507,971.1374481679361,512.3912989790085,91.32865481821955,9.0
20,11,SCA,357.81035692862537,158.13013741550125,319.257555800036,151.74732035345232,7.0
20,11,LSHADE,1.5227903228757594e-07,8.105113357698337e-07,2.5272584025515243e-09,2.241904439870268e-10,1.0
20,12,EAO,286.9961944910239,60.732999834918004,271.63939626510364,244.90248849520822,5.0
20,12,RS-EAO,276.58071956570535,34.86247266909011,268.1218338138515,240.4079917733825,2.0
20,12,AS-ABMO,286.17766085866907,38.79351755044311,280.5370201884723,240.72852411483973,3.0
20,12,RUN,314.1546896407307,15.694321922581734,308.28899155725526,290.5913533353969,6.0
20,12,GWO,286.5730648967253,24.258462715784308,281.513230919179,256.0041344245037,4.0
20,12,WOA,567.694772490666,134.67850856877573,547.1955281390249,304.0651722675607,7.0
20,12,HHO,787.9358410886848,310.3223481041594,705.2283389255067,348.88217584513905,9.0
20,12,SCA,658.263028600162,61.005112749399366,652.2305209237502,548.9744647235225,8.0
20,12,LSHADE,243.619504695407,9.54922500568809,239.4973555369063,234.8533173891742,1.0
