function,dim,variant,seed,err,feeds
F92022,10,RS-EAO,1019,359.094344780362,5
F92022,10,RS-EAO,1020,359.0943447803611,5
F92022,10,RS-EAO,1021,359.09434478036565,3
F92022,10,RS-EAO,1022,359.094344780362,0
F92022,10,RS-EAO,1023,359.094347953534,0
F92022,10,RS-EAO,1024,359.0943447803602,7
F92022,10,RS-EAO,1025,359.094344780362,5
F92022,10,RS-EAO,1026,359.19280567948226,0
F92022,10,RS-EAO,1027,359.094344780362,6
F92022,10,RS-EAO,1028,359.09434478035973,5
F92022,10,RS-EAO,1029,359.0943447803652,4
F102022,10,EAO,1000,222.1744017011806,0
F102022,10,EAO,1001,223.34503252549848,0
F102022,10,EAO,1002,221.3494277103664,0
F102022,10,EAO,1003,222.68073990484982,0
F102022,10,EAO,1004,221.12484366671333,0
F102022,10,EAO,1005,223.7332364304266,0
F102022,10,EAO,1006,226.86083373712836,0
F102022,10,EAO,1007,326.33081638091744,0
F102022,10,EAO,1008,222.47387669345335,0
F102022,10,EAO,1009,223.458375268518,0
F102022,10,EAO,1010,222.67177385726472,0
F102022,10,EAO,1011,223.00446029555178,0
F102022,10,EAO,1012,222.537687513322,0
F102022,10,EAO,1013,222.4738766511823,0
F102022,10,EAO,1014,328.4050657017201,0
F102022,10,EAO,1015,220.8729810772561,0
F102022,10,EAO,1016,223.07009206558587,0
F102022,10,EAO,1017,220.87265085808758,0
F102022,10,EAO,1018,223.23561086313748,0
F102022,10,EAO,1019,221.1231963772957,0
F102022,10,EAO,1020,229.92094813222502,0
F102022,10,EAO,1021,222.53768757555918,0
F102022,10,EAO,1022,221.12205755991135,0
F102022,10,EAO,1023,221.34959479283862,0
F102022,10,EAO,1024,220.87264975686503,0
F102022,10,EAO,1025,222.17440078401341,0
F102022,10,EAO,1026,223.00271123652146,0
F102022,10,EAO,1027,222.53768749293795,0
F102022,10,EAO,1028,228.16632138222212,0
F102022,10,EAO,1029,222.47387664133657,0
F102022,10,EAO+M2,1000,223.22724385304628,0
F102022,10,EAO+M2,1001,221.625667771189,0
F102022,10,EAO+M2,1002,222.19800379326944,0
F102022,10,EAO+M2,1003,220.9610006406415,0
F102022,10,EAO+M2,1004,222.44094414026995,0
F102022,10,EAO+M2,1005,223.00120911132944,0
F102022,10,EAO+M2,1006,317.33271963962625,0
F102022,10,EAO+M2,1007,223.00324332380933,0
F102022,10,EAO+M2,1008,325.7591046932271,0
F102022,10,EAO+M2,1009,223.40429704105827,0
F102022,10,EAO+M2,1010,318.2250259215716,0
F102022,10,EAO+M2,1011,221.1220572825241,0
F102022,10,EAO+M2,1012,222.06434591371817,0
F102022,10,EAO+M2,1013,222.06295200101385,0
F102022,10,EAO+M2,1014,222.06439505267144,0
F102022,10,EAO+M2,1015,221.12205728252457,0
F102022,10,EAO+M2,1016,222.53768749269966,0
F102022,10,EAO+M2,1017,221.3494272349849,0
F102022,10,EAO+M2,1018,222.47387661441644,0
F102022,10,EAO+M2,1019,221.3494272349849,0
F102022,10,EAO+M2,1020,222.15165065229667,0
F102022,10,EAO+M2,1021,220.87264974898017,0
F102022,10,EAO+M2,1022,222.4324714761451,0
F102022,10,EAO+M2,1023,223.13743887490773,0
F102022,10,EAO+M2,1024,324.1099080704289,0
F102022,10,EAO+M2,1025,221.19629065656363,0
F102022,10,EAO+M2,1026,322.7382276901567,0
F102022,10,EAO+M2,1027,222.4738766144169,0
F102022,10,EAO+M2,1028,221.1220572825241,0
F102022,10,EAO+M2,1029,223.73323643040703,0
F102022,10,EAO+feed,1000,222.1744017011806,0
F102022,10,EAO+feed,1001,223.34503252549848,0
F102022,10,EAO+feed,1002,221.3494277103664,0
F102022,10,EAO+feed,1003,222.68073990484982,0
F102022,10,EAO+feed,1004,221.12484366671333,0
F102022,10,EAO+feed,1005,223.7332364304266,0
F102022,10,EAO+feed,1006,226.86083373712836,0
F102022,10,EAO+feed,1007,326.33081638091744,0
F102022,10,EAO+feed,1008,222.47387669345335,0
F102022,10,EAO+feed,1009,223.458375268518,0
F102022,10,EAO+feed,1010,222.67177385726472,0
F102022,10,EAO+feed,1011,223.00446029555178,0
F102022,10,EAO+feed,1012,222.537687513322,0
F102022,10,EAO+feed,1013,222.4738766511823,0
F102022,10,EAO+feed,1014,328.4050657017201,0
F102022,10,EAO+feed,1015,220.8729810772561,0
F102022,10,EAO+feed,1016,223.07009206558587,0
F102022,10,EAO+feed,1017,220.87265085808758,0
F102022,10,EAO+feed,1018,223.23561086313748,0
F102022,10,EAO+feed,1019,221.1231963772957,0
F102022,10,EAO+feed,1020,229.92094813222502,0
F102022,10,EAO+feed,1021,222.53768757555918,0
F102022,10,EAO+feed,1022,221.12205755991135,0
F102022,10,EAO+feed,1023,221.34959479283862,0
F102022,10,EAO+feed,1024,220.87264975686503,0
F102022,10,EAO+feed,1025,222.17440078401341,0
F102022,10,EAO+feed,1026,223.00271123652146,0
F102022,10,EAO+feed,1027,222.53768749293795,0
F102022,10,EAO+feed,1028,228.16632138222212,0
F102022,10,EAO+feed,1029,222.47387664133657,0
F102022,10,RS-EAO,1000,223.22724385304628,0
F102022,10,RS-EAO,1001,221.625667771189,3
F102022,10,RS-EAO,1002,222.19800379326944,0
F102022,10,RS-EAO,1003,220.9610006406415,3
F102022,10,RS-EAO,1004,222.44094414026995,0
F102022,10,RS-EAO,1005,223.00120911132944,0
F102022,10,RS-EAO,1006,317.33271963962625,0
F102022,10,RS-EAO,1007,223.00324332380933,0
F102022,10,RS-EAO,1008,325.7591046932271,0
F102022,10,RS-EAO,1009,223.40429704105827,2
F102022,10,RS-EAO,1010,318.2250259215716,0
F102022,10,RS-EAO,1011,221.1220572825241,3
F102022,10,RS-EAO,1012,222.06434591371817,0
F102022,10,RS-EAO,1013,222.06295200101385,0
F102022,10,RS-EAO,1014,222.06439505267144,0
F102022,10,RS-EAO,1015,221.1220572825241,2
F102022,10,RS-EAO,1016,222.5376874926992,3
F102022,10,RS-EAO,1017,221.3494272349849,5
F102022,10,RS-EAO,1018,222.47387661441644,3
F102022,10,RS-EAO,1019,221.3494272349849,7
F102022,10,RS-EAO,1020,222.15165065229667,4
F102022,10,RS-EAO,1021,220.87264974898017,6
F102022,10,RS-EAO,1022,222.4324714761451,0
F102022,10,RS-EAO,1023,223.13743887490773,0
F102022,10,RS-EAO,1024,324.1099080704289,0
F102022,10,RS-EAO,1025,221.19629065656363,0
F102022,10,RS-EAO,1026,322.7382276901567,1
F102022,10,RS-EAO,1027,222.4738766144169,6
F102022,10,RS-EAO,1028,221.1220572825241,7
F102022,10,RS-EAO,1029,223.73323643040703,5
F112022,10,EAO,1000,9.585192856320646e-06,0
F112022,10,EAO,1001,8.898273335944396e-07,0
F112022,10,EAO,1002,876.0688983265504,0
F112022,10,EAO,1003,2.060895803879248e-05,0
F112022,10,EAO,1004,1.317437136094668e-05,0
F112022,10,EAO,1005,7.344624464167282e-09,0
F112022,10,EAO,1006,2.350693648622837e-07,0
F112022,10,EAO,1007,2.3693991352047306e-05,0
F112022,10,EAO,1008,0.011945248490974336,0
F112022,10,EAO,1009,0.00013447733954308205,0
F112022,10,EAO,1010,2.4431431029370287e-05,0
F112022,10,EAO,1011,1.2181987585790921e-05,0
F112022,10,EAO,1012,4.1178564515576e-05,0
F112022,10,EAO,1013,3.0955879992689006e-07,0
F112022,10,EAO,1014,1.0808566912601236e-06,0
F112022,10,EAO,1015,6.243518737392151e-05,0
F112022,10,EAO,1016,1.261732631974155e-05,0
F112022,10,EAO,1017,5.181246933716466e-05,0
F112022,10,EAO,1018,8.620295375294518e-07,0
F112022,10,EAO,1019,4.1515760131005663e-05,0
F112022,10,EAO,1020,6.87000510879443e-06,0
F112022,10,EAO,1021,7.799867762514623e-05,0
F112022,10,EAO,1022,1.3925300663686357e-06,0
F112022,10,EAO,1023,6.130751944510848e-05,0
F112022,10,EAO,1024,22.425596250340732,0
F112022,10,EAO,1025,1.547962119730073e-05,0
F112022,10,EAO,1026,1.395240360579919e-06,0
F112022,10,EAO,1027,2.961161771963816e-05,0
F112022,10,EAO,1028,0.00019469750668577035,0
F112022,10,EAO,1029,1.9347534362168517e-05,0
F112022,10,EAO+M2,1000,4.547473508864641e-13,0
F112022,10,EAO+M2,1001,9.094947017729282e-13,0
F112022,10,EAO+M2,1002,876.9248252571201,0
F112022,10,EAO+M2,1003,5.4569682106375694e-12,0
F112022,10,EAO+M2,1004,876.9933178731749,0
F112022,10,EAO+M2,1005,877.2868931808684,0
F112022,10,EAO+M2,1006,876.9932880498477,0
F112022,10,EAO+M2,1007,9.094947017729282e-13,0
F112022,10,EAO+M2,1008,876.4586483648036,0
F112022,10,EAO+M2,1009,9.094947017729282e-13,0
F112022,10,EAO+M2,1010,18.663738916603506,0
F112022,10,EAO+M2,1011,8.640199666842818e-12,0
F112022,10,EAO+M2,1012,876.06889832655,0
F112022,10,EAO+M2,1013,9.094947017729282e-13,0
F112022,10,EAO+M2,1014,876.8461549324993,0
F112022,10,EAO+M2,1015,1.3642420526593924e-12,0
F112022,10,EAO+M2,1016,1.3642420526593924e-12,0
F112022,10,EAO+M2,1017,1.3642420526593924e-12,0
F112022,10,EAO+M2,1018,876.924825257121,0
F112022,10,EAO+M2,1019,4.547473508864641e-13,0
F112022,10,EAO+M2,1020,879.1472389878513,0
F112022,10,EAO+M2,1021,877.2870530130249,0
F112022,10,EAO+M2,1022,9.094947017729282e-13,0
F112022,10,EAO+M2,1023,1.3642420526593924e-12,0
F112022,10,EAO+M2,1024,9.094947017729282e-13,0
F112022,10,EAO+M2,1025,876.0688983265495,0
F112022,10,EAO+M2,1026,1.8189894035458565e-12,0
F112022,10,EAO+M2,1027,9.094947017729282e-13,0
F112022,10,EAO+M2,1028,876.9932866620784,0
F112022,10,EAO+M2,1029,1.3642420526593924e-12,0
F112022,10,EAO+feed,1000,9.585192856320646e-06,0
F112022,10,EAO+feed,1001,8.898273335944396e-07,0
F112022,10,EAO+feed,1002,876.0688983265504,0
F112022,10,EAO+feed,1003,2.060895803879248e-05,0
F112022,10,EAO+feed,1004,1.317437136094668e-05,0
F112022,10,EAO+feed,1005,7.344624464167282e-09,0
F112022,10,EAO+feed,1006,2.350693648622837e-07,0
F112022,10,EAO+feed,1007,2.3693991352047306e-05,0
F112022,10,EAO+feed,1008,0.011945248490974336,0
F112022,10,EAO+feed,1009,0.00013447733954308205,0
F112022,10,EAO+feed,1010,2.4431431029370287e-05,0
F112022,10,EAO+feed,1011,1.2181987585790921e-05,0
F112022,10,EAO+feed,1012,4.1178564515576e-05,0
F112022,10,EAO+feed,1013,3.0955879992689006e-07,0
F112022,10,EAO+feed,1014,1.0808566912601236e-06,0
F112022,10,EAO+feed,1015,6.243518737392151e-05,0
F112022,10,EAO+feed,1016,1.261732631974155e-05,0
F112022,10,EAO+feed,1017,5.181246933716466e-05,0
F112022,10,EAO+feed,1018,8.620295375294518e-07,0
F112022,10,EAO+feed,1019,4.1515760131005663e-05,0
F112022,10,EAO+feed,1020,6.87000510879443e-06,0
F112022,10,EAO+feed,1021,7.799867762514623e-05,0
F112022,10,EAO+feed,1022,1.3925300663686357e-06,0
F112022,10,EAO+feed,1023,6.130751944510848e-05,0
F112022,10,EAO+feed,1024,22.425596250340732,0
F112022,10,EAO+feed,1025,1.547962119730073e-05,0
F112022,10,EAO+feed,1026,1.395240360579919e-06,0
F112022,10,EAO+feed,1027,2.961161771963816e-05,0
F112022,10,EAO+feed,1028,0.00019469750668577035,0
F112022,10,EAO+feed,1029,1.9347534362168517e-05,0
F112022,10,RS-EAO,1000,4.547473508864641e-13,4
F112022,10,RS-EAO,1001,9.094947017729282e-13,4
F112022,10,RS-EAO,1002,876.9248252571206,5
F112022,10,RS-EAO,1003,5.4569682106375694e-12,4
F112022,10,RS-EAO,1004,876.9933178731749,0
F112022,10,RS-EAO,1005,877.2868931808684,0
F112022,10,RS-EAO,1006,876.9932880498477,0
F112022,10,RS-EAO,1007,9.094947017729282e-13,4
F112022,10,RS-EAO,1008,876.4586545161305,1
F112022,10,RS-EAO,1009,9.094947017729282e-13,4
F112022,10,RS-EAO,1010,18.663738916603506,0
F112022,10,RS-EAO,1011,8.640199666842818e-12,0
F112022,10,RS-EAO,1012,876.06889832655,3
F112022,10,RS-EAO,1013,1.3642420526593924e-12,4
F112022,10,RS-EAO,1014,876.8461549324993,0
F112022,10,RS-EAO,1015,1.3642420526593924e-12,1
F112022,10,RS-EAO,1016,1.3642420526593924e-12,3
F112022,10,RS-EAO,1017,1.3642420526593924e-12,3
F112022,10,RS-EAO,1018,876.924825257121,0
F112022,10,RS-EAO,1019,4.547473508864641e-13,4
F112022,10,RS-EAO,1020,879.1472389878513,0
F112022,10,RS-EAO,1021,877.2870530130249,0
F112022,10,RS-EAO,1022,9.094947017729282e-13,4
F112022,10,RS-EAO,1023,1.3642420526593924e-12,2
F112022,10,RS-EAO,1024,1.3642420526593924e-12,4
F112022,10,RS-EAO,1025,876.0688983265495,0
F112022,10,RS-EAO,1026,2.2737367544323206e-12,4
F112022,10,RS-EAO,1027,9.094947017729282e-13,4
F112022,10,RS-EAO,1028,876.9932866620784,0
F112022,10,RS-EAO,1029,1.3642420526593924e-12,4
F122022,10,EAO,1000,165.4703388099797,0
F122022,10,EAO,1001,166.98528013053465,0
F122022,10,EAO,1002,164.89782891153664,0
F122022,10,EAO,1003,166.42823118469505,0
F122022,10,EAO,1004,167.4388133446605,0
F122022,10,EAO,1005,170.57817442731084,0
F122022,10,EAO,1006,164.47552952366186,0
F122022,10,EAO,1007,165.91311811670903,0
F122022,10,EAO,1008,163.92933476183634,0
F122022,10,EAO,1009,164.47929230466434,0
F122022,10,EAO,1010,168.55132776647588,0
F122022,10,EAO,1011,166.5390926324858,0
F122022,10,EAO,1012,164.90215311748034,0
F122022,10,EAO,1013,166.7129294702181,0
F122022,10,EAO,1014,166.72170506706516,0
F122022,10,EAO,1015,166.4474018189162,0
F122022,10,EAO,1016,166.44779973587447,0
F122022,10,EAO,1017,166.5525940403918,0
F122022,10,EAO,1018,168.9492258249902,0
F122022,10,EAO,1019,166.46035719090014,0
F122022,10,EAO,1020,167.03108439713924,0
F122022,10,EAO,1021,166.2182094545724,0
F122022,10,EAO,1022,165.84374553646285,0
F122022,10,EAO,1023,164.89890926509133,0
F122022,10,EAO,1024,166.98017024517867,0
F122022,10,EAO,1025,166.57458897043216,0
F122022,10,EAO,1026,166.38884963565079,0
F122022,10,EAO,1027,166.44713400746923,0
F122022,10,EAO,1028,164.54941376419993,0
F122022,10,EAO,1029,166.46732813034714,0
F122022,10,EAO+M2,1000,178.03192165054043,0
F122022,10,EAO+M2,1001,167.43681746769607,0
F122022,10,EAO+M2,1002,164.4987453210315,0
F122022,10,EAO+M2,1003,171.84145462860397,0
F122022,10,EAO+M2,1004,167.85234822532448,0
F122022,10,EAO+M2,1005,214.00866653790672,0
F122022,10,EAO+M2,1006,171.64241482667558,0
F122022,10,EAO+M2,1007,171.83287354325603,0
F122022,10,EAO+M2,1008,185.47465841645362,0
F122022,10,EAO+M2,1009,167.44684193114563,0
F122022,10,EAO+M2,1010,167.44684193114563,0
F122022,10,EAO+M2,1011,166.46092686940938,0
F122022,10,EAO+M2,1012,165.5222106672336,0
F122022,10,EAO+M2,1013,165.93727191998778,0
F122022,10,EAO+M2,1014,164.57105697685165,0
F122022,10,EAO+M2,1015,166.41224549283606,0
F122022,10,EAO+M2,1016,164.4838890736346,0
F122022,10,EAO+M2,1017,168.25630934494893,0
F122022,10,EAO+M2,1018,165.42907824786334,0
F122022,10,EAO+M2,1019,165.92747664309263,0
F122022,10,EAO+M2,1020,165.95270946912387,0
F122022,10,EAO+M2,1021,165.9000647348007,0
F122022,10,EAO+M2,1022,168.60004071910816,0
F122022,10,EAO+M2,1023,164.50300003358507,0
F122022,10,EAO+M2,1024,171.79504708581044,0
F122022,10,EAO+M2,1025,164.9042553187628,0
F122022,10,EAO+M2,1026,166.40220919857938,0
F122022,10,EAO+M2,1027,170.3003567131891,0
F122022,10,EAO+M2,1028,166.46568794973155,0
F122022,10,EAO+M2,1029,171.246045178641,0
F122022,10,EAO+feed,1000,165.4703388099797,0
F122022,10,EAO+feed,1001,166.98528013053465,0
F122022,10,EAO+feed,1002,164.89782891153664,0
F122022,10,EAO+feed,1003,166.42823118469505,0
F122022,10,EAO+feed,1004,167.4388133446605,0
F122022,10,EAO+feed,1005,170.57817442731084,0
F122022,10,EAO+feed,1006,164.47552952366186,0
F122022,10,EAO+feed,1007,165.91311811670903,0
F122022,10,EAO+feed,1008,163.92933476183634,0
F122022,10,EAO+feed,1009,164.47929230466434,0
F122022,10,EAO+feed,1010,168.55132776647588,0
F122022,10,EAO+feed,1011,166.5390926324858,0
F122022,10,EAO+feed,1012,164.90215311748034,0
F122022,10,EAO+feed,1013,166.7129294702181,0
F122022,10,EAO+feed,1014,166.72170506706516,0
F122022,10,EAO+feed,1015,166.4474018189162,0
F122022,10,EAO+feed,1016,166.44779973587447,0
F122022,10,EAO+feed,1017,166.5525940403918,0
F122022,10,EAO+feed,1018,168.9492258249902,0
F122022,10,EAO+feed,1019,166.46035719090014,0
F122022,10,EAO+feed,1020,167.03108439713924,0
F122022,10,EAO+feed,1021,166.2182094545724,0
F122022,10,EAO+feed,1022,165.84374553646285,0
F122022,10,EAO+feed,1023,164.89890926509133,0
F122022,10,EAO+feed,1024,166.98017024517867,0
F122022,10,EAO+feed,1025,166.57458897043216,0
F122022,10,EAO+feed,1026,166.38884963565079,0
F122022,10,EAO+feed,1027,166.44713400746923,0
F122022,10,EAO+feed,1028,164.54941376419993,0
F122022,10,EAO+feed,1029,166.46732813034714,0
F122022,10,RS-EAO,1000,178.03192165054134,1
F122022,10,RS-EAO,1001,167.43681746769607,0
F122022,10,RS-EAO,1002,164.4987453210315,0
F122022,10,RS-EAO,1003,171.84145462860397,0
F122022,10,RS-EAO,1004,167.85234822532448,0
F122022,10,RS-EAO,1005,214.00866653790672,4
F122022,10,RS-EAO,1006,171.64241482667558,0
F122022,10,RS-EAO,1007,171.83287354325603,0
F122022,10,RS-EAO,1008,185.47465841645362,0
F122022,10,RS-EAO,1009,167.44684193114563,1
F122022,10,RS-EAO,1010,167.44684193114563,2
F122022,10,RS-EAO,1011,166.46092686940938,0
F122022,10,RS-EAO,1012,165.5222106672336,0
F122022,10,RS-EAO,1013,165.93727191998778,0
F122022,10,RS-EAO,1014,164.57105697685165,0
F122022,10,RS-EAO,1015,166.41224549283606,0
F122022,10,RS-EAO,1016,164.4838890736346,0
F122022,10,RS-EAO,1017,168.25630934494893,0
F122022,10,RS-EAO,1018,165.42907824786334,0
F122022,10,RS-EAO,1019,165.92747664309263,0
F122022,10,RS-EAO,1020,165.95270946912387,0
F122022,10,RS-EAO,1021,165.9000647348007,0
F122022,10,RS-EAO,1022,168.60004071910816,0
F122022,10,RS-EAO,1023,164.50300003358507,0
F122022,10,RS-EAO,1024,171.79504708581044,0
F122022,10,RS-EAO,1025,164.9042553187628,0
F122022,10,RS-EAO,1026,166.40220919857938,0
F122022,10,RS-EAO,1027,170.30035671318956,5
F122022,10,RS-EAO,1028,166.46568794973155,0
F122022,10,RS-EAO,1029,171.246045178641,1
F12022,20,EAO,1000,69.70056804218655,0
F12022,20,EAO,1001,18.347650152515826,0
F12022,20,EAO,1002,1.7347113829983414,0
F12022,20,EAO,1003,1.9306677678860638,0
F12022,20,EAO,1004,14.475584910456575,0
F12022,20,EAO,1005,27.520410419064774,0
F12022,20,EAO,1006,50.022498363334705,0
F12022,20,EAO,1007,11.931795740126176,0
F12022,20,EAO,1008,1.0389264898748252,0
F12022,20,EAO,1009,9.40896053533487,0
F12022,20,EAO,1010,59.10127085351809,0
F12022,20,EAO,1011,13.62594916795507,0
F12022,20,EAO,1012,9.74290238979313,0
F12022,20,EAO,1013,8.748101322087791,0
F12022,20,EAO,1014,5.73826122925982,0
F12022,20,EAO,1015,187.65357951193698,0
F12022,20,EAO,1016,1.0509301797487751,0
F12022,20,EAO,1017,8.270159580761401,0
F12022,20,EAO,1018,15.813370025680399,0
F12022,20,EAO,1019,39.256284315155085,0
F12022,20,EAO,1020,123.8247125628111,0
F12022,20,EAO,1021,39.15510569300926,0
F12022,20,EAO,1022,3.899269443065293,0
F12022,20,EAO,1023,1.459228276935164,0
F12022,20,EAO,1024,23.666970181719876,0
F12022,20,EAO,1025,4.056749093273311,0
F12022,20,EAO,1026,20.048166970596412,0
F12022,20,EAO,1027,60.77341695040485,0
F12022,20,EAO,1028,63.00761763172028,0
F12022,20,EAO,1029,0.2973454083229399,0
F12022,20,EAO+M2,1000,8.458300726488233e-11,0
F12022,20,EAO+M2,1001,1.1641532182693481e-10,0
F12022,20,EAO+M2,1002,3.987565833085682e-10,0
F12022,20,EAO+M2,1003,4.255483645465574e-07,0
F12022,20,EAO+M2,1004,1.6257217794191092e-11,0
F12022,20,EAO+M2,1005,1.2072767958670738e-06,0
F12022,20,EAO+M2,1006,1.3642420526593924e-11,0
F12022,20,EAO+M2,1007,5.684341886080801e-13,0
F12022,20,EAO+M2,1008,2.4277824195451103e-09,0
F12022,20,EAO+M2,1009,5.479137143993285e-10,0
F12022,20,EAO+M2,1010,3.080744158978632e-05,0
F12022,20,EAO+M2,1011,1.7924776329891756e-08,0
F12022,20,EAO+M2,1012,5.229594535194337e-10,0
F12022,20,EAO+M2,1013,4.730907221528469e-09,0
F12022,20,EAO+M2,1014,4.423930022312561e-08,0
F12022,20,EAO+M2,1015,1.4779288903810084e-12,0
F12022,20,EAO+M2,1016,2.3874235921539366e-11,0
F12022,20,EAO+M2,1017,4.916955731459893e-11,0
F12022,20,EAO+M2,1018,3.042259777430445e-10,0
F12022,20,EAO+M2,1019,6.17429805060965e-08,0
F12022,20,EAO+M2,1020,1.141415850725025e-10,0
F12022,20,EAO+M2,1021,3.7215386328171007e-10,0
F12022,20,EAO+M2,1022,3.119504299320397e-08,0
F12022,20,EAO+M2,1023,1.7621459846850485e-12,0
F12022,20,EAO+M2,1024,2.4863311409717426e-10,0
F12022,20,EAO+M2,1025,8.041877208597725e-08,0
F12022,20,EAO+M2,1026,7.264588930411264e-11,0
F12022,20,EAO+M2,1027,6.821210263296962e-13,0
F12022,20,EAO+M2,1028,1.5916157281026244e-11,0
F12022,20,EAO+M2,1029,7.389644451905042e-13,0
F12022,20,EAO+feed,1000,69.70056804218655,0
F12022,20,EAO+feed,1001,18.347650152515826,0
F12022,20,EAO+feed,1002,1.7347113829983414,0
F12022,20,EAO+feed,1003,1.9306677678860638,0
F12022,20,EAO+feed,1004,14.475584910456575,0
F12022,20,EAO+feed,1005,27.520410419064774,0
F12022,20,EAO+feed,1006,50.022498363334705,0
F12022,20,EAO+feed,1007,11.931795740126176,0
F12022,20,EAO+feed,1008,1.0389264898748252,0
F12022,20,EAO+feed,1009,9.40896053533487,0
F12022,20,EAO+feed,1010,59.10127085351809,0
F12022,20,EAO+feed,1011,13.62594916795507,0
F12022,20,EAO+feed,1012,9.74290238979313,0
F12022,20,EAO+feed,1013,8.748101322087791,0
F12022,20,EAO+feed,1014,5.73826122925982,0
F12022,20,EAO+feed,1015,187.65357951193698,0
F12022,20,EAO+feed,1016,1.0509301797487751,0
F12022,20,EAO+feed,1017,8.270159580761401,0
F12022,20,EAO+feed,1018,15.813370025680399,0
F12022,20,EAO+feed,1019,39.256284315155085,0
F12022,20,EAO+feed,1020,123.8247125628111,0
F12022,20,EAO+feed,1021,39.15510569300926,0
F12022,20,EAO+feed,1022,3.899269443065293,0
F12022,20,EAO+feed,1023,1.459228276935164,0
F12022,20,EAO+feed,1024,23.666970181719876,0
F12022,20,EAO+feed,1025,4.056749093273311,0
F12022,20,EAO+feed,1026,20.048166970596412,0
F12022,20,EAO+feed,1027,60.77341695040485,0
F12022,20,EAO+feed,1028,63.00761763172028,0
F12022,20,EAO+feed,1029,0.2973454083229399,0
F12022,20,RS-EAO,1000,8.458300726488233e-11,0
F12022,20,RS-EAO,1001,1.1641532182693481e-10,0
F12022,20,RS-EAO,1002,3.987565833085682e-10,0
F12022,20,RS-EAO,1003,4.255483645465574e-07,0
F12022,20,RS-EAO,1004,1.6257217794191092e-11,0
F12022,20,RS-EAO,1005,1.2072767958670738e-06,0
F12022,20,RS-EAO,1006,1.3642420526593924e-11,0
F12022,20,RS-EAO,1007,5.684341886080801e-13,0
F12022,20,RS-EAO,1008,2.4277824195451103e-09,0
F12022,20,RS-EAO,1009,5.479137143993285e-10,0
F12022,20,RS-EAO,1010,3.080744158978632e-05,0
F12022,20,RS-EAO,1011,1.7924776329891756e-08,0
F12022,20,RS-EAO,1012,5.229594535194337e-10,0
F12022,20,RS-EAO,1013,4.730907221528469e-09,0
F12022,20,RS-EAO,1014,4.423930022312561e-08,0
F12022,20,RS-EAO,1015,1.4779288903810084e-12,0
F12022,20,RS-EAO,1016,2.3874235921539366e-11,0
F12022,20,RS-EAO,1017,4.916955731459893e-11,0
F12022,20,RS-EAO,1018,3.042259777430445e-10,0
F12022,20,RS-EAO,1019,6.17429805060965e-08,0
F12022,20,RS-EAO,1020,1.141415850725025e-10,0
F12022,20,RS-EAO,1021,3.7215386328171007e-10,0
F12022,20,RS-EAO,1022,3.119504299320397e-08,0
F12022,20,RS-EAO,1023,1.7621459846850485e-12,0
F12022,20,RS-EAO,1024,2.4863311409717426e-10,0
F12022,20,RS-EAO,1025,8.041877208597725e-08,0
F12022,20,RS-EAO,1026,7.264588930411264e-11,0
F12022,20,RS-EAO,1027,6.821210263296962e-13,0
F12022,20,RS-EAO,1028,1.5916157281026244e-11,0
F12022,20,RS-EAO,1029,7.389644451905042e-13,0
F22022,20,EAO,1000,59.67217722785324,0
F22022,20,EAO,1001,49.305995463001295,0
F22022,20,EAO,1002,53.30192708699178,0
F22022,20,EAO,1003,40.172265268775845,0
F22022,20,EAO,1004,69.55039242185183,0
F22022,20,EAO,1005,64.32990291603875,0
F22022,20,EAO,1006,79.313277187751,0
F22022,20,EAO,1007,68.7477818036557,0
F22022,20,EAO,1008,73.83137746125794,0
F22022,20,EAO,1009,68.67103255773634,0
F22022,20,EAO,1010,45.195353036559595,0
F22022,20,EAO,1011,74.41545803720851,0
F22022,20,EAO,1012,55.379381377168386,0
F22022,20,EAO,1013,74.9054327326802,0
F22022,20,EAO,1014,142.64130807690822,0
F22022,20,EAO,1015,101.0854674572625,0
F22022,20,EAO,1016,142.43673613255885,0
F22022,20,EAO,1017,51.15891021193244,0
F22022,20,EAO,1018,57.20040622991644,0
F22022,20,EAO,1019,147.00149423624316,0
F22022,20,EAO,1020,78.33142464088712,0
F22022,20,EAO,1021,73.41878274344606,0
F22022,20,EAO,1022,71.30381547653104,0
F22022,20,EAO,1023,65.0124303917022,0
F22022,20,EAO,1024,59.35734718184011,0
F22022,20,EAO,1025,125.7823772410892,0
F22022,20,EAO,1026,50.717220435841455,0
F22022,20,EAO,1027,49.55768170710786,0
F22022,20,EAO,1028,70.99108294778785,0
F22022,20,EAO,1029,80.04245295550481,0
F22022,20,EAO+M2,1000,44.895777376711976,0
F22022,20,EAO+M2,1001,44.89547406671119,0
F22022,20,EAO+M2,1002,68.72578732582019,0
F22022,20,EAO+M2,1003,15.53116154767963,0
F22022,20,EAO+M2,1004,49.08468277331923,0
F22022,20,EAO+M2,1005,44.89547014853491,0
F22022,20,EAO+M2,1006,72.74472497863394,0
F22022,20,EAO+M2,1007,49.084493053095116,0
F22022,20,EAO+M2,1008,73.15642370122447,0
F22022,20,EAO+M2,1009,4.389418612604459,0
F22022,20,EAO+M2,1010,69.08189356998537,0
F22022,20,EAO+M2,1011,49.08457219460968,0
F22022,20,EAO+M2,1012,44.89572807018271,0
F22022,20,EAO+M2,1013,67.9408445768496,0
F22022,20,EAO+M2,1014,28.944309382896392,0
