function,dim,variant,seed,err,feeds
F52022,10,EAO+M2,1022,2.2737367544323206e-13,0
F52022,10,EAO+M2,1023,2.2737367544323206e-13,0
F52022,10,EAO+M2,1024,1.1368683772161603e-13,0
F52022,10,EAO+M2,1025,0.0,0
F52022,10,EAO+M2,1026,1.1368683772161603e-13,0
F52022,10,EAO+M2,1027,1.1368683772161603e-13,0
F52022,10,EAO+M2,1028,2.2737367544323206e-13,0
F52022,10,EAO+M2,1029,1.1368683772161603e-13,0
F52022,10,EAO+feed,1000,1.5854471939746873e-05,0
F52022,10,EAO+feed,1001,2.018715508711466e-05,0
F52022,10,EAO+feed,1002,1.4610452581109712e-07,0
F52022,10,EAO+feed,1003,9.30729561332555e-06,0
F52022,10,EAO+feed,1004,3.9543385810247855e-06,0
F52022,10,EAO+feed,1005,7.4643265861595864e-06,0
F52022,10,EAO+feed,1006,1.159004898454441e-05,0
F52022,10,EAO+feed,1007,0.0895282505450723,0
F52022,10,EAO+feed,1008,1.5776777217979543e-08,0
F52022,10,EAO+feed,1009,2.0865195438091177e-07,0
F52022,10,EAO+feed,1010,1.5766975252518023e-05,0
F52022,10,EAO+feed,1011,1.822216484015371e-05,0
F52022,10,EAO+feed,1012,0.08952825076471527,0
F52022,10,EAO+feed,1013,4.467729013413191e-07,0
F52022,10,EAO+feed,1014,6.561805321325664e-06,0
F52022,10,EAO+feed,1015,0.08952834999547576,0
F52022,10,EAO+feed,1016,0.08958648844691197,0
F52022,10,EAO+feed,1017,0.08954738197201095,0
F52022,10,EAO+feed,1018,5.540146867133444e-05,0
F52022,10,EAO+feed,1019,1.519970282970462e-08,0
F52022,10,EAO+feed,1020,3.940044734918047e-09,0
F52022,10,EAO+feed,1021,4.006742290130205e-05,0
F52022,10,EAO+feed,1022,1.968101059901528e-08,0
F52022,10,EAO+feed,1023,2.5290602252425742e-06,0
F52022,10,EAO+feed,1024,8.473806474285084e-07,0
F52022,10,EAO+feed,1025,3.955228487484419e-05,0
F52022,10,EAO+feed,1026,4.445314516487997e-07,0
F52022,10,EAO+feed,1027,0.00010616124757234502,0
F52022,10,EAO+feed,1028,2.8810288767999737e-06,0
F52022,10,EAO+feed,1029,8.511237410857575e-06,0
F52022,10,RS-EAO,1000,1.1368683772161603e-13,6
F52022,10,RS-EAO,1001,1.1368683772161603e-13,6
F52022,10,RS-EAO,1002,3.410605131648481e-13,6
F52022,10,RS-EAO,1003,2.2737367544323206e-13,5
F52022,10,RS-EAO,1004,0.0,5
F52022,10,RS-EAO,1005,1.1368683772161603e-13,5
F52022,10,RS-EAO,1006,1.1368683772161603e-13,5
F52022,10,RS-EAO,1007,0.08952825041660617,4
F52022,10,RS-EAO,1008,1.1368683772161603e-13,6
F52022,10,RS-EAO,1009,3.410605131648481e-13,5
F52022,10,RS-EAO,1010,1.1368683772161603e-13,3
F52022,10,RS-EAO,1011,0.0,6
F52022,10,RS-EAO,1012,1.1368683772161603e-13,6
F52022,10,RS-EAO,1013,2.2737367544323206e-13,4
F52022,10,RS-EAO,1014,3.410605131648481e-13,5
F52022,10,RS-EAO,1015,1.1368683772161603e-13,6
F52022,10,RS-EAO,1016,1.1368683772161603e-13,3
F52022,10,RS-EAO,1017,1.1368683772161603e-13,5
F52022,10,RS-EAO,1018,1.1368683772161603e-13,6
F52022,10,RS-EAO,1019,1.1368683772161603e-13,5
F52022,10,RS-EAO,1020,0.0,5
F52022,10,RS-EAO,1021,0.0,5
F52022,10,RS-EAO,1022,2.2737367544323206e-13,6
F52022,10,RS-EAO,1023,2.2737367544323206e-13,6
F52022,10,RS-EAO,1024,1.1368683772161603e-13,6
F52022,10,RS-EAO,1025,0.0,5
F52022,10,RS-EAO,1026,1.1368683772161603e-13,6
F52022,10,RS-EAO,1027,1.1368683772161603e-13,6
F52022,10,RS-EAO,1028,2.2737367544323206e-13,5
F52022,10,RS-EAO,1029,1.1368683772161603e-13,4
F62022,10,EAO,1000,895.3058995089077,0
F62022,10,EAO,1001,799.4055125635182,0
F62022,10,EAO,1002,204.94561436666572,0
F62022,10,EAO,1003,15500.30816424343,0
F62022,10,EAO,1004,6194.52452653958,0
F62022,10,EAO,1005,447.80623176072186,0
F62022,10,EAO,1006,6369.695554239395,0
F62022,10,EAO,1007,5950.6886145686885,0
F62022,10,EAO,1008,2616.570793314342,0
F62022,10,EAO,1009,800.0325440265842,0
F62022,10,EAO,1010,3421.141413551828,0
F62022,10,EAO,1011,7599.016777780935,0
F62022,10,EAO,1012,7542.466790112434,0
F62022,10,EAO,1013,119.54548241412863,0
F62022,10,EAO,1014,1030.8059551587776,0
F62022,10,EAO,1015,6996.1113080211835,0
F62022,10,EAO,1016,3444.9880973417103,0
F62022,10,EAO,1017,1246.8304678713398,0
F62022,10,EAO,1018,2078.134723600544,0
F62022,10,EAO,1019,698.6645016067991,0
F62022,10,EAO,1020,1071.5918133551213,0
F62022,10,EAO,1021,1354.3304303808113,0
F62022,10,EAO,1022,1046.6548331422446,0
F62022,10,EAO,1023,1176.9432537101252,0
F62022,10,EAO,1024,10408.778570317201,0
F62022,10,EAO,1025,1371.698034588123,0
F62022,10,EAO,1026,514.0447394150688,0
F62022,10,EAO,1027,2202.445953109067,0
F62022,10,EAO,1028,3946.223032180049,0
F62022,10,EAO,1029,3179.2944574430676,0
F62022,10,EAO+M2,1000,573.824501228477,0
F62022,10,EAO+M2,1001,610.3953574284533,0
F62022,10,EAO+M2,1002,560.7061979373166,0
F62022,10,EAO+M2,1003,14505.937124886997,0
F62022,10,EAO+M2,1004,1684.2487227341862,0
F62022,10,EAO+M2,1005,43.3780781826149,0
F62022,10,EAO+M2,1006,520.2563119331126,0
F62022,10,EAO+M2,1007,415.3269104098881,0
F62022,10,EAO+M2,1008,75.69164294416737,0
F62022,10,EAO+M2,1009,62.862272927909316,0
F62022,10,EAO+M2,1010,10906.368677674936,0
F62022,10,EAO+M2,1011,752.640234533927,0
F62022,10,EAO+M2,1012,472.12690273874796,0
F62022,10,EAO+M2,1013,648.6075624075211,0
F62022,10,EAO+M2,1014,205.78747532289344,0
F62022,10,EAO+M2,1015,2148.964474542149,0
F62022,10,EAO+M2,1016,11759.053546822139,0
F62022,10,EAO+M2,1017,1056.7539549956082,0
F62022,10,EAO+M2,1018,186.55585207886725,0
F62022,10,EAO+M2,1019,1091.0938246663477,0
F62022,10,EAO+M2,1020,5.123851147191544,0
F62022,10,EAO+M2,1021,460.172556734949,0
F62022,10,EAO+M2,1022,80.41706611389691,0
F62022,10,EAO+M2,1023,641.888824354437,0
F62022,10,EAO+M2,1024,1570.2101904109109,0
F62022,10,EAO+M2,1025,96.19932277734779,0
F62022,10,EAO+M2,1026,286.10855789341304,0
F62022,10,EAO+M2,1027,1969.2050649080566,0
F62022,10,EAO+M2,1028,356.20656686864913,0
F62022,10,EAO+M2,1029,549.1769395618585,0
F62022,10,EAO+feed,1000,895.3058995089077,0
F62022,10,EAO+feed,1001,799.4055125635182,0
F62022,10,EAO+feed,1002,204.94561436666572,0
F62022,10,EAO+feed,1003,15500.30816424343,0
F62022,10,EAO+feed,1004,6194.52452653958,0
F62022,10,EAO+feed,1005,447.80623176072186,0
F62022,10,EAO+feed,1006,6369.695554239395,0
F62022,10,EAO+feed,1007,5950.6886145686885,0
F62022,10,EAO+feed,1008,2616.570793314342,0
F62022,10,EAO+feed,1009,800.0325440265842,0
F62022,10,EAO+feed,1010,3421.141413551828,0
F62022,10,EAO+feed,1011,7599.016777780935,0
F62022,10,EAO+feed,1012,7542.466790112434,0
F62022,10,EAO+feed,1013,119.54548241412863,0
F62022,10,EAO+feed,1014,1030.8059551587776,0
F62022,10,EAO+feed,1015,6996.1113080211835,0
F62022,10,EAO+feed,1016,3444.9880973417103,0
F62022,10,EAO+feed,1017,1246.8304678713398,0
F62022,10,EAO+feed,1018,2078.134723600544,0
F62022,10,EAO+feed,1019,698.6645016067991,0
F62022,10,EAO+feed,1020,1071.5918133551213,0
F62022,10,EAO+feed,1021,1354.3304303808113,0
F62022,10,EAO+feed,1022,1046.6548331422446,0
F62022,10,EAO+feed,1023,1176.9432537101252,0
F62022,10,EAO+feed,1024,10408.778570317201,0
F62022,10,EAO+feed,1025,1371.698034588123,0
F62022,10,EAO+feed,1026,514.0447394150688,0
F62022,10,EAO+feed,1027,2202.445953109067,0
F62022,10,EAO+feed,1028,3946.223032180049,0
F62022,10,EAO+feed,1029,3179.2944574430676,0
F62022,10,RS-EAO,1000,573.824501228477,0
F62022,10,RS-EAO,1001,610.3953574284533,0
F62022,10,RS-EAO,1002,560.7061979373166,0
F62022,10,RS-EAO,1003,14505.937124886997,0
F62022,10,RS-EAO,1004,1684.2487227341862,0
F62022,10,RS-EAO,1005,43.3780781826149,0
F62022,10,RS-EAO,1006,520.2563119331126,0
F62022,10,RS-EAO,1007,415.3269104098881,0
F62022,10,RS-EAO,1008,75.69164294416737,0
F62022,10,RS-EAO,1009,62.862272927909316,0
F62022,10,RS-EAO,1010,10906.368677674936,0
F62022,10,RS-EAO,1011,752.640234533927,0
F62022,10,RS-EAO,1012,472.12690273874796,0
F62022,10,RS-EAO,1013,648.6075624075211,0
F62022,10,RS-EAO,1014,205.78747532289344,0
F62022,10,RS-EAO,1015,2148.964474542149,0
F62022,10,RS-EAO,1016,11759.053546822139,0
F62022,10,RS-EAO,1017,1056.7539549956082,0
F62022,10,RS-EAO,1018,186.55585207886725,0
F62022,10,RS-EAO,1019,1091.0938246663477,0
F62022,10,RS-EAO,1020,5.123851147191544,0
F62022,10,RS-EAO,1021,460.172556734949,0
F62022,10,RS-EAO,1022,80.41706611389691,0
F62022,10,RS-EAO,1023,641.888824354437,0
F62022,10,RS-EAO,1024,1570.2101904109109,0
F62022,10,RS-EAO,1025,96.19932277734779,0
F62022,10,RS-EAO,1026,286.10855789341304,0
F62022,10,RS-EAO,1027,1969.2050649080566,0
F62022,10,RS-EAO,1028,356.20656686864913,0
F62022,10,RS-EAO,1029,549.1769395618585,0
F72022,10,EAO,1000,39.06706416583711,0
F72022,10,EAO,1001,37.60742222379781,0
F72022,10,EAO,1002,40.725278488782806,0
F72022,10,EAO,1003,36.67015982362955,0
F72022,10,EAO,1004,38.872417964614215,0
F72022,10,EAO,1005,35.04579457212617,0
F72022,10,EAO,1006,25.649005553906136,0
F72022,10,EAO,1007,31.159130348255303,0
F72022,10,EAO,1008,39.48497520586466,0
F72022,10,EAO,1009,30.0950219040094,0
F72022,10,EAO,1010,40.712601089823465,0
F72022,10,EAO,1011,27.791764485923295,0
F72022,10,EAO,1012,36.08996308395194,0
F72022,10,EAO,1013,30.02738589972091,0
F72022,10,EAO,1014,34.96829206673965,0
F72022,10,EAO,1015,42.83498296845846,0
F72022,10,EAO,1016,34.09743261225253,0
F72022,10,EAO,1017,18.81836584343364,0
F72022,10,EAO,1018,31.805905159935037,0
F72022,10,EAO,1019,37.98799692636612,0
F72022,10,EAO,1020,35.56777253134442,0
F72022,10,EAO,1021,40.374444159489485,0
F72022,10,EAO,1022,36.31980854454832,0
F72022,10,EAO,1023,34.67584641757685,0
F72022,10,EAO,1024,36.30123341690978,0
F72022,10,EAO,1025,32.10263063779371,0
F72022,10,EAO,1026,28.47951163711582,0
F72022,10,EAO,1027,42.764252285625616,0
F72022,10,EAO,1028,38.85507540392996,0
F72022,10,EAO,1029,33.224260567670626,0
F72022,10,EAO+M2,1000,35.39356610759023,0
F72022,10,EAO+M2,1001,25.27078945970993,0
F72022,10,EAO+M2,1002,34.43416994939207,0
F72022,10,EAO+M2,1003,33.10569180484231,0
F72022,10,EAO+M2,1004,36.231450902045935,0
F72022,10,EAO+M2,1005,39.53579419180437,0
F72022,10,EAO+M2,1006,20.510145520460583,0
F72022,10,EAO+M2,1007,39.46595133507276,0
F72022,10,EAO+M2,1008,36.31385424209816,0
F72022,10,EAO+M2,1009,34.92933120277735,0
F72022,10,EAO+M2,1010,32.875601973781386,0
F72022,10,EAO+M2,1011,31.811172333999366,0
F72022,10,EAO+M2,1012,32.183217501534955,0
F72022,10,EAO+M2,1013,136.14534324837996,0
F72022,10,EAO+M2,1014,36.44040021360274,0
F72022,10,EAO+M2,1015,33.162475173574876,0
F72022,10,EAO+M2,1016,33.27102243269337,0
F72022,10,EAO+M2,1017,33.294364511888716,0
F72022,10,EAO+M2,1018,33.52345106871303,0
F72022,10,EAO+M2,1019,28.022725042198317,0
F72022,10,EAO+M2,1020,27.20718419302898,0
F72022,10,EAO+M2,1021,34.71654215696071,0
F72022,10,EAO+M2,1022,32.482768362626985,0
F72022,10,EAO+M2,1023,32.84841770692674,0
F72022,10,EAO+M2,1024,30.415317703033224,0
F72022,10,EAO+M2,1025,36.60211734514951,0
F72022,10,EAO+M2,1026,41.52821813378819,0
F72022,10,EAO+M2,1027,35.46776382450207,0
F72022,10,EAO+M2,1028,42.742606221929464,0
F72022,10,EAO+M2,1029,36.47463022158672,0
F72022,10,EAO+feed,1000,39.06706416583711,0
F72022,10,EAO+feed,1001,37.60742222379781,0
F72022,10,EAO+feed,1002,40.725278488782806,0
F72022,10,EAO+feed,1003,36.67015982362955,0
F72022,10,EAO+feed,1004,38.872417964614215,0
F72022,10,EAO+feed,1005,35.04579457212617,0
F72022,10,EAO+feed,1006,25.649005553906136,0
F72022,10,EAO+feed,1007,31.159130348255303,0
F72022,10,EAO+feed,1008,39.48497520586466,0
F72022,10,EAO+feed,1009,30.0950219040094,0
F72022,10,EAO+feed,1010,40.712601089823465,0
F72022,10,EAO+feed,1011,27.791764485923295,0
F72022,10,EAO+feed,1012,36.08996308395194,0
F72022,10,EAO+feed,1013,30.02738589972091,0
F72022,10,EAO+feed,1014,34.96829206673965,0
F72022,10,EAO+feed,1015,42.83498296845846,0
F72022,10,EAO+feed,1016,34.09743261225253,0
F72022,10,EAO+feed,1017,18.81836584343364,0
F72022,10,EAO+feed,1018,31.805905159935037,0
F72022,10,EAO+feed,1019,37.98799692636612,0
F72022,10,EAO+feed,1020,35.56777253134442,0
F72022,10,EAO+feed,1021,40.374444159489485,0
F72022,10,EAO+feed,1022,36.31980854454832,0
F72022,10,EAO+feed,1023,34.67584641757685,0
F72022,10,EAO+feed,1024,36.30123341690978,0
F72022,10,EAO+feed,1025,32.10263063779371,0
F72022,10,EAO+feed,1026,28.47951163711582,0
F72022,10,EAO+feed,1027,42.764252285625616,0
F72022,10,EAO+feed,1028,38.85507540392996,0
F72022,10,EAO+feed,1029,33.224260567670626,0
F72022,10,RS-EAO,1000,35.39356610759023,0
F72022,10,RS-EAO,1001,25.27078945970993,0
F72022,10,RS-EAO,1002,34.43416994939207,0
F72022,10,RS-EAO,1003,33.10569180484231,0
F72022,10,RS-EAO,1004,36.231450902045935,0
F72022,10,RS-EAO,1005,39.53579419180437,0
F72022,10,RS-EAO,1006,20.510145520460583,0
F72022,10,RS-EAO,1007,39.46595133507276,0
F72022,10,RS-EAO,1008,36.31385424209816,0
F72022,10,RS-EAO,1009,34.92933120277735,0
F72022,10,RS-EAO,1010,32.875601973781386,0
F72022,10,RS-EAO,1011,31.811172333999366,0
F72022,10,RS-EAO,1012,32.183217501534955,0
F72022,10,RS-EAO,1013,136.14534324837996,0
F72022,10,RS-EAO,1014,36.44040021360274,0
F72022,10,RS-EAO,1015,33.162475173574876,0
F72022,10,RS-EAO,1016,33.27102243269337,0
F72022,10,RS-EAO,1017,33.294364511888716,0
F72022,10,RS-EAO,1018,33.52345106871303,0
F72022,10,RS-EAO,1019,28.022725042198317,0
F72022,10,RS-EAO,1020,27.20718419302898,0
F72022,10,RS-EAO,1021,34.71654215696071,0
F72022,10,RS-EAO,1022,32.482768362626985,0
F72022,10,RS-EAO,1023,32.84841770692674,0
F72022,10,RS-EAO,1024,30.415317703033224,0
F72022,10,RS-EAO,1025,36.60211734514951,0
F72022,10,RS-EAO,1026,41.52821813378819,0
F72022,10,RS-EAO,1027,35.46776382450207,0
F72022,10,RS-EAO,1028,42.742606221929464,0
F72022,10,RS-EAO,1029,36.47463022158672,0
F82022,10,EAO,1000,25.238620092682595,0
F82022,10,EAO,1001,5.9807695050121765,0
F82022,10,EAO,1002,26.587973716650595,0
F82022,10,EAO,1003,25.52934042643801,0
F82022,10,EAO,1004,25.554188315296415,0
F82022,10,EAO,1005,24.624182790211307,0
F82022,10,EAO,1006,8.880328361462489,0
F82022,10,EAO,1007,16.16984855758301,0
F82022,10,EAO,1008,25.09546554536837,0
F82022,10,EAO,1009,13.529013055542237,0
F82022,10,EAO,1010,25.096540695924432,0
F82022,10,EAO,1011,24.29295586409853,0
F82022,10,EAO,1012,24.31283229868359,0
F82022,10,EAO,1013,25.196937037140287,0
F82022,10,EAO,1014,24.49660641874698,0
F82022,10,EAO,1015,25.08858369845757,0
F82022,10,EAO,1016,12.672451328389798,0
F82022,10,EAO,1017,25.670180837287262,0
F82022,10,EAO,1018,25.822450752193618,0
F82022,10,EAO,1019,8.565017134200843,0
F82022,10,EAO,1020,13.54788472142991,0
F82022,10,EAO,1021,24.189901378113973,0
F82022,10,EAO,1022,26.018349441565988,0
F82022,10,EAO,1023,26.085475149143804,0
F82022,10,EAO,1024,23.605469007333795,0
F82022,10,EAO,1025,7.369336317586203,0
F82022,10,EAO,1026,25.61841875090977,0
F82022,10,EAO,1027,26.55111714033137,0
F82022,10,EAO,1028,24.208535833485712,0
F82022,10,EAO,1029,6.721263687589271,0
F82022,10,EAO+M2,1000,8.347161295393107,0
F82022,10,EAO+M2,1001,10.655054897875743,0
F82022,10,EAO+M2,1002,6.1919526564206535,0
F82022,10,EAO+M2,1003,24.319166580879937,0
F82022,10,EAO+M2,1004,12.179362732399568,0
F82022,10,EAO+M2,1005,15.043604676551695,0
F82022,10,EAO+M2,1006,5.672418879231827,0
F82022,10,EAO+M2,1007,23.93891820698127,0
F82022,10,EAO+M2,1008,25.506945885739697,0
F82022,10,EAO+M2,1009,25.8345509461451,0
F82022,10,EAO+M2,1010,25.89741541504054,0
F82022,10,EAO+M2,1011,12.932438456473392,0
F82022,10,EAO+M2,1012,11.085377887762206,0
F82022,10,EAO+M2,1013,24.787914791471394,0
F82022,10,EAO+M2,1014,25.241211951372406,0
F82022,10,EAO+M2,1015,26.822991754684608,0
F82022,10,EAO+M2,1016,25.421905240266824,0
F82022,10,EAO+M2,1017,22.44597328757027,0
F82022,10,EAO+M2,1018,6.463652113336593,0
F82022,10,EAO+M2,1019,16.136602847989252,0
F82022,10,EAO+M2,1020,7.3168366757518015,0
F82022,10,EAO+M2,1021,24.154105132134646,0
F82022,10,EAO+M2,1022,25.35529534010493,0
F82022,10,EAO+M2,1023,26.07761077628311,0
F82022,10,EAO+M2,1024,123.82649932165259,0
F82022,10,EAO+M2,1025,24.4464042774307,0
F82022,10,EAO+M2,1026,25.11512675101585,0
F82022,10,EAO+M2,1027,25.824067611543796,0
F82022,10,EAO+M2,1028,24.891439511317458,0
F82022,10,EAO+M2,1029,10.00806432780837,0
F82022,10,EAO+feed,1000,25.238620092682595,0
F82022,10,EAO+feed,1001,5.9807695050121765,0
F82022,10,EAO+feed,1002,26.587973716650595,0
F82022,10,EAO+feed,1003,25.52934042643801,0
F82022,10,EAO+feed,1004,25.554188315296415,0
F82022,10,EAO+feed,1005,24.624182790211307,0
F82022,10,EAO+feed,1006,8.880328361462489,0
F82022,10,EAO+feed,1007,16.16984855758301,0
F82022,10,EAO+feed,1008,25.09546554536837,0
F82022,10,EAO+feed,1009,13.529013055542237,0
F82022,10,EAO+feed,1010,25.096540695924432,0
F82022,10,EAO+feed,1011,24.29295586409853,0
F82022,10,EAO+feed,1012,24.31283229868359,0
F82022,10,EAO+feed,1013,25.196937037140287,0
F82022,10,EAO+feed,1014,24.49660641874698,0
F82022,10,EAO+feed,1015,25.08858369845757,0
F82022,10,EAO+feed,1016,12.672451328389798,0
F82022,10,EAO+feed,1017,25.670180837287262,0
F82022,10,EAO+feed,1018,25.822450752193618,0
F82022,10,EAO+feed,1019,8.565017134200843,0
F82022,10,EAO+feed,1020,13.54788472142991,0
F82022,10,EAO+feed,1021,24.189901378113973,0
F82022,10,EAO+feed,1022,26.018349441565988,0
F82022,10,EAO+feed,1023,26.085475149143804,0
F82022,10,EAO+feed,1024,23.605469007333795,0
F82022,10,EAO+feed,1025,7.369336317586203,0
F82022,10,EAO+feed,1026,25.61841875090977,0
F82022,10,EAO+feed,1027,26.55111714033137,0
F82022,10,EAO+feed,1028,24.208535833485712,0
F82022,10,EAO+feed,1029,6.721263687589271,0
F82022,10,RS-EAO,1000,8.347161295393107,0
F82022,10,RS-EAO,1001,10.655054897875743,0
F82022,10,RS-EAO,1002,6.1919526564206535,0
F82022,10,RS-EAO,1003,24.319166580879937,0
F82022,10,RS-EAO,1004,12.179362732399568,0
F82022,10,RS-EAO,1005,15.043604676551695,0
F82022,10,RS-EAO,1006,5.672418879231827,0
F82022,10,RS-EAO,1007,23.93891820698127,0
F82022,10,RS-EAO,1008,25.506945885739697,0
F82022,10,RS-EAO,1009,25.8345509461451,0
F82022,10,RS-EAO,1010,25.89741541504054,0
F82022,10,RS-EAO,1011,12.932438456473392,0
F82022,10,RS-EAO,1012,11.085377887762206,0
F82022,10,RS-EAO,1013,24.787914791471394,0
F82022,10,RS-EAO,1014,25.241211951372406,0
F82022,10,RS-EAO,1015,26.822991754684608,0
F82022,10,RS-EAO,1016,25.421905240266824,0
F82022,10,RS-EAO,1017,22.44597328757027,0
F82022,10,RS-EAO,1018,6.463652113336593,0
F82022,10,RS-EAO,1019,16.136602847989252,0
F82022,10,RS-EAO,1020,7.3168366757518015,0
F82022,10,RS-EAO,1021,24.154105132134646,0
F82022,10,RS-EAO,1022,25.35529534010493,0
F82022,10,RS-EAO,1023,26.07761077628311,0
F82022,10,RS-EAO,1024,123.82649932165259,0
F82022,10,RS-EAO,1025,24.4464042774307,0
F82022,10,RS-EAO,1026,25.11512675101585,0
F82022,10,RS-EAO,1027,25.824067611543796,0
F82022,10,RS-EAO,1028,24.891439511317458,0
F82022,10,RS-EAO,1029,10.00806432780837,0
F92022,10,EAO,1000,0.00027077197592006996,0
F92022,10,EAO,1001,0.0005454200872918591,0
F92022,10,EAO,1002,359.09438713180316,0
F92022,10,EAO,1003,2.433944746371708e-05,0
F92022,10,EAO,1004,0.0001612871506040392,0
F92022,10,EAO,1005,2.6504720153752714e-05,0
F92022,10,EAO,1006,0.0002788525785035745,0
F92022,10,EAO,1007,7.298404761968413e-05,0
F92022,10,EAO,1008,6.103193936723983e-05,0
F92022,10,EAO,1009,0.00025517641006445047,0
F92022,10,EAO,1010,1.9682865058712196e-05,0
F92022,10,EAO,1011,4.362596837381716e-05,0
F92022,10,EAO,1012,1.2168480679974891e-05,0
F92022,10,EAO,1013,2.0592119653883856e-05,0
F92022,10,EAO,1014,1.767278672559769e-05,0
F92022,10,EAO,1015,4.264405833964702e-05,0
F92022,10,EAO,1016,7.304288374143653e-06,0
F92022,10,EAO,1017,0.001031893265007966,0
F92022,10,EAO,1018,3.06262300000526e-05,0
F92022,10,EAO,1019,8.542601335648214e-06,0
F92022,10,EAO,1020,366.11569080349045,0
F92022,10,EAO,1021,359.09435608450167,0
F92022,10,EAO,1022,359.0957561546238,0
F92022,10,EAO,1023,4.4200769480085e-06,0
F92022,10,EAO,1024,359.0943454716016,0
F92022,10,EAO,1025,1.942745984706562e-05,0
F92022,10,EAO,1026,1.3031362868787255e-06,0
F92022,10,EAO,1027,5.7773228945734445e-05,0
F92022,10,EAO,1028,0.0001729909472487634,0
F92022,10,EAO,1029,0.001609071178791055,0
F92022,10,EAO+M2,1000,359.0943447803602,0
F92022,10,EAO+M2,1001,359.0943447803679,0
F92022,10,EAO+M2,1002,359.0943447803629,0
F92022,10,EAO+M2,1003,359.09434478036064,0
F92022,10,EAO+M2,1004,359.0943447803602,0
F92022,10,EAO+M2,1005,4.547473508864641e-13,0
F92022,10,EAO+M2,1006,359.0943447803602,0
F92022,10,EAO+M2,1007,359.0943447803602,0
F92022,10,EAO+M2,1008,9.094947017729282e-13,0
F92022,10,EAO+M2,1009,359.094344780362,0
F92022,10,EAO+M2,1010,359.09434478035973,0
F92022,10,EAO+M2,1011,359.0943447803643,0
F92022,10,EAO+M2,1012,359.09434478036064,0
F92022,10,EAO+M2,1013,359.0943447803611,0
F92022,10,EAO+M2,1014,359.0943447803602,0
F92022,10,EAO+M2,1015,359.09434478036655,0
F92022,10,EAO+M2,1016,1.3642420526593924e-12,0
F92022,10,EAO+M2,1017,359.09434478057665,0
F92022,10,EAO+M2,1018,359.0943447803593,0
F92022,10,EAO+M2,1019,359.094344780362,0
F92022,10,EAO+M2,1020,359.0943447803611,0
F92022,10,EAO+M2,1021,359.09434478036565,0
F92022,10,EAO+M2,1022,359.094344780362,0
F92022,10,EAO+M2,1023,359.094347953534,0
F92022,10,EAO+M2,1024,359.0943447803602,0
F92022,10,EAO+M2,1025,359.094344780362,0
F92022,10,EAO+M2,1026,359.19280567948226,0
F92022,10,EAO+M2,1027,359.09434478036155,0
F92022,10,EAO+M2,1028,359.09434478035973,0
F92022,10,EAO+M2,1029,359.0943447803652,0
F92022,10,EAO+feed,1000,0.00027077197592006996,0
F92022,10,EAO+feed,1001,0.0005454200872918591,0
F92022,10,EAO+feed,1002,359.09438713180316,0
F92022,10,EAO+feed,1003,2.433944746371708e-05,0
F92022,10,EAO+feed,1004,0.0001612871506040392,0
F92022,10,EAO+feed,1005,2.6504720153752714e-05,0
F92022,10,EAO+feed,1006,0.0002788525785035745,0
F92022,10,EAO+feed,1007,7.298404761968413e-05,0
F92022,10,EAO+feed,1008,6.103193936723983e-05,0
F92022,10,EAO+feed,1009,0.00025517641006445047,0
F92022,10,EAO+feed,1010,1.9682865058712196e-05,0
F92022,10,EAO+feed,1011,4.362596837381716e-05,0
F92022,10,EAO+feed,1012,1.2168480679974891e-05,0
F92022,10,EAO+feed,1013,2.0592119653883856e-05,0
F92022,10,EAO+feed,1014,1.767278672559769e-05,0
F92022,10,EAO+feed,1015,4.264405833964702e-05,0
F92022,10,EAO+feed,1016,7.304288374143653e-06,0
F92022,10,EAO+feed,1017,0.001031893265007966,0
F92022,10,EAO+feed,1018,3.06262300000526e-05,0
F92022,10,EAO+feed,1019,8.542601335648214e-06,0
F92022,10,EAO+feed,1020,366.11569080349045,0
F92022,10,EAO+feed,1021,359.09435608450167,0
F92022,10,EAO+feed,1022,359.0957561546238,0
F92022,10,EAO+feed,1023,4.4200769480085e-06,0
F92022,10,EAO+feed,1024,359.0943454716016,0
F92022,10,EAO+feed,1025,1.942745984706562e-05,0
F92022,10,EAO+feed,1026,1.3031362868787255e-06,0
F92022,10,EAO+feed,1027,5.7773228945734445e-05,0
F92022,10,EAO+feed,1028,0.0001729909472487634,0
F92022,10,EAO+feed,1029,0.001609071178791055,0
F92022,10,RS-EAO,1000,359.0943447803602,4
F92022,10,RS-EAO,1001,359.0943447803679,1
F92022,10,RS-EAO,1002,359.0943447803629,0
F92022,10,RS-EAO,1003,359.09434478036064,3
F92022,10,RS-EAO,1004,359.0943447803602,6
F92022,10,RS-EAO,1005,4.547473508864641e-13,1
F92022,10,RS-EAO,1006,359.0943447803602,6
F92022,10,RS-EAO,1007,359.0943447803602,5
F92022,10,RS-EAO,1008,9.094947017729282e-13,5
F92022,10,RS-EAO,1009,359.094344780362,3
F92022,10,RS-EAO,1010,359.09434478035973,4
F92022,10,RS-EAO,1011,359.0943447803643,2
F92022,10,RS-EAO,1012,359.09434478036064,7
F92022,10,RS-EAO,1013,359.0943447803611,5
F92022,10,RS-EAO,1014,359.0943447803602,6
F92022,10,RS-EAO,1015,359.09434478036655,4
F92022,10,RS-EAO,1016,1.3642420526593924e-12,3
F92022,10,RS-EAO,1017,359.09434478057665,0
F92022,10,RS-EAO,1018,359.0943447803593,6
