round,t1,t2,tr,hr,lr,W,rf_ratio,mass_pred,smax_pred,umax_pred,mass_fea,smax_fea,umax_fea,note,smax_lc1_fea,smax_lc2_fea,umax_lc1_fea,umax_lc2_fea,feasible_fea,err_smax_%,err_mass_%
1,5.5,3.0,2.0,80.0,66.25,40.0,0.25,0.2988204529527715,248.9498688701749,1.0057397816423344,0.2992428607769435,328.462767217222,1.119057537732895,ok,328.462767217222,235.79624757234987,0.49597309539109896,1.119057537732895,False,-24.207583410652724,-0.1411588644338213
