t,AF,S,fed,variant
341,0.999985858343955,1.4141856034271146e-06,0,EAO+M1
342,0.999981313321819,1.8687027379452372e-06,0,EAO+M1
343,0.9999813544254592,1.8645922204693753e-06,0,EAO+M1
344,0.9999768371450266,2.3163391503719145e-06,0,EAO+M1
345,0.9999657646991379,3.4236472958025246e-06,0,EAO+M1
346,0.9999578328861731,4.216889196728774e-06,0,EAO+M1
347,0.9999369596331373,6.304434120101207e-06,0,EAO+M1
348,0.9999573530638937,4.264875494510193e-06,0,EAO+M1
349,0.9999015515462306,9.845814682168485e-06,0,EAO+M1
350,0.9997663643704857,2.3369022787781112e-05,0,EAO+M1
351,0.9996435373578075,3.56589753118011e-05,0,EAO+M1
352,0.9992940960879256,7.064025644080772e-05,0,EAO+M1
353,0.9993535499749294,6.468681930301279e-05,0,EAO+M1
354,0.9993494363718498,6.509871367037675e-05,0,EAO+M1
355,0.999453999392048,5.462988874766164e-05,0,EAO+M1
356,0.9990794793594958,9.213687794831996e-05,0,EAO+M1
357,0.9986775098098418,0.0001324241486533531,0,EAO+M1
358,0.9975622004518424,0.0002443756937716123,0,EAO+M1
359,0.9980090211609184,0.00019949507437975412,0,EAO+M1
360,0.9982380322841307,0.0001765077725838232,0,EAO+M1
361,0.9988021520137456,0.00011992845468338439,0,EAO+M1
362,0.9989975645936788,0.00010034412913997823,0,EAO+M1
363,0.9994943498474786,5.059059639492042e-05,0,EAO+M1
364,0.9992880198488767,7.124874280300151e-05,0,EAO+M1
365,0.9989591970432924,0.00010418873561484574,0,EAO+M1
366,0.99820208929547,0.00018011490096148304,0,EAO+M1
367,0.9982747644081212,0.00017282171736572916,0,EAO+M1
368,0.9972309357163118,0.000277675329205386,0,EAO+M1
369,0.9946461542278291,0.0005382663723590519,0,EAO+M1
370,0.9933445932502988,0.0006699997961356178,0,EAO+M1
371,0.9890180498900711,0.001110389250342752,0,EAO+M1
372,0.9723152246484884,0.0028473045211772938,0,EAO+M1
373,0.9627914796092937,0.003864649945365719,0,EAO+M1
374,0.9689121053644336,0.0032085360956320592,0,EAO+M1
375,0.9812168567496715,0.0019142703390307213,0,EAO+M1
376,0.9843852427410041,0.001586244549493335,0,EAO+M1
377,0.9889409402106066,0.0011182730272081005,0,EAO+M1
378,0.9923081831448688,0.0007751439508191903,0,EAO+M1
379,0.9960939929486982,0.00039213237695962953,0,EAO+M1
380,0.9974762725896248,0.00025301127252111937,0,EAO+M1
381,0.9979557013837907,0.0002048486333987178,0,EAO+M1
382,0.9962171582018163,0.0003797206027862233,0,EAO+M1
383,0.9967083750019312,0.00033024955750596545,0,EAO+M1
384,0.9969295028092492,0.0003079954181412532,0,EAO+M1
385,0.9980548671195519,0.00019489237962055028,0,EAO+M1
386,0.9983317796720955,0.00016710079373136267,0,EAO+M1
387,0.9990710266570593,9.298371368541025e-05,0,EAO+M1
388,0.9990892836723414,9.115464879285271e-05,0,EAO+M1
389,0.999234416715107,7.661698517248213e-05,0,EAO+M1
390,0.9990340610969375,9.668728431560022e-05,0,EAO+M1
391,0.9982181689555547,0.00017850116335886617,0,EAO+M1
392,0.9973357082279566,0.0002671409185556294,0,EAO+M1
393,0.9968296301918456,0.0003180453020386544,0,EAO+M1
394,0.9917244828875034,0.0008344572767228316,0,EAO+M1
395,0.993799757189056,0.0006238925664946068,0,EAO+M1
396,0.9947150692203627,0.000531300966796405,0,EAO+M1
397,0.9964941028125401,0.0003518231746243797,0,EAO+M1
398,0.9973256282889481,0.00026815431542054563,0,EAO+M1
399,0.9979100434542573,0.0002094333611984043,0,EAO+M1
400,0.997767496840179,0.00022374983820289642,0,EAO+M1
401,0.9981673813183728,0.0001835983338993435,0,EAO+M1
402,0.9980191542189054,0.00019847773188731146,0,EAO+M1
403,0.9979849673548812,0.00020191011999505715,0,EAO+M1
404,0.997296842156915,0.0002710484711090245,0,EAO+M1
405,0.9965781907764648,0.0003433558204669491,0,EAO+M1
406,0.996428072493802,0.0003584731908704981,0,EAO+M1
407,0.9933530976558038,0.0006691379288877381,0,EAO+M1
408,0.9941570190721514,0.0005877322008249667,0,EAO+M1
409,0.9937458514508406,0.0006293509089903183,0,EAO+M1
410,0.9929702996651969,0.0007079466865396969,0,EAO+M1
411,0.9921320768879781,0.0007930318246237183,0,EAO+M1
412,0.9857908359464584,0.0014413974583055726,0,EAO+M1
413,0.9835288558142778,0.001674698621026778,0,EAO+M1
414,0.9819589825806786,0.0018372475571136369,0,EAO+M1
415,0.9750195707934532,0.0025620438763314414,0,EAO+M1
416,0.9796405359585623,0.00207825863611456,0,EAO+M1
417,0.9839906851902851,0.001626978288581975,0,EAO+M1
418,0.9906578142192257,0.0009430285257616583,0,EAO+M1
419,0.9940188265913225,0.0006017163104634664,0,EAO+M1
420,0.994480897614271,0.0005549731924433289,0,EAO+M1
421,0.9952138846834718,0.0004809132378664932,0,EAO+M1
422,0.9913310917667755,0.0008744715368277844,0,EAO+M1
423,0.9911414860328709,0.0008937688606483489,0,EAO+M1
424,0.992883950384816,0.0007167050703585191,0,EAO+M1
425,0.9926493515845081,0.0007405080559170789,0,EAO+M1
426,0.9928001479646948,0.0007252065836276682,0,EAO+M1
427,0.9947714737324556,0.0005256007440509579,0,EAO+M1
428,0.9953957698347923,0.0004625527156873347,0,EAO+M1
