alg,seed,mass,viol,nfe,x
RS-EAO,2026,0.28197664521429594,0.0,15030,"[np.float64(4.870312), np.float64(3.0), np.float64(2.000001), np.float64(78.516925), np.float64(69.574493), np.float64(40.000011), np.float64(0.300023)]"
RS-EAO,2027,0.28197737671866857,0.0,15030,"[np.float64(4.870864), np.float64(3.000044), np.float64(2.0), np.float64(78.452268), np.float64(69.614015), np.float64(40.0), np.float64(0.300002)]"
RS-EAO,2028,0.28197786832727945,0.0,15030,"[np.float64(4.870484), np.float64(3.000001), np.float64(2.000005), np.float64(78.495593), np.float64(69.587535), np.float64(40.00026), np.float64(0.300025)]"
RS-EAO,2029,0.28197660384814316,0.0,15030,"[np.float64(4.870149), np.float64(3.0), np.float64(2.000001), np.float64(78.53588), np.float64(69.562895), np.float64(40.0), np.float64(0.3)]"
RS-EAO,2030,0.2819819179581303,0.0,15030,"[np.float64(4.873503), np.float64(3.000102), np.float64(2.000049), np.float64(78.14701), np.float64(69.80641), np.float64(40.000009), np.float64(0.300011)]"
RS-EAO,2031,0.2819765633831861,0.0,15030,"[np.float64(4.870319), np.float64(3.0), np.float64(2.0), np.float64(78.516271), np.float64(69.574892), np.float64(40.0), np.float64(0.3)]"
RS-EAO,2032,0.28197681057736385,0.0,15030,"[np.float64(4.870625), np.float64(3.0), np.float64(2.0), np.float64(78.480535), np.float64(69.596885), np.float64(40.0), np.float64(0.300228)]"
RS-EAO,2033,0.2819775940083799,0.0,15030,"[np.float64(4.869121), np.float64(3.0), np.float64(2.0), np.float64(78.654365), np.float64(69.491082), np.float64(40.00003), np.float64(0.300222)]"
RS-EAO,2034,0.2819777444446004,0.0,15030,"[np.float64(4.872435), np.float64(3.0), np.float64(2.0), np.float64(78.273438), np.float64(69.726267), np.float64(40.0), np.float64(0.3)]"
RS-EAO,2035,0.2819765505379739,0.0,15030,"[np.float64(4.870496), np.float64(3.0), np.float64(2.0), np.float64(78.495848), np.float64(69.58743), np.float64(40.0), np.float64(0.3)]"
RS-EAO,2036,0.2819766220497581,0.0,15030,"[np.float64(4.870629), np.float64(3.0), np.float64(2.0), np.float64(78.480477), np.float64(69.596897), np.float64(40.0), np.float64(0.300058)]"
RS-EAO,2037,0.28197852335694495,0.0,15030,"[np.float64(4.871225), np.float64(3.000098), np.float64(2.0), np.float64(78.40903), np.float64(69.640492), np.float64(40.000001), np.float64(0.300055)]"
RS-EAO,2038,0.281976765758743,0.0,15030,"[np.float64(4.870982), np.float64(3.0), np.float64(2.0), np.float64(78.439717), np.float64(69.622083), np.float64(40.000002), np.float64(0.300114)]"
RS-EAO,2039,0.28197657117662517,0.0,15030,"[np.float64(4.870493), np.float64(3.0), np.float64(2.0), np.float64(78.496155), np.float64(69.58724), np.float64(40.000004), np.float64(0.3)]"
RS-EAO,2040,0.28197656042574104,0.0,15030,"[np.float64(4.870558), np.float64(3.0), np.float64(2.0), np.float64(78.488731), np.float64(69.591808), np.float64(40.0), np.float64(0.300007)]"
RS-EAO,2041,0.281976726271139,0.0,15030,"[np.float64(4.870886), np.float64(3.000001), np.float64(2.000009), np.float64(78.45066), np.float64(69.61528), np.float64(40.0), np.float64(0.3)]"
RS-EAO,2042,0.2825316697493998,0.0,15030,"[np.float64(4.860434), np.float64(3.000001), np.float64(2.000008), np.float64(78.575504), np.float64(69.609431), np.float64(40.000004), np.float64(0.799975)]"
RS-EAO,2043,0.28197656573137214,0.0,15030,"[np.float64(4.870609), np.float64(3.000001), np.float64(2.0), np.float64(78.482852), np.float64(69.595422), np.float64(40.0), np.float64(0.3)]"
RS-EAO,2044,0.28197800341778695,0.0,15030,"[np.float64(4.870668), np.float64(3.000004), np.float64(2.000119), np.float64(78.471869), np.float64(69.602063), np.float64(40.000001), np.float64(0.3)]"
RS-EAO,2045,0.28197671706878835,0.0,15030,"[np.float64(4.871015), np.float64(3.000003), np.float64(2.0), np.float64(78.436097), np.float64(69.624293), np.float64(40.000007), np.float64(0.3)]"
RS-EAO,2046,0.2819768118593465,0.0,15030,"[np.float64(4.870356), np.float64(3.0), np.float64(2.0), np.float64(78.511734), np.float64(69.577668), np.float64(40.000052), np.float64(0.3)]"
RS-EAO,2047,0.28197658720775465,0.0,15030,"[np.float64(4.870745), np.float64(3.000001), np.float64(2.0), np.float64(78.467242), np.float64(69.605043), np.float64(40.0), np.float64(0.3)]"
