function,dim,variant,seed,err,iters,c1_acc,c2_acc
F122022,10,paper2|orig,1019,166.4487189545025,249,31,1197
F122022,10,paper2|orig,1020,166.4000572578807,249,33,1038
F122022,10,paper2|orig,1021,166.7684303177548,250,55,1238
F122022,10,paper2|orig,1022,166.40900102463274,249,54,1421
F122022,10,paper2|orig,1023,163.76996835755654,249,35,1536
F122022,10,paper2|orig,1024,166.45875740822294,249,29,1123
F122022,10,paper2|orig,1025,166.4478672205023,249,27,1690
F122022,10,paper2|orig,1026,166.4046133685497,249,28,1426
F122022,10,paper2|orig,1027,166.76930362765097,249,35,1039
F122022,10,paper2|orig,1028,164.51515517398366,250,35,1050
F122022,10,paper2|orig,1029,164.47858410320714,249,32,1592
F122022,10,paper2|centroid,1000,169.58399561671013,250,1154,1146
F122022,10,paper2|centroid,1001,164.47476125811227,249,1254,1088
F122022,10,paper2|centroid,1002,164.72380926486903,249,1051,1466
F122022,10,paper2|centroid,1003,165.46998811817593,249,880,776
F122022,10,paper2|centroid,1004,166.37372034410737,249,1445,942
F122022,10,paper2|centroid,1005,164.898672344666,249,527,1126
F122022,10,paper2|centroid,1006,169.89135671490794,249,863,975
F122022,10,paper2|centroid,1007,166.71615816331814,249,826,1080
F122022,10,paper2|centroid,1008,166.4342463987432,249,635,941
F122022,10,paper2|centroid,1009,164.51649068874258,250,627,1454
F122022,10,paper2|centroid,1010,166.44879401734033,249,253,792
F122022,10,paper2|centroid,1011,186.43160984271435,250,262,2020
F122022,10,paper2|centroid,1012,173.10949790822633,249,2042,977
F122022,10,paper2|centroid,1013,167.44684199113635,250,212,1618
F122022,10,paper2|centroid,1014,165.95788625218665,250,914,1372
F122022,10,paper2|centroid,1015,171.6473761067441,249,1173,1857
F122022,10,paper2|centroid,1016,164.89791042557317,249,577,1102
F122022,10,paper2|centroid,1017,164.89760193801385,250,749,1275
F122022,10,paper2|centroid,1018,171.79381073339573,249,1419,1159
F122022,10,paper2|centroid,1019,167.44684193114654,249,1087,1779
F122022,10,paper2|centroid,1020,164.89819094081076,249,458,1238
F122022,10,paper2|centroid,1021,165.94424571837408,250,283,920
F122022,10,paper2|centroid,1022,166.76343472374083,250,1545,1356
F122022,10,paper2|centroid,1023,171.79429267426895,249,1363,1156
F122022,10,paper2|centroid,1024,164.65152123419375,249,1783,1057
F122022,10,paper2|centroid,1025,165.8427392048884,249,1162,803
F122022,10,paper2|centroid,1026,171.24604517880334,250,322,2721
F122022,10,paper2|centroid,1027,167.48002815442987,249,954,1338
F122022,10,paper2|centroid,1028,166.21490795826503,250,206,1790
F122022,10,paper2|centroid,1029,166.37396500124896,249,1116,1123
F122022,10,c2only|orig,1000,166.4072969396393,250,0,4457
F122022,10,c2only|orig,1001,164.89805896362031,250,0,3816
F122022,10,c2only|orig,1002,166.46035719042266,249,0,2845
F122022,10,c2only|orig,1003,164.47602861643145,250,0,3044
F122022,10,c2only|orig,1004,166.40757140098367,250,0,4268
F122022,10,c2only|orig,1005,166.39650851502802,250,0,3994
F122022,10,c2only|orig,1006,164.54047147216124,250,0,4277
F122022,10,c2only|orig,1007,164.89955577757883,250,0,4226
F122022,10,c2only|orig,1008,164.48371930215217,250,0,4289
F122022,10,c2only|orig,1009,164.51477811821542,250,0,4637
F122022,10,c2only|orig,1010,165.47441684713976,250,0,4153
F122022,10,c2only|orig,1011,166.46605812577673,250,0,3659
F122022,10,c2only|orig,1012,166.70783696229273,250,0,4332
F122022,10,c2only|orig,1013,165.4785505832915,250,0,3428
F122022,10,c2only|orig,1014,166.2205172761328,250,0,3790
F122022,10,c2only|orig,1015,170.37829685462066,250,0,4034
F122022,10,c2only|orig,1016,168.5705432679897,250,0,4480
F122022,10,c2only|orig,1017,166.51015852765113,250,0,3608
F122022,10,c2only|orig,1018,166.42290754154646,250,0,3390
F122022,10,c2only|orig,1019,166.53745280338126,250,0,3769
F122022,10,c2only|orig,1020,164.52858129948572,250,0,3372
F122022,10,c2only|orig,1021,166.44711538552883,250,0,3474
F122022,10,c2only|orig,1022,163.77107072666604,250,0,3074
F122022,10,c2only|orig,1023,169.5819835037205,250,0,4656
F122022,10,c2only|orig,1024,166.44557939243305,250,0,4066
F122022,10,c2only|orig,1025,166.40855863693332,250,0,3472
F122022,10,c2only|orig,1026,164.48670917857726,250,0,4343
F122022,10,c2only|orig,1027,172.67877833388502,250,0,4707
F122022,10,c2only|orig,1028,166.7095888499657,250,0,3097
F122022,10,c2only|orig,1029,166.39496685795666,250,0,4125
F12022,20,code3|orig,1000,69.70056804218655,166,18,3891
F12022,20,code3|orig,1001,18.347650152515826,166,20,3863
F12022,20,code3|orig,1002,1.7347113829983414,166,19,3837
F12022,20,code3|orig,1003,1.9306677678860638,166,15,3785
F12022,20,code3|orig,1004,14.475584910456575,166,15,3885
F12022,20,code3|orig,1005,27.520410419064774,166,19,3885
F12022,20,code3|orig,1006,50.022498363334705,166,21,3884
F12022,20,code3|orig,1007,11.931795740126176,166,22,3842
F12022,20,code3|orig,1008,1.0389264898748252,166,17,3828
F12022,20,code3|orig,1009,9.40896053533487,166,15,3844
F12022,20,code3|orig,1010,59.10127085351809,166,22,3859
F12022,20,code3|orig,1011,13.62594916795507,166,14,3823
F12022,20,code3|orig,1012,9.74290238979313,166,22,3790
F12022,20,code3|orig,1013,8.748101322087791,166,14,3830
F12022,20,code3|orig,1014,5.73826122925982,166,21,3868
F12022,20,code3|orig,1015,187.65357951193698,166,14,3847
F12022,20,code3|orig,1016,1.0509301797487751,166,15,3870
F12022,20,code3|orig,1017,8.270159580761401,166,21,3915
F12022,20,code3|orig,1018,15.813370025680399,166,14,3872
F12022,20,code3|orig,1019,39.256284315155085,166,15,3889
F12022,20,code3|orig,1020,123.8247125628111,166,15,3864
F12022,20,code3|orig,1021,39.15510569300926,166,15,3872
F12022,20,code3|orig,1022,3.899269443065293,166,17,3861
F12022,20,code3|orig,1023,1.459228276935164,166,21,3899
F12022,20,code3|orig,1024,23.666970181719876,166,15,3922
F12022,20,code3|orig,1025,4.056749093273311,166,22,3875
F12022,20,code3|orig,1026,20.048166970596412,166,21,3852
F12022,20,code3|orig,1027,60.77341695040485,166,25,3901
F12022,20,code3|orig,1028,63.00761763172028,166,12,3872
F12022,20,code3|orig,1029,0.2973454083229399,166,20,3864
F12022,20,code3|centroid,1000,8.458300726488233e-11,166,2838,1796
F12022,20,code3|centroid,1001,1.1641532182693481e-10,166,2766,1802
F12022,20,code3|centroid,1002,3.987565833085682e-10,166,2885,1765
F12022,20,code3|centroid,1003,4.255483645465574e-07,166,2803,1801
F12022,20,code3|centroid,1004,1.6257217794191092e-11,166,2792,1790
F12022,20,code3|centroid,1005,1.2072767958670738e-06,166,2837,1791
F12022,20,code3|centroid,1006,1.3642420526593924e-11,166,2675,1939
F12022,20,code3|centroid,1007,5.684341886080801e-13,166,2612,1895
F12022,20,code3|centroid,1008,2.4277824195451103e-09,166,2730,1841
F12022,20,code3|centroid,1009,5.479137143993285e-10,166,2717,1829
F12022,20,code3|centroid,1010,3.080744158978632e-05,166,2700,1889
F12022,20,code3|centroid,1011,1.7924776329891756e-08,166,2700,1851
F12022,20,code3|centroid,1012,5.229594535194337e-10,166,2758,1841
F12022,20,code3|centroid,1013,4.730907221528469e-09,166,2830,1821
F12022,20,code3|centroid,1014,4.423930022312561e-08,166,2759,1819
F12022,20,code3|centroid,1015,1.4779288903810084e-12,166,2804,1803
F12022,20,code3|centroid,1016,2.3874235921539366e-11,166,2799,1862
F12022,20,code3|centroid,1017,4.916955731459893e-11,166,2701,1877
F12022,20,code3|centroid,1018,3.042259777430445e-10,166,2853,1795
F12022,20,code3|centroid,1019,6.17429805060965e-08,166,2758,1839
F12022,20,code3|centroid,1020,1.141415850725025e-10,166,2786,1848
F12022,20,code3|centroid,1021,3.7215386328171007e-10,166,2837,1779
F12022,20,code3|centroid,1022,3.119504299320397e-08,166,2756,1815
F12022,20,code3|centroid,1023,1.7621459846850485e-12,166,2834,1786
F12022,20,code3|centroid,1024,2.4863311409717426e-10,166,2758,1814
F12022,20,code3|centroid,1025,8.041877208597725e-08,166,2761,1800
F12022,20,code3|centroid,1026,7.264588930411264e-11,166,2815,1820
F12022,20,code3|centroid,1027,6.821210263296962e-13,166,2811,1817
F12022,20,code3|centroid,1028,1.5916157281026244e-11,166,2764,1865
F12022,20,code3|centroid,1029,7.389644451905042e-13,166,2766,1824
F12022,20,paper2|orig,1000,0.000984389194400137,250,19,2606
F12022,20,paper2|orig,1001,0.03139835043748462,250,18,2692
F12022,20,paper2|orig,1002,0.01934551827582709,250,21,2664
F12022,20,paper2|orig,1003,5.40329028240194e-05,250,20,2745
F12022,20,paper2|orig,1004,0.001411994303055053,250,18,2586
F12022,20,paper2|orig,1005,0.005715326460745018,250,17,2521
F12022,20,paper2|orig,1006,0.0033471724241849188,250,15,2546
F12022,20,paper2|orig,1007,0.0069866264011579915,250,25,2474
F12022,20,paper2|orig,1008,0.0011085402800290467,250,17,2559
F12022,20,paper2|orig,1009,0.07538277073780364,250,15,2396
F12022,20,paper2|orig,1010,0.03248661429159938,250,18,2221
F12022,20,paper2|orig,1011,0.0017493935736752064,250,15,2566
F12022,20,paper2|orig,1012,0.003142129718526121,250,22,2793
F12022,20,paper2|orig,1013,0.014211388747526144,250,15,2261
F12022,20,paper2|orig,1014,0.02638716064655,250,19,2267
F12022,20,paper2|orig,1015,0.014548582430848,250,15,2452
F12022,20,paper2|orig,1016,0.0009417093062324966,250,16,2419
F12022,20,paper2|orig,1017,0.05864926740508736,250,22,2533
F12022,20,paper2|orig,1018,0.00042784282027241716,250,15,2788
F12022,20,paper2|orig,1019,0.0007039403764679264,250,19,2447
F12022,20,paper2|orig,1020,0.02381301128400537,250,17,2716
F12022,20,paper2|orig,1021,0.01739424424141589,250,16,2440
F12022,20,paper2|orig,1022,0.030944890638863853,250,18,2359
F12022,20,paper2|orig,1023,0.000605794769228396,250,19,2394
F12022,20,paper2|orig,1024,0.039028001388885514,250,18,2346
F12022,20,paper2|orig,1025,0.01845071315261748,250,22,2362
F12022,20,paper2|orig,1026,0.03542557519210732,250,24,2200
F12022,20,paper2|orig,1027,0.015355523660900872,250,23,2337
F12022,20,paper2|orig,1028,0.013131732381395977,250,14,2393
F12022,20,paper2|orig,1029,0.003323117767763506,250,19,2411
F12022,20,paper2|centroid,1000,5.115907697472721e-13,249,3897,1643
F12022,20,paper2|centroid,1001,5.115907697472721e-13,249,4021,1647
F12022,20,paper2|centroid,1002,5.684341886080801e-13,249,3915,1610
F12022,20,paper2|centroid,1003,7.332801033044234e-12,249,4165,1601
F12022,20,paper2|centroid,1004,1.7053025658242404e-13,249,4104,1626
F12022,20,paper2|centroid,1005,2.0463630789890885e-12,249,4208,1557
F12022,20,paper2|centroid,1006,9.094947017729282e-13,249,4136,1655
F12022,20,paper2|centroid,1007,2.7921487344428897e-10,250,4586,1801
F12022,20,paper2|centroid,1008,5.684341886080801e-13,250,4429,1770
F12022,20,paper2|centroid,1009,3.979039320256561e-13,249,3864,1675
F12022,20,paper2|centroid,1010,2.8990143619012088e-12,249,4077,1711
F12022,20,paper2|centroid,1011,5.115907697472721e-13,249,4251,1605
F12022,20,paper2|centroid,1012,2.8421709430404007e-13,249,4286,1646
F12022,20,paper2|centroid,1013,4.547473508864641e-13,249,4028,1587
F12022,20,paper2|centroid,1014,4.831690603168681e-12,250,4528,1739
F12022,20,paper2|centroid,1015,1.3642420526593924e-12,249,4369,1622
F12022,20,paper2|centroid,1016,3.410605131648481e-13,250,4391,1706
F12022,20,paper2|centroid,1017,1.0800249583553523e-12,250,4232,1775
F12022,20,paper2|centroid,1018,1.4210854715202004e-12,250,4587,1683
F12022,20,paper2|centroid,1019,3.410605131648481e-13,249,4022,1613
F12022,20,paper2|centroid,1020,6.058371582184918e-10,250,4634,1747
F12022,20,paper2|centroid,1021,4.206412995699793e-12,250,4654,1750
F12022,20,paper2|centroid,1022,6.252776074688882e-13,250,4153,1664
F12022,20,paper2|centroid,1023,3.410605131648481e-13,249,3875,1632
F12022,20,paper2|centroid,1024,6.821210263296962e-13,249,4318,1660
F12022,20,paper2|centroid,1025,6.252776074688882e-13,250,4264,1685
F12022,20,paper2|centroid,1026,1.1652900866465643e-11,250,4597,1821
F12022,20,paper2|centroid,1027,5.115907697472721e-13,249,4353,1693
F12022,20,paper2|centroid,1028,1.4210854715202004e-12,249,4170,1639
F12022,20,paper2|centroid,1029,5.115907697472721e-13,249,4090,1673
F12022,20,c2only|orig,1000,0.08408856688868127,250,0,5946
F12022,20,c2only|orig,1001,0.04504697189884155,250,0,5854
F12022,20,c2only|orig,1002,0.07876909448214064,250,0,5884
F12022,20,c2only|orig,1003,8.255984352674375,250,0,5889
F12022,20,c2only|orig,1004,8.21231716978832,250,0,5887
F12022,20,c2only|orig,1005,4.7586448842588425,250,0,5941
F12022,20,c2only|orig,1006,0.7444285755793771,250,0,5915
F12022,20,c2only|orig,1007,0.5604992878855342,250,0,5952
F12022,20,c2only|orig,1008,3.600552942738773,250,0,5992
F12022,20,c2only|orig,1009,0.12564882212501516,250,0,5886
F12022,20,c2only|orig,1010,5.623417216003531,250,0,5923
F12022,20,c2only|orig,1011,1.2002170246000219,250,0,5925
F12022,20,c2only|orig,1012,1.3664491817082762,250,0,5971
F12022,20,c2only|orig,1013,0.09881721767533236,250,0,5918
F12022,20,c2only|orig,1014,0.054395274981857256,250,0,5879
F12022,20,c2only|orig,1015,1.758644773290996,250,0,5904
F12022,20,c2only|orig,1016,2.4521278078873365,250,0,5951
F12022,20,c2only|orig,1017,7.2109393538724476,250,0,5880
F12022,20,c2only|orig,1018,0.8948954639619728,250,0,5866
F12022,20,c2only|orig,1019,0.06926670884593022,250,0,5907
F12022,20,c2only|orig,1020,0.4858738915819458,250,0,5849
F12022,20,c2only|orig,1021,0.06802401911954803,250,0,5924
F12022,20,c2only|orig,1022,13.300706039979389,250,0,5866
F12022,20,c2only|orig,1023,0.30055282498955194,250,0,5874
F12022,20,c2only|orig,1024,1.540682131617018,250,0,5956
F12022,20,c2only|orig,1025,1.8208099911068416,250,0,5941
F12022,20,c2only|orig,1026,0.11010021794527347,250,0,5935
F12022,20,c2only|orig,1027,0.2363350588573212,250,0,5873
F12022,20,c2only|orig,1028,0.09598240780974265,250,0,5903
F12022,20,c2only|orig,1029,0.1388317203647489,250,0,5795
F22022,20,code3|orig,1000,59.67217722785324,166,25,3875
F22022,20,code3|orig,1001,49.305995463001295,166,40,3893
F22022,20,code3|orig,1002,53.30192708699178,166,33,3853
F22022,20,code3|orig,1003,40.172265268775845,166,25,3821
F22022,20,code3|orig,1004,69.55039242185183,166,30,3926
F22022,20,code3|orig,1005,64.32990291603875,166,33,3907
F22022,20,code3|orig,1006,79.313277187751,166,25,3810
F22022,20,code3|orig,1007,68.7477818036557,166,29,3846
F22022,20,code3|orig,1008,73.83137746125794,166,40,3818
F22022,20,code3|orig,1009,68.67103255773634,166,26,3815
F22022,20,code3|orig,1010,45.195353036559595,166,41,3913
F22022,20,code3|orig,1011,74.41545803720851,166,38,3794
F22022,20,code3|orig,1012,55.379381377168386,166,35,3862
F22022,20,code3|orig,1013,74.9054327326802,166,35,3846
F22022,20,code3|orig,1014,142.64130807690822,166,40,3877
F22022,20,code3|orig,1015,101.0854674572625,166,16,3875
F22022,20,code3|orig,1016,142.43673613255885,166,29,3827
F22022,20,code3|orig,1017,51.15891021193244,166,32,3884
F22022,20,code3|orig,1018,57.20040622991644,166,36,3938
F22022,20,code3|orig,1019,147.00149423624316,166,35,3876
F22022,20,code3|orig,1020,78.33142464088712,166,28,3836
F22022,20,code3|orig,1021,73.41878274344606,166,30,3839
F22022,20,code3|orig,1022,71.30381547653104,166,20,3866
F22022,20,code3|orig,1023,65.0124303917022,166,28,3882
F22022,20,code3|orig,1024,59.35734718184011,166,34,3858
F22022,20,code3|orig,1025,125.7823772410892,166,28,3856
F22022,20,code3|orig,1026,50.717220435841455,166,40,3894
F22022,20,code3|orig,1027,49.55768170710786,166,52,3852
F22022,20,code3|orig,1028,70.99108294778785,166,38,3836
F22022,20,code3|orig,1029,80.04245295550481,166,32,3807
F22022,20,code3|centroid,1000,44.895777376711976,166,2584,1851
F22022,20,code3|centroid,1001,44.89547406671119,166,2656,1834
F22022,20,code3|centroid,1002,68.72578732582019,166,2646,1842
F22022,20,code3|centroid,1003,15.53116154767963,166,2635,1873
F22022,20,code3|centroid,1004,49.08468277331923,166,2886,1752
F22022,20,code3|centroid,1005,44.89547014853491,166,2742,1821
F22022,20,code3|centroid,1006,72.74472497863394,166,2708,1825
F22022,20,code3|centroid,1007,49.084493053095116,166,2682,1851
F22022,20,code3|centroid,1008,73.15642370122447,166,2631,1799
F22022,20,code3|centroid,1009,4.389418612604459,166,2589,1915
F22022,20,code3|centroid,1010,69.08189356998537,166,2478,1935
F22022,20,code3|centroid,1011,49.08457219460968,166,2702,1817
F22022,20,code3|centroid,1012,44.89572807018271,166,2766,1829
F22022,20,code3|centroid,1013,67.9408445768496,166,2830,1755
F22022,20,code3|centroid,1014,28.944309382896392,166,2656,1844
F22022,20,code3|centroid,1015,1.2314433625883794,166,2480,1885
F22022,20,code3|centroid,1016,49.08460672772321,166,2698,1836
F22022,20,code3|centroid,1017,6.520497631900184,166,2855,1780
F22022,20,code3|centroid,1018,44.89546947455432,166,2659,1872
F22022,20,code3|centroid,1019,44.89546931964662,166,2724,1791
F22022,20,code3|centroid,1020,49.08469214288948,166,2765,1787
F22022,20,code3|centroid,1021,44.8954698890098,166,2885,1719
F22022,20,code3|centroid,1022,49.084479948461535,166,2803,1786
F22022,20,code3|centroid,1023,49.084480457467464,166,2700,1807
F22022,20,code3|centroid,1024,71.41687072963833,166,2670,1799
F22022,20,code3|centroid,1025,3.072406300008879,166,2519,1805
F22022,20,code3|centroid,1026,3.0877005363489616,166,2789,1789
F22022,20,code3|centroid,1027,71.68728983153812,166,2670,1828
F22022,20,code3|centroid,1028,49.08533443151288,166,2665,1866
F22022,20,code3|centroid,1029,72.7191298496839,166,2656,1843
F22022,20,paper2|orig,1000,74.31668263326219,250,48,2826
F22022,20,paper2|orig,1001,49.10441518050669,250,35,3474
F22022,20,paper2|orig,1002,49.092451108456316,250,40,3515
F22022,20,paper2|orig,1003,49.09311539289149,250,36,3433
F22022,20,paper2|orig,1004,49.76304601551146,250,33,3686
F22022,20,paper2|orig,1005,49.08547343919065,250,46,3076
F22022,20,paper2|orig,1006,49.16919026277594,250,51,3766
F22022,20,paper2|orig,1007,73.3949027581101,250,34,2913
F22022,20,paper2|orig,1008,65.14429300915037,250,44,3583
F22022,20,paper2|orig,1009,49.093421048084,250,39,3475
F22022,20,paper2|orig,1010,49.11745531854524,250,39,3589
F22022,20,paper2|orig,1011,49.14551498411794,250,38,3687
F22022,20,paper2|orig,1012,49.087680633655054,250,52,3377
F22022,20,paper2|orig,1013,44.90224091586913,250,49,3586
F22022,20,paper2|orig,1014,65.89628493798142,250,51,3086
F22022,20,paper2|orig,1015,49.085011095065624,250,39,3294
F22022,20,paper2|orig,1016,49.21133943063427,250,38,3857
F22022,20,paper2|orig,1017,44.89566366348811,250,42,3432
F22022,20,paper2|orig,1018,9.533477481807893,250,49,3388
F22022,20,paper2|orig,1019,49.08450565754168,250,41,3336
F22022,20,paper2|orig,1020,49.10434124205676,250,47,3597
F22022,20,paper2|orig,1021,44.8975552202794,250,40,3608
F22022,20,paper2|orig,1022,49.09036326896381,250,38,3566
F22022,20,paper2|orig,1023,49.174715695008274,250,31,3517
F22022,20,paper2|orig,1024,49.135607509202885,250,39,3884
F22022,20,paper2|orig,1025,49.232659783261965,250,26,3648
F22022,20,paper2|orig,1026,49.14399125299025,250,36,3447
F22022,20,paper2|orig,1027,49.08878206595847,250,30,3546
F22022,20,paper2|orig,1028,44.89556815948549,250,39,3239
F22022,20,paper2|orig,1029,49.09408831424412,250,38,3630
F22022,20,paper2|centroid,1000,71.59067051433453,250,2588,2207
F22022,20,paper2|centroid,1001,49.08448666685365,250,4314,1835
F22022,20,paper2|centroid,1002,49.084488761834336,250,4321,1857
F22022,20,paper2|centroid,1003,22.395287687798714,250,432,2123
F22022,20,paper2|centroid,1004,49.084619309580546,250,4433,1850
F22022,20,paper2|centroid,1005,5.247711488972925,250,4333,1790
F22022,20,paper2|centroid,1006,44.89546931745218,250,3776,1756
F22022,20,paper2|centroid,1007,44.89546931745326,250,4060,1756
F22022,20,paper2|centroid,1008,49.0844790055836,250,4271,1917
F22022,20,paper2|centroid,1009,49.08447899248995,250,4489,1807
F22022,20,paper2|centroid,1010,44.895469317488164,250,4833,1849
F22022,20,paper2|centroid,1011,49.084483057759655,250,4361,1865
F22022,20,paper2|centroid,1012,49.08447918040417,250,4368,1866
F22022,20,paper2|centroid,1013,69.71542101426496,250,4161,1639
F22022,20,paper2|centroid,1014,74.24654027923953,250,3743,1582
F22022,20,paper2|centroid,1015,66.777746368039,250,4348,1637
F22022,20,paper2|centroid,1016,49.08447899268896,250,4404,1836
F22022,20,paper2|centroid,1017,44.89546932067179,250,4010,1876
F22022,20,paper2|centroid,1018,70.34709305459796,250,4014,1669
F22022,20,paper2|centroid,1019,49.08462232220006,250,4090,1850
F22022,20,paper2|centroid,1020,50.738982874389876,250,4280,1766
F22022,20,paper2|centroid,1021,49.08448234567243,250,4739,1853
F22022,20,paper2|centroid,1022,49.08447908072253,250,4349,1783
F22022,20,paper2|centroid,1023,49.08447899959998,250,4215,1887
F22022,20,paper2|centroid,1024,68.51582445037138,250,4170,1666
F22022,20,paper2|centroid,1025,10.119064090334064,250,1699,2673
F22022,20,paper2|centroid,1026,49.08448157193084,250,4457,1863
F22022,20,paper2|centroid,1027,69.43467267842459,250,4109,1629
F22022,20,paper2|centroid,1028,49.08449412383908,250,4532,1825
F22022,20,paper2|centroid,1029,44.895469317488164,250,4235,1824
F22022,20,c2only|orig,1000,67.589431928809,250,0,5813
F22022,20,c2only|orig,1001,58.67828268219472,250,0,5959
F22022,20,c2only|orig,1002,49.30706976814457,250,0,5980
F22022,20,c2only|orig,1003,73.79155551662296,250,0,5815
F22022,20,c2only|orig,1004,66.33724810685203,250,0,5837
F22022,20,c2only|orig,1005,49.407973849650034,250,0,5958
F22022,20,c2only|orig,1006,76.09776090214791,250,0,5913
F22022,20,c2only|orig,1007,66.10303399218765,250,0,5991
F22022,20,c2only|orig,1008,74.56240582965097,250,0,5848
F22022,20,c2only|orig,1009,72.48541649549946,250,0,6006
F22022,20,c2only|orig,1010,74.42031116246073,250,0,5931
F22022,20,c2only|orig,1011,70.68551759333263,250,0,5926
F22022,20,c2only|orig,1012,49.21333357749165,250,0,5927
F22022,20,c2only|orig,1013,71.76375016813154,250,0,5798
F22022,20,c2only|orig,1014,57.8496562236416,250,0,5823
F22022,20,c2only|orig,1015,69.77227764726649,250,0,5890
F22022,20,c2only|orig,1016,50.62114026538109,250,0,5975
F22022,20,c2only|orig,1017,47.404390032524645,250,0,5995
F22022,20,c2only|orig,1018,62.050780222294634,250,0,5880
F22022,20,c2only|orig,1019,62.90841655175922,250,0,5874
F22022,20,c2only|orig,1020,74.7165528708577,250,0,5868
F22022,20,c2only|orig,1021,49.49087123106159,250,0,5960
F22022,20,c2only|orig,1022,52.07422454411102,250,0,5910
F22022,20,c2only|orig,1023,37.03794772024355,250,0,5994
F22022,20,c2only|orig,1024,51.02619475203909,250,0,5929
F22022,20,c2only|orig,1025,49.18045975213022,250,0,5920
F22022,20,c2only|orig,1026,49.58695590623353,250,0,5935
F22022,20,c2only|orig,1027,66.09163777393223,250,0,5941
F22022,20,c2only|orig,1028,72.94947431169669,250,0,5921
F22022,20,c2only|orig,1029,52.67002912711422,250,0,5934
F32022,20,code3|orig,1000,0.00035914764555400325,166,34,4016
F32022,20,code3|orig,1001,0.0001712822485160359,166,31,3968
F32022,20,code3|orig,1002,7.201779112619988e-05,166,34,3926
F32022,20,code3|orig,1003,0.00019344131362686312,166,44,3947
F32022,20,code3|orig,1004,4.476548872389685e-05,166,37,3916
F32022,20,code3|orig,1005,4.3028546542700497e-05,166,26,4027
F32022,20,code3|orig,1006,0.00014261905573675904,166,35,4009
F32022,20,code3|orig,1007,3.492529629056662e-05,166,26,3925
F32022,20,code3|orig,1008,0.0008386742192669772,166,26,4014
F32022,20,code3|orig,1009,3.1605126196154743e-06,166,35,3963
F32022,20,code3|orig,1010,7.234166571379319e-05,166,35,3927
F32022,20,code3|orig,1011,8.730641286547325e-05,166,49,3890
F32022,20,code3|orig,1012,1.1109798151665018e-05,166,39,3879
F32022,20,code3|orig,1013,0.0006803237733947753,166,36,3991
F32022,20,code3|orig,1014,4.3263788825242955e-05,166,25,4001
F32022,20,code3|orig,1015,0.00013617640991014923,166,32,4030
F32022,20,code3|orig,1016,4.7043867311913345e-05,166,26,3937
F32022,20,code3|orig,1017,0.00010052305765384517,166,37,3981
F32022,20,code3|orig,1018,3.286358662535349e-05,166,33,3963
F32022,20,code3|orig,1019,0.0002435501472746182,166,42,3996
F32022,20,code3|orig,1020,0.000349875396295829,166,29,3951
F32022,20,code3|orig,1021,9.648676427786995e-05,166,36,3956
F32022,20,code3|orig,1022,0.00020212624292526016,166,27,3958
F32022,20,code3|orig,1023,5.313291342190496e-05,166,49,3946
F32022,20,code3|orig,1024,8.464119559903338e-06,166,30,3921
F32022,20,code3|orig,1025,6.199271922469052e-05,166,43,3963
F32022,20,code3|orig,1026,5.602746944077808e-05,166,31,3909
F32022,20,code3|orig,1027,1.5784689935571805e-05,166,37,3958
F32022,20,code3|orig,1028,1.2536320355138741e-06,166,39,3958
F32022,20,code3|orig,1029,2.333556528810732e-05,166,40,3929
F32022,20,code3|centroid,1000,2.3874235921539366e-12,166,2663,1591
F32022,20,code3|centroid,1001,4.774847184307873e-12,166,2421,1547
F32022,20,code3|centroid,1002,9.094947017729282e-13,166,2345,1534
F32022,20,code3|centroid,1003,1.0231815394945443e-12,166,2335,1486
F32022,20,code3|centroid,1004,7.958078640513122e-13,166,2251,1455
F32022,20,code3|centroid,1005,1.9326762412674725e-12,166,2574,1688
F32022,20,code3|centroid,1006,1.2505552149377763e-12,166,2277,1553
F32022,20,code3|centroid,1007,7.958078640513122e-13,166,2295,1457
F32022,20,code3|centroid,1008,2.8762769943568856e-11,166,2774,1760
F32022,20,code3|centroid,1009,7.958078640513122e-13,166,2224,1569
F32022,20,code3|centroid,1010,3.183231456205249e-12,166,2691,1711
F32022,20,code3|centroid,1011,9.549694368615746e-12,166,2280,1476
F32022,20,code3|centroid,1012,3.865352482534945e-12,166,2522,1654
F32022,20,code3|centroid,1013,2.1600499167107046e-12,166,2327,1605
F32022,20,code3|centroid,1014,1.3642420526593924e-12,166,2844,1813
F32022,20,code3|centroid,1015,1.1368683772161603e-12,166,2631,1572
F32022,20,code3|centroid,1016,1.3642420526593924e-12,166,2412,1510
F32022,20,code3|centroid,1017,1.4779288903810084e-12,166,2633,1810
F32022,20,code3|centroid,1018,3.410605131648481e-13,166,2579,1696
F32022,20,code3|centroid,1019,1.0231815394945443e-12,166,2542,1573
F32022,20,code3|centroid,1020,1.4779288903810084e-12,166,2446,1620
F32022,20,code3|centroid,1021,1.0231815394945443e-12,166,2470,1609
F32022,20,code3|centroid,1022,2.0463630789890885e-12,166,2526,1595
F32022,20,code3|centroid,1023,7.958078640513122e-13,166,2415,1573
F32022,20,code3|centroid,1024,2.1600499167107046e-12,166,2339,1567
F32022,20,code3|centroid,1025,1.0231815394945443e-12,166,2146,1482
F32022,20,code3|centroid,1026,9.094947017729282e-13,166,2318,1603
F32022,20,code3|centroid,1027,1.2505552149377763e-12,166,2225,1456
F32022,20,code3|centroid,1028,3.637978807091713e-12,166,2670,1635
F32022,20,code3|centroid,1029,4.547473508864641e-13,166,2416,1450
