function,dim,variant,seed,err,iters,c1_acc,c2_acc
F62022,10,c2only|orig,1014,270.6870018750333,250,0,3815
F62022,10,c2only|orig,1015,434.07203051248507,250,0,5057
F62022,10,c2only|orig,1016,3715.9270962276432,250,0,4100
F62022,10,c2only|orig,1017,3561.06176687847,250,0,5109
F62022,10,c2only|orig,1018,253.9761699741075,250,0,4344
F62022,10,c2only|orig,1019,714.2236824151523,250,0,5340
F62022,10,c2only|orig,1020,1599.2231455535466,250,0,4993
F62022,10,c2only|orig,1021,3384.1480825571125,250,0,4831
F62022,10,c2only|orig,1022,166.24518266689847,250,0,4309
F62022,10,c2only|orig,1023,6465.131770601329,250,0,5352
F62022,10,c2only|orig,1024,3299.5544066557504,250,0,5129
F62022,10,c2only|orig,1025,6795.112552885552,250,0,5195
F62022,10,c2only|orig,1026,232.11261656885063,250,0,5074
F62022,10,c2only|orig,1027,378.23884380856725,250,0,5127
F62022,10,c2only|orig,1028,129.65423303620605,249,0,4133
F62022,10,c2only|orig,1029,468.94930767420146,250,0,4452
F72022,10,code3|orig,1000,39.06706416583711,166,18,418
F72022,10,code3|orig,1001,37.60742222379781,166,28,385
F72022,10,code3|orig,1002,40.725278488782806,166,19,414
F72022,10,code3|orig,1003,36.67015982362955,166,21,395
F72022,10,code3|orig,1004,38.872417964614215,166,29,427
F72022,10,code3|orig,1005,35.04579457212617,166,23,444
F72022,10,code3|orig,1006,25.649005553906136,166,25,439
F72022,10,code3|orig,1007,31.159130348255303,166,25,408
F72022,10,code3|orig,1008,39.48497520586466,166,33,390
F72022,10,code3|orig,1009,30.0950219040094,166,22,439
F72022,10,code3|orig,1010,40.712601089823465,166,32,429
F72022,10,code3|orig,1011,27.791764485923295,166,23,440
F72022,10,code3|orig,1012,36.08996308395194,166,24,414
F72022,10,code3|orig,1013,30.02738589972091,166,28,385
F72022,10,code3|orig,1014,34.96829206673965,166,24,406
F72022,10,code3|orig,1015,42.83498296845846,166,28,387
F72022,10,code3|orig,1016,34.09743261225253,166,30,424
F72022,10,code3|orig,1017,18.81836584343364,166,37,458
F72022,10,code3|orig,1018,31.805905159935037,166,27,434
F72022,10,code3|orig,1019,37.98799692636612,166,32,376
F72022,10,code3|orig,1020,35.56777253134442,166,23,459
F72022,10,code3|orig,1021,40.374444159489485,166,25,456
F72022,10,code3|orig,1022,36.31980854454832,166,29,419
F72022,10,code3|orig,1023,34.67584641757685,166,25,414
F72022,10,code3|orig,1024,36.30123341690978,166,20,435
F72022,10,code3|orig,1025,32.10263063779371,166,29,400
F72022,10,code3|orig,1026,28.47951163711582,166,25,426
F72022,10,code3|orig,1027,42.764252285625616,166,25,428
F72022,10,code3|orig,1028,38.85507540392996,166,31,450
F72022,10,code3|orig,1029,33.224260567670626,166,28,391
F72022,10,code3|centroid,1000,35.39356610759023,166,147,336
F72022,10,code3|centroid,1001,25.27078945970993,166,121,341
F72022,10,code3|centroid,1002,34.43416994939207,166,166,311
F72022,10,code3|centroid,1003,33.10569180484231,166,163,344
F72022,10,code3|centroid,1004,36.231450902045935,166,172,345
F72022,10,code3|centroid,1005,39.53579419180437,166,126,343
F72022,10,code3|centroid,1006,20.510145520460583,166,134,375
F72022,10,code3|centroid,1007,39.46595133507276,166,144,332
F72022,10,code3|centroid,1008,36.31385424209816,166,122,334
F72022,10,code3|centroid,1009,34.92933120277735,166,161,336
F72022,10,code3|centroid,1010,32.875601973781386,166,137,378
F72022,10,code3|centroid,1011,31.811172333999366,166,170,369
F72022,10,code3|centroid,1012,32.183217501534955,166,173,318
F72022,10,code3|centroid,1013,136.14534324837996,166,158,338
F72022,10,code3|centroid,1014,36.44040021360274,166,175,305
F72022,10,code3|centroid,1015,33.162475173574876,166,146,343
F72022,10,code3|centroid,1016,33.27102243269337,166,153,375
F72022,10,code3|centroid,1017,33.294364511888716,166,114,317
F72022,10,code3|centroid,1018,33.52345106871303,166,177,322
F72022,10,code3|centroid,1019,28.022725042198317,166,133,361
F72022,10,code3|centroid,1020,27.20718419302898,166,173,361
F72022,10,code3|centroid,1021,34.71654215696071,166,196,285
F72022,10,code3|centroid,1022,32.482768362626985,166,180,335
F72022,10,code3|centroid,1023,32.84841770692674,166,169,328
F72022,10,code3|centroid,1024,30.415317703033224,166,160,319
F72022,10,code3|centroid,1025,36.60211734514951,166,128,339
F72022,10,code3|centroid,1026,41.52821813378819,166,149,297
F72022,10,code3|centroid,1027,35.46776382450207,166,190,339
F72022,10,code3|centroid,1028,42.742606221929464,166,148,323
F72022,10,code3|centroid,1029,36.47463022158672,166,118,332
F72022,10,paper2|orig,1000,37.40495823417655,250,30,400
F72022,10,paper2|orig,1001,40.14452489073983,250,24,413
F72022,10,paper2|orig,1002,40.1283046642136,250,35,389
F72022,10,paper2|orig,1003,47.44330357772378,250,22,367
F72022,10,paper2|orig,1004,33.5098024767733,250,35,437
F72022,10,paper2|orig,1005,42.03086145133102,250,44,362
F72022,10,paper2|orig,1006,41.478316564801844,250,36,379
F72022,10,paper2|orig,1007,40.4791414614308,250,32,404
F72022,10,paper2|orig,1008,43.12325454558936,250,37,393
F72022,10,paper2|orig,1009,33.023883137851044,250,32,367
F72022,10,paper2|orig,1010,38.782712386388994,250,35,407
F72022,10,paper2|orig,1011,56.887835857749906,250,31,344
F72022,10,paper2|orig,1012,49.78422469208135,250,45,374
F72022,10,paper2|orig,1013,39.42559546759412,250,26,375
F72022,10,paper2|orig,1014,36.20589894592217,250,39,409
F72022,10,paper2|orig,1015,44.583483961251886,250,30,386
F72022,10,paper2|orig,1016,38.70938174021444,250,39,374
F72022,10,paper2|orig,1017,47.918742291675926,250,36,406
F72022,10,paper2|orig,1018,43.82260348522459,250,35,378
F72022,10,paper2|orig,1019,49.0522158272629,250,40,387
F72022,10,paper2|orig,1020,42.837476124085924,250,30,407
F72022,10,paper2|orig,1021,45.3594267814849,250,36,354
F72022,10,paper2|orig,1022,35.94745816230875,250,31,372
F72022,10,paper2|orig,1023,36.82605893657751,250,28,385
F72022,10,paper2|orig,1024,34.46214385879193,250,30,397
F72022,10,paper2|orig,1025,46.23467456726917,250,31,398
F72022,10,paper2|orig,1026,37.707229064565354,250,32,395
F72022,10,paper2|orig,1027,35.13960314367068,250,45,431
F72022,10,paper2|orig,1028,56.926803675870815,250,36,380
F72022,10,paper2|orig,1029,48.17272819397749,250,30,364
F72022,10,paper2|centroid,1000,51.35542076479396,250,167,313
F72022,10,paper2|centroid,1001,35.30281980614609,250,304,264
F72022,10,paper2|centroid,1002,33.53497470695925,250,246,295
F72022,10,paper2|centroid,1003,27.358464664304165,250,284,248
F72022,10,paper2|centroid,1004,30.09327908132809,250,323,282
F72022,10,paper2|centroid,1005,135.8030146581723,250,312,215
F72022,10,paper2|centroid,1006,37.38675803909996,250,187,289
F72022,10,paper2|centroid,1007,149.48569529238603,250,248,257
F72022,10,paper2|centroid,1008,25.807757674472896,250,308,241
F72022,10,paper2|centroid,1009,32.62693691272034,250,303,305
F72022,10,paper2|centroid,1010,34.53355472633211,250,260,273
F72022,10,paper2|centroid,1011,31.168076247553017,250,256,278
F72022,10,paper2|centroid,1012,38.65837828986605,250,282,274
F72022,10,paper2|centroid,1013,46.35703189785863,250,197,245
F72022,10,paper2|centroid,1014,49.260472972631305,250,163,286
F72022,10,paper2|centroid,1015,37.92451201852714,250,346,279
F72022,10,paper2|centroid,1016,30.737574338183776,250,275,247
F72022,10,paper2|centroid,1017,37.44059207693772,250,242,224
F72022,10,paper2|centroid,1018,31.8769555985873,250,301,277
F72022,10,paper2|centroid,1019,43.93306497938988,250,287,252
F72022,10,paper2|centroid,1020,133.98779299530906,250,265,244
F72022,10,paper2|centroid,1021,46.12456295939637,250,180,271
F72022,10,paper2|centroid,1022,37.41886708914535,250,242,296
F72022,10,paper2|centroid,1023,41.95699461306026,250,264,282
F72022,10,paper2|centroid,1024,24.532253424401233,250,276,266
F72022,10,paper2|centroid,1025,31.671875645018872,250,262,287
F72022,10,paper2|centroid,1026,41.00785866363344,250,242,277
F72022,10,paper2|centroid,1027,35.60989150873661,250,244,281
F72022,10,paper2|centroid,1028,37.62163668747394,250,203,276
F72022,10,paper2|centroid,1029,54.401153684325436,250,116,265
F72022,10,c2only|orig,1000,30.41585439042001,250,0,529
F72022,10,c2only|orig,1001,31.21919163176085,250,0,496
F72022,10,c2only|orig,1002,30.5263299668743,250,0,481
F72022,10,c2only|orig,1003,33.75558256642262,250,0,500
F72022,10,c2only|orig,1004,32.985171807657025,250,0,503
F72022,10,c2only|orig,1005,36.43109285150308,250,0,509
F72022,10,c2only|orig,1006,28.14886295960764,250,0,514
F72022,10,c2only|orig,1007,28.116561785405793,250,0,535
F72022,10,c2only|orig,1008,27.735985857503238,250,0,526
F72022,10,c2only|orig,1009,36.76221368652227,250,0,514
F72022,10,c2only|orig,1010,42.89437078633728,250,0,504
F72022,10,c2only|orig,1011,31.982016165261484,250,0,473
F72022,10,c2only|orig,1012,35.74805401629419,250,0,486
F72022,10,c2only|orig,1013,33.136661130947914,250,0,508
F72022,10,c2only|orig,1014,34.32205843156089,250,0,495
F72022,10,c2only|orig,1015,29.986066545100584,250,0,525
F72022,10,c2only|orig,1016,41.677057961546325,250,0,474
F72022,10,c2only|orig,1017,37.65710261186268,250,0,491
F72022,10,c2only|orig,1018,28.537255645675486,250,0,531
F72022,10,c2only|orig,1019,39.27510876539645,250,0,460
F72022,10,c2only|orig,1020,35.30547618601099,250,0,512
F72022,10,c2only|orig,1021,36.43386519885371,250,0,489
F72022,10,c2only|orig,1022,33.03954806989964,250,0,471
F72022,10,c2only|orig,1023,30.208061091018862,250,0,520
F72022,10,c2only|orig,1024,29.544389312764224,250,0,476
F72022,10,c2only|orig,1025,43.04195890625647,250,0,472
F72022,10,c2only|orig,1026,33.363848047579495,250,0,498
F72022,10,c2only|orig,1027,30.448755298419655,250,0,504
F72022,10,c2only|orig,1028,31.976178882616523,250,0,506
F72022,10,c2only|orig,1029,35.719015586926844,250,0,485
F82022,10,code3|orig,1000,25.238620092682595,166,23,690
F82022,10,code3|orig,1001,5.9807695050121765,166,23,769
F82022,10,code3|orig,1002,26.587973716650595,166,26,668
F82022,10,code3|orig,1003,25.52934042643801,166,23,674
F82022,10,code3|orig,1004,25.554188315296415,166,20,641
F82022,10,code3|orig,1005,24.624182790211307,166,26,667
F82022,10,code3|orig,1006,8.880328361462489,166,24,747
F82022,10,code3|orig,1007,16.16984855758301,166,23,670
F82022,10,code3|orig,1008,25.09546554536837,166,25,617
F82022,10,code3|orig,1009,13.529013055542237,166,22,708
F82022,10,code3|orig,1010,25.096540695924432,166,23,673
F82022,10,code3|orig,1011,24.29295586409853,166,21,671
F82022,10,code3|orig,1012,24.31283229868359,166,21,673
F82022,10,code3|orig,1013,25.196937037140287,166,22,677
F82022,10,code3|orig,1014,24.49660641874698,166,21,693
F82022,10,code3|orig,1015,25.08858369845757,166,20,640
F82022,10,code3|orig,1016,12.672451328389798,166,21,710
F82022,10,code3|orig,1017,25.670180837287262,166,20,635
F82022,10,code3|orig,1018,25.822450752193618,166,21,682
F82022,10,code3|orig,1019,8.565017134200843,166,19,772
F82022,10,code3|orig,1020,13.54788472142991,166,22,660
F82022,10,code3|orig,1021,24.189901378113973,166,23,681
F82022,10,code3|orig,1022,26.018349441565988,166,17,643
F82022,10,code3|orig,1023,26.085475149143804,166,24,646
F82022,10,code3|orig,1024,23.605469007333795,166,22,673
F82022,10,code3|orig,1025,7.369336317586203,166,19,739
F82022,10,code3|orig,1026,25.61841875090977,166,25,615
F82022,10,code3|orig,1027,26.55111714033137,166,17,663
F82022,10,code3|orig,1028,24.208535833485712,166,23,696
F82022,10,code3|orig,1029,6.721263687589271,166,24,720
F82022,10,code3|centroid,1000,8.347161295393107,166,339,553
F82022,10,code3|centroid,1001,10.655054897875743,166,288,494
F82022,10,code3|centroid,1002,6.1919526564206535,166,377,500
F82022,10,code3|centroid,1003,24.319166580879937,166,338,450
F82022,10,code3|centroid,1004,12.179362732399568,166,254,546
F82022,10,code3|centroid,1005,15.043604676551695,166,310,506
F82022,10,code3|centroid,1006,5.672418879231827,166,279,515
F82022,10,code3|centroid,1007,23.93891820698127,166,319,440
F82022,10,code3|centroid,1008,25.506945885739697,166,330,455
F82022,10,code3|centroid,1009,25.8345509461451,166,314,442
F82022,10,code3|centroid,1010,25.89741541504054,166,284,461
F82022,10,code3|centroid,1011,12.932438456473392,166,352,514
F82022,10,code3|centroid,1012,11.085377887762206,166,252,502
F82022,10,code3|centroid,1013,24.787914791471394,166,312,506
F82022,10,code3|centroid,1014,25.241211951372406,166,290,457
F82022,10,code3|centroid,1015,26.822991754684608,166,353,443
F82022,10,code3|centroid,1016,25.421905240266824,166,322,449
F82022,10,code3|centroid,1017,22.44597328757027,166,294,466
F82022,10,code3|centroid,1018,6.463652113336593,166,325,504
F82022,10,code3|centroid,1019,16.136602847989252,166,268,454
F82022,10,code3|centroid,1020,7.3168366757518015,166,329,546
F82022,10,code3|centroid,1021,24.154105132134646,166,339,448
F82022,10,code3|centroid,1022,25.35529534010493,166,319,476
F82022,10,code3|centroid,1023,26.07761077628311,166,271,480
F82022,10,code3|centroid,1024,123.82649932165259,166,374,559
F82022,10,code3|centroid,1025,24.4464042774307,166,294,453
F82022,10,code3|centroid,1026,25.11512675101585,166,311,463
F82022,10,code3|centroid,1027,25.824067611543796,166,293,474
F82022,10,code3|centroid,1028,24.891439511317458,166,332,476
F82022,10,code3|centroid,1029,10.00806432780837,166,289,512
F82022,10,paper2|orig,1000,28.51009930978853,250,27,613
F82022,10,paper2|orig,1001,29.1285296963606,250,25,609
F82022,10,paper2|orig,1002,28.43386467304117,250,28,610
F82022,10,paper2|orig,1003,26.50321005305068,250,23,606
F82022,10,paper2|orig,1004,30.774721758625674,250,23,547
F82022,10,paper2|orig,1005,17.457061099273687,250,23,565
F82022,10,paper2|orig,1006,27.893717125301464,250,29,633
F82022,10,paper2|orig,1007,25.94279569871287,250,22,604
F82022,10,paper2|orig,1008,26.524953382595868,250,25,580
F82022,10,paper2|orig,1009,32.341045410742936,250,22,571
F82022,10,paper2|orig,1010,27.2952427893988,250,21,602
F82022,10,paper2|orig,1011,31.726590201846193,250,25,594
F82022,10,paper2|orig,1012,28.08291082652522,250,25,624
F82022,10,paper2|orig,1013,27.53488763406176,250,33,609
F82022,10,paper2|orig,1014,28.983094603391237,250,26,597
F82022,10,paper2|orig,1015,29.46849487866257,250,18,587
F82022,10,paper2|orig,1016,29.096306635470228,250,20,583
F82022,10,paper2|orig,1017,27.118604265559952,250,22,642
F82022,10,paper2|orig,1018,26.435587544031932,250,28,603
F82022,10,paper2|orig,1019,25.211909468333488,250,21,577
F82022,10,paper2|orig,1020,16.673679080644433,250,21,626
F82022,10,paper2|orig,1021,30.34113409113479,250,25,586
F82022,10,paper2|orig,1022,25.082607365119657,250,22,629
F82022,10,paper2|orig,1023,28.93009627807669,250,26,603
F82022,10,paper2|orig,1024,27.02702511724101,250,27,614
F82022,10,paper2|orig,1025,20.17697224550693,250,25,620
F82022,10,paper2|orig,1026,31.188859588373816,250,18,549
F82022,10,paper2|orig,1027,29.372014620367736,250,21,580
F82022,10,paper2|orig,1028,27.29800643932458,250,23,574
F82022,10,paper2|orig,1029,29.745166763792895,250,25,656
F82022,10,paper2|centroid,1000,21.545161052984895,250,593,356
F82022,10,paper2|centroid,1001,26.690057045129834,250,684,346
F82022,10,paper2|centroid,1002,13.068131203808662,250,595,371
F82022,10,paper2|centroid,1003,24.405603673242695,250,516,342
F82022,10,paper2|centroid,1004,23.195717724378483,250,562,376
F82022,10,paper2|centroid,1005,25.136109182996734,250,511,359
F82022,10,paper2|centroid,1006,24.10840852188585,250,584,328
F82022,10,paper2|centroid,1007,27.802096323982823,250,557,343
F82022,10,paper2|centroid,1008,24.516158405769602,250,594,353
F82022,10,paper2|centroid,1009,24.3727607452156,250,491,353
F82022,10,paper2|centroid,1010,24.589727658027186,250,527,370
F82022,10,paper2|centroid,1011,25.61115574894484,250,620,338
F82022,10,paper2|centroid,1012,24.838579357610342,250,521,360
F82022,10,paper2|centroid,1013,25.205314188536704,250,609,356
F82022,10,paper2|centroid,1014,26.366655167008958,250,559,350
F82022,10,paper2|centroid,1015,26.777786131351604,250,595,361
F82022,10,paper2|centroid,1016,23.755347669644834,250,634,322
F82022,10,paper2|centroid,1017,11.041751710296921,250,510,410
F82022,10,paper2|centroid,1018,25.722737247730947,250,552,314
F82022,10,paper2|centroid,1019,25.484695361973536,250,572,325
F82022,10,paper2|centroid,1020,25.253361350792147,250,678,335
F82022,10,paper2|centroid,1021,10.211486724648239,250,643,368
F82022,10,paper2|centroid,1022,26.077454949400362,250,571,388
F82022,10,paper2|centroid,1023,12.862931090644906,250,576,433
F82022,10,paper2|centroid,1024,25.3263450873319,250,582,356
F82022,10,paper2|centroid,1025,23.637213718798648,250,574,309
F82022,10,paper2|centroid,1026,25.757100604687366,250,580,378
F82022,10,paper2|centroid,1027,25.55626337240119,250,592,342
F82022,10,paper2|centroid,1028,14.888610697833883,250,563,359
F82022,10,paper2|centroid,1029,18.278973387024962,250,584,368
F82022,10,c2only|orig,1000,25.682765899570313,250,0,741
F82022,10,c2only|orig,1001,25.464785047467103,250,0,768
F82022,10,c2only|orig,1002,24.784796012465904,250,0,801
F82022,10,c2only|orig,1003,8.141305601626755,250,0,902
F82022,10,c2only|orig,1004,12.10744192683569,250,0,766
F82022,10,c2only|orig,1005,7.757923227902211,250,0,863
F82022,10,c2only|orig,1006,25.18947764713039,250,0,760
F82022,10,c2only|orig,1007,24.50372432020731,250,0,764
F82022,10,c2only|orig,1008,24.560436732545895,250,0,762
F82022,10,c2only|orig,1009,25.118414920631494,250,0,752
F82022,10,c2only|orig,1010,24.57112712818798,250,0,723
F82022,10,c2only|orig,1011,8.104324383246421,250,0,888
F82022,10,c2only|orig,1012,10.617737275613308,250,0,831
F82022,10,c2only|orig,1013,23.61530705780615,250,0,759
F82022,10,c2only|orig,1014,6.642117094611422,250,0,929
F82022,10,c2only|orig,1015,8.465831277037523,250,0,847
F82022,10,c2only|orig,1016,7.516631478081763,250,0,847
F82022,10,c2only|orig,1017,24.557088640508027,250,0,763
F82022,10,c2only|orig,1018,24.146018714766797,250,0,724
F82022,10,c2only|orig,1019,10.843851700331015,250,0,862
F82022,10,c2only|orig,1020,15.047573140142504,250,0,815
F82022,10,c2only|orig,1021,6.791856279530748,250,0,868
F82022,10,c2only|orig,1022,7.555787877972307,250,0,879
F82022,10,c2only|orig,1023,24.174454498860996,250,0,793
F82022,10,c2only|orig,1024,24.6776656421157,250,0,744
F82022,10,c2only|orig,1025,7.472550651583333,250,0,816
F82022,10,c2only|orig,1026,25.6367806774565,250,0,744
F82022,10,c2only|orig,1027,25.807891348210887,250,0,733
F82022,10,c2only|orig,1028,25.623848764433205,250,0,748
F82022,10,c2only|orig,1029,25.659530601472852,250,0,732
F92022,10,code3|orig,1000,0.00027077197592006996,166,27,3268
F92022,10,code3|orig,1001,0.0005454200872918591,166,24,3563
F92022,10,code3|orig,1002,359.09438713180316,166,26,3749
F92022,10,code3|orig,1003,2.433944746371708e-05,166,23,3410
F92022,10,code3|orig,1004,0.0001612871506040392,166,33,3344
F92022,10,code3|orig,1005,2.6504720153752714e-05,166,43,3548
F92022,10,code3|orig,1006,0.0002788525785035745,166,32,2912
F92022,10,code3|orig,1007,7.298404761968413e-05,166,27,3480
F92022,10,code3|orig,1008,6.103193936723983e-05,166,21,3345
F92022,10,code3|orig,1009,0.00025517641006445047,166,24,3315
F92022,10,code3|orig,1010,1.9682865058712196e-05,166,23,3351
F92022,10,code3|orig,1011,4.362596837381716e-05,166,28,3411
F92022,10,code3|orig,1012,1.2168480679974891e-05,166,33,3421
F92022,10,code3|orig,1013,2.0592119653883856e-05,166,24,3384
F92022,10,code3|orig,1014,1.767278672559769e-05,166,25,3443
F92022,10,code3|orig,1015,4.264405833964702e-05,166,28,3410
F92022,10,code3|orig,1016,7.304288374143653e-06,166,36,3719
F92022,10,code3|orig,1017,0.001031893265007966,166,24,3653
F92022,10,code3|orig,1018,3.06262300000526e-05,166,33,3586
F92022,10,code3|orig,1019,8.542601335648214e-06,166,24,3623
F92022,10,code3|orig,1020,366.11569080349045,166,25,3829
F92022,10,code3|orig,1021,359.09435608450167,166,40,3417
F92022,10,code3|orig,1022,359.0957561546238,166,27,3823
F92022,10,code3|orig,1023,4.4200769480085e-06,166,22,3309
F92022,10,code3|orig,1024,359.0943454716016,166,28,3753
F92022,10,code3|orig,1025,1.942745984706562e-05,166,27,3431
F92022,10,code3|orig,1026,1.3031362868787255e-06,166,31,3498
F92022,10,code3|orig,1027,5.7773228945734445e-05,166,25,3464
F92022,10,code3|orig,1028,0.0001729909472487634,166,32,3390
F92022,10,code3|orig,1029,0.001609071178791055,166,26,3352
F92022,10,code3|centroid,1000,359.0943447803602,166,1808,1352
F92022,10,code3|centroid,1001,359.0943447803679,166,2463,1746
F92022,10,code3|centroid,1002,359.0943447803629,166,2448,1806
F92022,10,code3|centroid,1003,359.09434478036064,166,2084,1531
F92022,10,code3|centroid,1004,359.0943447803602,166,1546,1387
F92022,10,code3|centroid,1005,4.547473508864641e-13,166,1456,1741
F92022,10,code3|centroid,1006,359.0943447803602,166,1541,1402
F92022,10,code3|centroid,1007,359.0943447803602,166,1660,1336
F92022,10,code3|centroid,1008,9.094947017729282e-13,166,1735,1464
F92022,10,code3|centroid,1009,359.094344780362,166,1974,1552
F92022,10,code3|centroid,1010,359.09434478035973,166,1849,1513
F92022,10,code3|centroid,1011,359.0943447803643,166,2256,1530
F92022,10,code3|centroid,1012,359.09434478036064,166,1399,1356
F92022,10,code3|centroid,1013,359.0943447803611,166,1693,1455
F92022,10,code3|centroid,1014,359.0943447803602,166,1505,1270
F92022,10,code3|centroid,1015,359.09434478036655,166,1966,1470
F92022,10,code3|centroid,1016,1.3642420526593924e-12,166,1498,1780
F92022,10,code3|centroid,1017,359.09434478057665,166,2653,1899
F92022,10,code3|centroid,1018,359.0943447803593,166,1560,1287
F92022,10,code3|centroid,1019,359.094344780362,166,1543,1369
F92022,10,code3|centroid,1020,359.0943447803611,166,1634,1485
F92022,10,code3|centroid,1021,359.09434478036565,166,2250,1543
F92022,10,code3|centroid,1022,359.094344780362,166,2551,1877
F92022,10,code3|centroid,1023,359.094347953534,166,2643,1893
F92022,10,code3|centroid,1024,359.0943447803602,166,1359,1297
F92022,10,code3|centroid,1025,359.094344780362,166,1746,1376
F92022,10,code3|centroid,1026,359.19280567948226,166,2556,2001
F92022,10,code3|centroid,1027,359.094344780362,166,1697,1384
F92022,10,code3|centroid,1028,359.09434478035973,166,1634,1364
F92022,10,code3|centroid,1029,359.0943447803652,166,1964,1444
F92022,10,paper2|orig,1000,359.094384774693,250,39,1989
F92022,10,paper2|orig,1001,2.3024904294288717e-07,250,30,2883
F92022,10,paper2|orig,1002,359.0943448111211,250,26,2476
F92022,10,paper2|orig,1003,6.101213330111932e-07,250,36,2808
F92022,10,paper2|orig,1004,359.09434547279534,250,28,2576
F92022,10,paper2|orig,1005,2.1687856133212335e-07,250,50,2925
F92022,10,paper2|orig,1006,3.493187250569463e-08,250,48,3033
F92022,10,paper2|orig,1007,1.0559915608610027e-07,250,26,2768
F92022,10,paper2|orig,1008,2.8800377549487166e-07,250,22,2904
F92022,10,paper2|orig,1009,1.310972493229201e-06,250,28,2522
F92022,10,paper2|orig,1010,7.690341590205207e-07,250,36,2573
F92022,10,paper2|orig,1011,8.330125638167374e-07,250,35,2868
F92022,10,paper2|orig,1012,7.871949492255226e-08,250,35,3008
F92022,10,paper2|orig,1013,2.850561031664256e-07,250,24,2829
F92022,10,paper2|orig,1014,2.1351524992496707e-07,250,36,3063
F92022,10,paper2|orig,1015,5.687661541742273e-07,250,41,3125
F92022,10,paper2|orig,1016,9.4958068075357e-08,250,39,3024
F92022,10,paper2|orig,1017,359.0943449179922,249,35,2227
F92022,10,paper2|orig,1018,1.269329459319124e-06,250,36,2729
F92022,10,paper2|orig,1019,1.9556136976461858e-07,250,24,2809
F92022,10,paper2|orig,1020,4.750972948386334e-08,250,31,3001
F92022,10,paper2|orig,1021,2.552660589572042e-07,250,42,2836
F92022,10,paper2|orig,1022,9.898485586745664e-08,250,33,2614
F92022,10,paper2|orig,1023,2.581832632131409e-07,250,25,2944
F92022,10,paper2|orig,1024,8.281845111923758e-07,250,46,2697
F92022,10,paper2|orig,1025,6.806685632909648e-07,250,30,2772
F92022,10,paper2|orig,1026,359.0943447894588,249,43,2334
F92022,10,paper2|orig,1027,3.1373883757623844e-07,250,31,2997
F92022,10,paper2|orig,1028,359.09456893989545,250,29,2112
F92022,10,paper2|orig,1029,9.383074939250946e-08,250,37,2877
F92022,10,paper2|centroid,1000,359.0943447803602,248,2203,1208
F92022,10,paper2|centroid,1001,359.0943447806144,250,4183,1409
F92022,10,paper2|centroid,1002,359.09434478046705,250,3807,1549
F92022,10,paper2|centroid,1003,359.0943447803629,249,3871,1319
F92022,10,paper2|centroid,1004,359.094344780362,249,2557,1193
F92022,10,paper2|centroid,1005,359.09434478036064,249,3904,1422
F92022,10,paper2|centroid,1006,359.09434478036064,249,2907,1235
F92022,10,paper2|centroid,1007,359.0943447803634,248,2239,1138
F92022,10,paper2|centroid,1008,359.09434478035973,249,2606,1213
F92022,10,paper2|centroid,1009,359.09434478035973,249,2467,1222
F92022,10,paper2|centroid,1010,359.0943447803638,250,4326,1423
F92022,10,paper2|centroid,1011,359.0943447803602,249,2909,1217
F92022,10,paper2|centroid,1012,359.0943447803611,248,2313,1118
F92022,10,paper2|centroid,1013,359.0943447803602,248,2170,1144
F92022,10,paper2|centroid,1014,359.0943447803602,249,2981,1204
F92022,10,paper2|centroid,1015,359.09434478035973,248,2259,1205
F92022,10,paper2|centroid,1016,1.3642420526593924e-12,249,1326,2152
F92022,10,paper2|centroid,1017,359.09434478036565,249,3638,1308
F92022,10,paper2|centroid,1018,359.09505345438583,249,4111,1357
F92022,10,paper2|centroid,1019,359.0943447803602,249,3154,1270
F92022,10,paper2|centroid,1020,359.0943447803902,250,4558,1401
F92022,10,paper2|centroid,1021,359.0943447803602,248,2341,1125
F92022,10,paper2|centroid,1022,359.0943447803602,248,2303,1195
F92022,10,paper2|centroid,1023,359.09434478036655,249,2793,1221
F92022,10,paper2|centroid,1024,359.0943447803611,249,2842,1237
F92022,10,paper2|centroid,1025,359.0943447803611,249,2879,1237
F92022,10,paper2|centroid,1026,359.09434478035973,249,2579,1230
F92022,10,paper2|centroid,1027,359.0943447803793,249,2438,1887
F92022,10,paper2|centroid,1028,359.09434478035973,249,2522,1363
F92022,10,paper2|centroid,1029,359.09434478036064,249,3427,1321
F92022,10,c2only|orig,1000,1.318767317570746e-10,250,0,4791
F92022,10,c2only|orig,1001,1.9274011719971895e-08,250,0,5341
F92022,10,c2only|orig,1002,8.234837878262624e-08,250,0,5842
F92022,10,c2only|orig,1003,6.0592856243602e-07,250,0,5198
F92022,10,c2only|orig,1004,2.952992872451432e-08,250,0,5409
F92022,10,c2only|orig,1005,3.124159775325097e-08,250,0,5354
F92022,10,c2only|orig,1006,4.552020982373506e-10,250,0,5223
F92022,10,c2only|orig,1007,2.3519532987847924e-09,250,0,5282
F92022,10,c2only|orig,1008,6.704431143589318e-08,250,0,5564
F92022,10,c2only|orig,1009,359.0943453585078,250,0,5676
F92022,10,c2only|orig,1010,2.1098003344377503e-08,250,0,5433
F92022,10,c2only|orig,1011,6.275513442233205e-11,250,0,5324
F92022,10,c2only|orig,1012,2.660272002685815e-10,250,0,5168
F92022,10,c2only|orig,1013,8.161805453710258e-09,250,0,5402
F92022,10,c2only|orig,1014,359.0983651755482,250,0,5711
