function,dim,variant,seed,err
F22022,10,RS-EAO(centroid),1024,4.11953437681575
F22022,10,RS-EAO(centroid),1025,4.104891064722608
F22022,10,RS-EAO(centroid),1026,3.986584869211299
F22022,10,RS-EAO(centroid),1027,3.9865791136905386
F22022,10,RS-EAO(centroid),1028,3.986597188871599
F22022,10,RS-EAO(centroid),1029,8.916101927781312
F22022,10,RS-EAO(sched),1000,3.249738256272394e-10
F22022,10,RS-EAO(sched),1001,8.916101927781426
F22022,10,RS-EAO(sched),1002,8.843699106364511e-10
F22022,10,RS-EAO(sched),1003,8.91610192778137
F22022,10,RS-EAO(sched),1004,3.9915637571738785
F22022,10,RS-EAO(sched),1005,8.916101927781483
F22022,10,RS-EAO(sched),1006,4.175896845259501
F22022,10,RS-EAO(sched),1007,1.5044431052047003e-06
F22022,10,RS-EAO(sched),1008,8.91610192778137
F22022,10,RS-EAO(sched),1009,3.9865876810263217
F22022,10,RS-EAO(sched),1010,6.759250936738681e-10
F22022,10,RS-EAO(sched),1011,8.91610192778137
F22022,10,RS-EAO(sched),1012,8.91610192778137
F22022,10,RS-EAO(sched),1013,8.91610192778137
F22022,10,RS-EAO(sched),1014,4.0585370318451055
F22022,10,RS-EAO(sched),1015,8.916101927781312
F22022,10,RS-EAO(sched),1016,8.91610192778137
F22022,10,RS-EAO(sched),1017,4.005478382273509
F22022,10,RS-EAO(sched),1018,8.916101927781426
F22022,10,RS-EAO(sched),1019,3.986579112697939
F22022,10,RS-EAO(sched),1020,8.916101927781312
F22022,10,RS-EAO(sched),1021,8.916101927781483
F22022,10,RS-EAO(sched),1022,8.916101927781312
F22022,10,RS-EAO(sched),1023,8.91610192778137
F22022,10,RS-EAO(sched),1024,3.9865859153655947
F22022,10,RS-EAO(sched),1025,3.9865922627348596
F22022,10,RS-EAO(sched),1026,3.98687184296773
F22022,10,RS-EAO(sched),1027,3.9872533597493316
F22022,10,RS-EAO(sched),1028,3.9865796501403565
F22022,10,RS-EAO(sched),1029,3.9906111831684257
F32022,10,EAO,1000,9.686118573881686e-11
F32022,10,EAO,1001,1.7053025658242404e-12
F32022,10,EAO,1002,3.410605131648481e-13
F32022,10,EAO,1003,2.2737367544323206e-13
F32022,10,EAO,1004,1.0231815394945443e-12
F32022,10,EAO,1005,4.013145371573046e-11
F32022,10,EAO,1006,1.1368683772161603e-13
F32022,10,EAO,1007,4.547473508864641e-13
F32022,10,EAO,1008,5.993570084683597e-10
F32022,10,EAO,1009,4.547473508864641e-13
