alg,problem,seed,f,viol,nfe,x
GWO,spring,2043,0.012728880471516829,0.0,15030,"[0.05023, 0.322432, 13.646965]"
GWO,spring,2044,0.012721524029051207,0.0,15030,"[0.05, 0.317404, 14.031941]"
GWO,spring,2045,0.01272620914549485,0.0,15030,"[0.05, 0.317345, 14.040855]"
GWO,spring,2046,0.012692461538568685,0.0,15030,"[0.050962, 0.339273, 12.404821]"
GWO,spring,2047,0.012844476967507568,0.0,15030,"[0.05471, 0.433556, 7.897846]"
GWO,spring,2048,0.01273704792893039,0.0,15030,"[0.05, 0.317308, 14.056388]"
GWO,spring,2049,0.012860061233654841,0.0,15030,"[0.054831, 0.436596, 7.797466]"
GWO,spring,2050,0.012855055050071819,0.0,15030,"[0.054903, 0.439065, 7.71285]"
GWO,spring,2051,0.012730363764953711,0.0,15030,"[0.05, 0.317282, 14.049272]"
GWO,spring,2052,0.012736455912550935,0.0,15030,"[0.05, 0.317241, 14.059039]"
GWO,spring,2053,0.01273430953785345,0.0,15030,"[0.05, 0.31738, 14.049308]"
GWO,spring,2054,0.012724092392284135,0.0,15030,"[0.05, 0.31741, 14.034882]"
GWO,spring,2055,0.01312175330949304,0.0,15030,"[0.056741, 0.49057, 6.308116]"
WOA,spring,2026,0.01277248194825665,0.0,15030,"[0.054144, 0.418702, 8.40565]"
WOA,spring,2027,0.013392163813844898,0.0,15030,"[0.058229, 0.535414, 5.377104]"
WOA,spring,2028,0.01302433073077001,0.0,15030,"[0.056257, 0.476887, 6.629593]"
WOA,spring,2029,0.013710723225419445,0.0,15030,"[0.059559, 0.577284, 4.695312]"
WOA,spring,2030,0.013472797663013701,0.0,15030,"[0.058509, 0.544082, 5.233407]"
WOA,spring,2031,0.014416721117798917,0.0,15030,"[0.061893, 0.655518, 3.741115]"
WOA,spring,2032,0.016452695773564393,0.0,15030,"[0.066635, 0.834203, 2.441783]"
WOA,spring,2033,0.014164416365633689,0.0,15030,"[0.061129, 0.629232, 4.024035]"
WOA,spring,2034,0.013185012726334397,0.0,15030,"[0.057203, 0.504465, 5.987402]"
WOA,spring,2035,0.014616844909607877,0.0,15030,"[0.062472, 0.67588, 3.541369]"
WOA,spring,2036,0.013317448507257391,0.0,15030,"[0.05788, 0.524772, 5.575072]"
WOA,spring,2037,0.013802855214534584,0.0,15030,"[0.059902, 0.588376, 4.537857]"
WOA,spring,2038,0.012667254157305295,0.0,15030,"[0.051413, 0.350122, 11.687073]"
WOA,spring,2039,0.013285248872113863,0.0,15030,"[0.057723, 0.519998, 5.667854]"
WOA,spring,2040,0.012680571114124057,0.0,15030,"[0.052602, 0.379075, 10.089616]"
WOA,spring,2041,0.012700911490238274,0.0,15030,"[0.053102, 0.391664, 9.500173]"
WOA,spring,2042,0.012712670236487665,0.0,15030,"[0.050103, 0.319735, 13.838966]"
WOA,spring,2043,0.013047392472853137,0.0,15030,"[0.056403, 0.48109, 6.524923]"
WOA,spring,2044,0.015525266800963916,0.0,15030,"[0.064732, 0.759216, 2.880202]"
WOA,spring,2045,0.013020011988303225,0.0,15030,"[0.056227, 0.476021, 6.651729]"
WOA,spring,2046,0.013929855209477333,0.0,15030,"[0.06035, 0.603106, 4.341536]"
WOA,spring,2047,0.015966800397303478,0.0,15030,"[0.065688, 0.796329, 2.646785]"
WOA,spring,2048,0.016015635737305307,0.0,15030,"[0.065788, 0.800271, 2.623954]"
WOA,spring,2049,0.014337764382597889,0.0,15030,"[0.061564, 0.644092, 3.873354]"
WOA,spring,2050,0.014134073202496053,0.0,15030,"[0.061034, 0.625976, 4.061393]"
WOA,spring,2051,0.013387520912320356,0.0,15030,"[0.058207, 0.534755, 5.389071]"
WOA,spring,2052,0.013070409496344915,0.0,15030,"[0.056542, 0.4851, 6.427788]"
WOA,spring,2053,0.014936318342833354,0.0,15030,"[0.06332, 0.706454, 3.273203]"
WOA,spring,2054,0.010625000000000002,0.22810820034357193,15030,"[0.05, 0.25, 15.0]"
WOA,spring,2055,0.01600522603778844,0.0,15030,"[0.065762, 0.799251, 2.630486]"
SCA,spring,2026,0.015049483743257923,0.0,15030,"[0.061914, 0.634227, 4.190206]"
SCA,spring,2027,0.012986534743413,0.0,15030,"[0.05, 0.314327, 14.526135]"
SCA,spring,2028,0.01315844983839068,0.0,15030,"[0.05, 0.313883, 14.768622]"
SCA,spring,2029,0.013161351146180174,0.0,15030,"[0.05, 0.311079, 14.92351]"
SCA,spring,2030,0.013219399054505133,0.0,15030,"[0.05, 0.311045, 15.0]"
SCA,spring,2031,0.012920941049733304,0.0,15030,"[0.051871, 0.360926, 11.305342]"
SCA,spring,2032,0.013322069646169752,0.0,15030,"[0.05, 0.31346, 15.0]"
SCA,spring,2033,0.012954328395912219,0.0,15030,"[0.05, 0.31711, 14.340471]"
SCA,spring,2034,0.013195165185950371,0.0,15030,"[0.05, 0.310474, 15.0]"
SCA,spring,2035,0.013180561446013182,0.0,15030,"[0.05, 0.312131, 14.89105]"
SCA,spring,2036,0.012771096205041903,0.0,15030,"[0.050802, 0.335105, 12.76692]"
SCA,spring,2037,0.013044063989762208,0.0,15030,"[0.05, 0.317109, 14.453736]"
SCA,spring,2038,0.01317778520767946,0.0,15030,"[0.05, 0.3154, 14.71249]"
SCA,spring,2039,0.013200126337592731,0.0,15030,"[0.05, 0.310591, 15.0]"
SCA,spring,2040,0.013538225450612066,0.0,15030,"[0.054945, 0.431672, 8.388397]"
SCA,spring,2041,0.012786621757956997,0.0,15030,"[0.05, 0.316891, 14.140087]"
SCA,spring,2042,0.013036506953071875,0.0,15030,"[0.05, 0.316638, 14.468664]"
SCA,spring,2043,0.013288160785010423,0.0,15030,"[0.050086, 0.31159, 15.0]"
SCA,spring,2044,0.013184929333803656,0.0,15030,"[0.05, 0.316815, 14.646864]"
SCA,spring,2045,0.012932344852722051,0.0,15030,"[0.05, 0.315321, 14.405323]"
SCA,spring,2046,0.013001967198543546,0.0,15030,"[0.05, 0.315149, 14.502604]"
SCA,spring,2047,0.013195263401601143,0.0,15030,"[0.05, 0.310477, 15.0]"
SCA,spring,2048,0.013232315095526675,0.0,15030,"[0.05, 0.311349, 15.0]"
SCA,spring,2049,0.013284393993578116,0.0,15030,"[0.05, 0.312574, 15.0]"
SCA,spring,2050,0.01282442724007562,0.0,15030,"[0.05, 0.317403, 14.161721]"
SCA,spring,2051,0.01311696884252704,0.0,15030,"[0.050404, 0.321829, 14.042868]"
SCA,spring,2052,0.013195083946639225,0.0,15030,"[0.05, 0.310473, 15.0]"
SCA,spring,2053,0.013005371423138233,0.0,15030,"[0.05, 0.315791, 14.473365]"
SCA,spring,2054,0.013129359049708635,0.0,15030,"[0.05, 0.315829, 14.628452]"
SCA,spring,2055,0.013151312480141453,0.0,15030,"[0.05, 0.313338, 14.788667]"
HHO,spring,2026,0.012894518057133979,0.0,15030,"[0.055323, 0.450618, 7.349293]"
HHO,spring,2027,0.013522767877039142,0.0,15029,"[0.058805, 0.553291, 5.067849]"
HHO,spring,2028,0.012873576527356339,0.0,15029,"[0.05515, 0.445843, 7.493418]"
HHO,spring,2029,0.013680973093507253,0.0,15029,"[0.059445, 0.573608, 4.749506]"
HHO,spring,2030,0.013375196487323642,0.0,15030,"[0.058154, 0.533117, 5.418549]"
HHO,spring,2031,0.013808898182183239,0.0,15029,"[0.059921, 0.588995, 4.529702]"
HHO,spring,2032,0.016962959093849667,0.0,15029,"[0.067611, 0.874383, 2.243929]"
HHO,spring,2033,0.013774844128117645,0.0,15030,"[0.0598, 0.585079, 4.583609]"
HHO,spring,2034,0.013237657828603108,0.0,15030,"[0.057482, 0.512774, 5.812952]"
HHO,spring,2035,0.01669271830618395,0.0,15029,"[0.067115, 0.853817, 2.340326]"
HHO,spring,2036,0.012863669777389761,0.0,15029,"[0.055034, 0.442665, 7.594483]"
HHO,spring,2037,0.014657669208373346,0.0,15029,"[0.062585, 0.679909, 3.503963]"
HHO,spring,2038,0.012684184175065574,0.0,15029,"[0.051102, 0.342769, 12.170225]"
HHO,spring,2039,0.013375449367132483,0.0,15029,"[0.058142, 0.53274, 5.427076]"
HHO,spring,2040,0.013717740437377937,0.0,15029,"[0.059586, 0.578149, 4.682707]"
HHO,spring,2041,0.01299477978674983,0.0,15029,"[0.056061, 0.4713, 6.773054]"
HHO,spring,2042,0.012759839491064686,0.0,15030,"[0.054006, 0.415072, 8.53977]"
HHO,spring,2043,0.01271830468134331,0.0,15029,"[0.053288, 0.39641, 9.298753]"
HHO,spring,2044,0.01475525870736731,0.0,15029,"[0.062839, 0.689004, 3.423362]"
HHO,spring,2045,0.012943139729795133,0.0,15030,"[0.055695, 0.460963, 7.051987]"
HHO,spring,2046,0.012952484863033317,0.0,15029,"[0.055765, 0.462927, 6.997487]"
HHO,spring,2047,0.014675033778094,0.0,15029,"[0.062373, 0.672372, 3.610209]"
HHO,spring,2048,0.013763868359401429,0.0,15030,"[0.059661, 0.580548, 4.660829]"
HHO,spring,2049,0.014126404048188526,0.0,15030,"[0.061007, 0.625078, 4.072065]"
HHO,spring,2050,0.01333516641124602,0.0,15029,"[0.057966, 0.527361, 5.525747]"
HHO,spring,2051,0.013087216491501661,0.0,15029,"[0.056646, 0.488104, 6.356035]"
HHO,spring,2052,0.013152385697430992,0.0,15030,"[0.057025, 0.4992, 6.102079]"
HHO,spring,2053,0.013611903006493035,0.0,15029,"[0.05917, 0.564826, 4.883394]"
HHO,spring,2054,0.013367215656701638,0.0,15029,"[0.057692, 0.519078, 5.737011]"
HHO,spring,2055,0.01590880946694369,0.0,15029,"[0.065557, 0.790817, 2.680872]"
EAO,vessel_discrete,2026,6059.7143350487895,0.0,15030,"[13.438597, 7.498395, 42.098446, 176.636596]"
EAO,vessel_discrete,2027,6059.714335048439,0.0,15030,"[13.287027, 7.411435, 42.098446, 176.636596]"
EAO,vessel_discrete,2028,6059.714335048461,0.0,15030,"[12.984823, 7.107734, 42.098446, 176.636596]"
EAO,vessel_discrete,2029,6059.714335049029,0.0,15030,"[12.915865, 6.84611, 42.098446, 176.636596]"
EAO,vessel_discrete,2030,6059.714335314427,0.0,15030,"[13.360246, 6.652116, 42.098446, 176.636596]"
EAO,vessel_discrete,2031,6059.714335048619,0.0,15030,"[13.328628, 6.788718, 42.098446, 176.636596]"
EAO,vessel_discrete,2032,6059.714335048581,0.0,15030,"[13.180743, 7.199389, 42.098446, 176.636596]"
EAO,vessel_discrete,2033,6059.714335051249,0.0,15030,"[12.948847, 6.975277, 42.098446, 176.636596]"
EAO,vessel_discrete,2034,6256.686245508442,0.0,15030,"[13.292425, 8.277289, 42.098332, 176.638153]"
EAO,vessel_discrete,2035,6059.714335048868,0.0,15030,"[13.065764, 7.487271, 42.098446, 176.636596]"
EAO,vessel_discrete,2036,6370.779719303705,0.0,15030,"[15.407834, 8.154719, 48.57513, 110.067684]"
EAO,vessel_discrete,2037,6062.209450150641,0.0,15030,"[13.231044, 7.087913, 42.090431, 176.800913]"
EAO,vessel_discrete,2038,6059.71433504855,0.0,15030,"[13.224092, 6.673168, 42.098446, 176.636596]"
EAO,vessel_discrete,2039,6059.714335050756,0.0,15030,"[12.739903, 7.274367, 42.098446, 176.636596]"
EAO,vessel_discrete,2040,6090.526201685867,0.0,15030,"[14.414471, 7.09335, 45.336788, 140.253847]"
EAO,vessel_discrete,2041,6059.714335198338,0.0,15030,"[12.611425, 7.478266, 42.098446, 176.636596]"
EAO,vessel_discrete,2042,6059.714335048437,0.0,15030,"[13.06038, 7.397361, 42.098446, 176.636596]"
EAO,vessel_discrete,2043,6059.714335048698,0.0,15030,"[13.345894, 7.151238, 42.098446, 176.636596]"
EAO,vessel_discrete,2044,6370.779712805381,0.0,15030,"[15.334577, 8.0056, 48.57513, 110.067684]"
EAO,vessel_discrete,2045,6059.714335054334,0.0,15030,"[13.429289, 7.235131, 42.098446, 176.636596]"
EAO,vessel_discrete,2046,6059.714335050013,0.0,15030,"[12.558892, 7.287581, 42.098446, 176.636596]"
EAO,vessel_discrete,2047,6090.52620168589,0.0,15030,"[14.228441, 6.664057, 45.336788, 140.253847]"
EAO,vessel_discrete,2048,6059.714335048436,0.0,15030,"[13.408087, 7.169149, 42.098446, 176.636596]"
EAO,vessel_discrete,2049,6059.7143353348665,0.0,15030,"[13.451061, 7.424867, 42.098446, 176.636596]"
EAO,vessel_discrete,2050,6059.714335060432,0.0,15030,"[13.314349, 7.439244, 42.098446, 176.636596]"
EAO,vessel_discrete,2051,6090.526201685901,0.0,15030,"[14.274761, 7.100338, 45.336788, 140.253847]"
EAO,vessel_discrete,2052,6090.526201685974,0.0,15030,"[14.392434, 6.748368, 45.336788, 140.253847]"
EAO,vessel_discrete,2053,6090.5262016858715,0.0,15030,"[13.944016, 6.963652, 45.336788, 140.253847]"
EAO,vessel_discrete,2054,6059.714335048677,0.0,15030,"[13.280042, 7.091088, 42.098446, 176.636596]"
EAO,vessel_discrete,2055,6059.71433504852,0.0,15030,"[12.529943, 6.917858, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2026,6059.714335048472,0.0,15030,"[13.456119, 6.655083, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2027,6059.714335048436,0.0,15030,"[12.56849, 7.186312, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2028,6059.714335048436,0.0,15030,"[13.218807, 7.133704, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2029,6771.596850735377,0.0,15030,"[17.364696, 9.283031, 55.051813, 62.714426]"
RS-EAO,vessel_discrete,2030,6059.714335048437,0.0,15030,"[13.028299, 7.424835, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2031,6059.714335048436,0.0,15030,"[12.857261, 7.172309, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2032,6059.714335048436,0.0,15030,"[13.273614, 6.622848, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2033,6090.526201685864,0.0,15030,"[14.209432, 7.274565, 45.336788, 140.253847]"
RS-EAO,vessel_discrete,2034,6059.714335048436,0.0,15030,"[13.345895, 6.786652, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2035,6059.714335048436,0.0,15030,"[13.21236, 6.697036, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2036,6059.714335048436,0.0,15030,"[13.116072, 7.373216, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2037,6090.526201685864,0.0,15030,"[13.790099, 6.709536, 45.336788, 140.253847]"
RS-EAO,vessel_discrete,2038,6059.714335048436,0.0,15030,"[13.011483, 7.377286, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2039,6090.526201690122,0.0,15030,"[14.225105, 6.831859, 45.336788, 140.253847]"
RS-EAO,vessel_discrete,2040,6059.714335048436,0.0,15030,"[13.248851, 7.269102, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2041,6059.714335048436,0.0,15030,"[13.308044, 7.281129, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2042,6059.71433515421,0.0,15030,"[13.173315, 7.312358, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2043,6370.780028391639,0.0,15030,"[15.496588, 7.810463, 48.575128, 110.067703]"
RS-EAO,vessel_discrete,2044,6059.714335048506,0.0,15030,"[12.823668, 7.304677, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2045,6059.714335048436,0.0,15030,"[12.627834, 6.944846, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2046,6059.714335048436,0.0,15030,"[13.304376, 6.623517, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2047,6059.714335048437,0.0,15030,"[13.409412, 7.295175, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2048,6059.714335048436,0.0,15030,"[13.078161, 7.470922, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2049,6059.714335048436,0.0,15030,"[12.915652, 6.834797, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2050,7273.511101523314,0.0,15030,"[18.740014, 9.858806, 61.528497, 26.93089]"
RS-EAO,vessel_discrete,2051,6059.714335048436,0.0,15030,"[13.319586, 7.142338, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2052,6059.714335048436,0.0,15030,"[12.937123, 7.379356, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2053,6059.7143350486,0.0,15030,"[13.271973, 7.110905, 42.098446, 176.636596]"
RS-EAO,vessel_discrete,2054,6090.526201685864,0.0,15030,"[13.889503, 6.988355, 45.336788, 140.253847]"
RS-EAO,vessel_discrete,2055,6059.714335048471,0.0,15030,"[13.221036, 6.859622, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2026,7544.49251792507,0.0,15030,"[21.0, 10.0, 65.225233, 10.0]"
AS-ABMO,vessel_discrete,2027,6059.714335048447,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2028,6410.086759869285,0.0,15030,"[16.0, 8.0, 51.813472, 84.578527]"
AS-ABMO,vessel_discrete,2029,6410.086759872827,0.0,15030,"[16.0, 8.0, 51.813472, 84.578527]"
AS-ABMO,vessel_discrete,2030,6090.526201685875,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2031,6410.086759879749,0.0,15030,"[16.0, 8.0, 51.813472, 84.578527]"
AS-ABMO,vessel_discrete,2032,6059.714335048914,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2033,6090.526201686103,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2034,6059.714335048787,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2035,6059.714335048483,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2036,6771.596850735983,0.0,15030,"[17.0, 9.0, 55.051813, 62.714426]"
AS-ABMO,vessel_discrete,2037,6090.526201685903,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2038,7332.84150834882,0.0,15030,"[20.0, 10.0, 64.766839, 11.988634]"
AS-ABMO,vessel_discrete,2039,6820.410080140466,0.0,15030,"[18.0, 9.0, 58.290155, 43.692656]"
AS-ABMO,vessel_discrete,2040,6090.526201685918,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2041,6090.526201685886,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2042,7544.49251792507,0.0,15030,"[21.0, 10.0, 65.225233, 10.0]"
AS-ABMO,vessel_discrete,2043,6059.7143350484375,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2044,7332.841508834145,0.0,15030,"[20.0, 10.0, 64.766839, 11.988634]"
AS-ABMO,vessel_discrete,2045,6370.779712731334,0.0,15030,"[15.0, 8.0, 48.57513, 110.067684]"
AS-ABMO,vessel_discrete,2046,7332.841507824554,0.0,15030,"[20.0, 10.0, 64.766839, 11.988634]"
AS-ABMO,vessel_discrete,2047,6410.0867598696,0.0,15030,"[16.0, 8.0, 51.813472, 84.578527]"
AS-ABMO,vessel_discrete,2048,6059.714335051572,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2049,6059.714335048535,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2050,6059.714335048748,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
AS-ABMO,vessel_discrete,2051,6370.779712730308,0.0,15030,"[15.0, 8.0, 48.57513, 110.067684]"
AS-ABMO,vessel_discrete,2052,6090.52620168851,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2053,6820.410080154717,0.0,15030,"[18.0, 9.0, 58.290155, 43.692656]"
AS-ABMO,vessel_discrete,2054,6090.52620168692,0.0,15030,"[14.0, 7.0, 45.336788, 140.253847]"
AS-ABMO,vessel_discrete,2055,6059.714335048712,0.0,15030,"[13.0, 7.0, 42.098446, 176.636596]"
GWO,vessel_discrete,2026,6063.756430500625,0.0,15030,"[12.805761, 6.680179, 42.075419, 176.975024]"
GWO,vessel_discrete,2027,6060.359502168175,0.0,15030,"[12.982754, 7.067466, 42.095815, 176.68309]"
GWO,vessel_discrete,2028,7404.755610828849,0.0,15030,"[20.275059, 9.866097, 63.560799, 17.366586]"
GWO,vessel_discrete,2029,6373.5877790278955,0.0,15030,"[14.753895, 7.869326, 48.570576, 110.182491]"
GWO,vessel_discrete,2030,7281.644647404328,0.0,15030,"[19.297502, 10.072362, 61.395747, 27.585444]"
GWO,vessel_discrete,2031,6060.420247957651,0.0,15030,"[13.076906, 7.093516, 42.093175, 176.704653]"
GWO,vessel_discrete,2032,6063.155128250797,0.0,15030,"[12.948743, 7.039672, 42.088379, 176.856117]"
GWO,vessel_discrete,2033,6061.126215609225,0.0,15030,"[13.032681, 6.880646, 42.088503, 176.768424]"
GWO,vessel_discrete,2034,6471.056966086692,0.0,15030,"[14.77885, 8.320784, 48.500949, 113.694654]"
GWO,vessel_discrete,2035,6062.5277375879605,0.0,15030,"[12.960022, 6.808867, 42.097227, 176.765692]"
GWO,vessel_discrete,2036,6093.677067263102,0.0,15030,"[14.291044, 7.432123, 45.317848, 140.483366]"
GWO,vessel_discrete,2037,6374.791739810428,0.0,15030,"[14.901968, 8.329271, 48.535146, 110.41264]"
GWO,vessel_discrete,2038,6062.193786537764,0.0,15030,"[13.089822, 6.720088, 42.095249, 176.765617]"
GWO,vessel_discrete,2039,6060.769145764734,0.0,15030,"[12.59912, 6.766578, 42.096651, 176.694602]"
GWO,vessel_discrete,2040,6373.359196867346,0.0,15030,"[15.074609, 8.10611, 48.56034, 110.230435]"
GWO,vessel_discrete,2041,6064.2887343055645,0.0,15030,"[13.233889, 7.195847, 42.079776, 176.966471]"
GWO,vessel_discrete,2042,6059.950464792603,0.0,15030,"[12.85043, 6.963175, 42.09726, 176.655211]"
GWO,vessel_discrete,2043,6091.970029207897,0.0,15030,"[13.512825, 6.834584, 45.328956, 140.35393]"
GWO,vessel_discrete,2044,7277.542263792147,0.0,15030,"[18.876286, 9.757351, 61.460839, 27.261981]"
GWO,vessel_discrete,2045,6060.487928938919,0.0,15030,"[12.954819, 6.724805, 42.098349, 176.670376]"
GWO,vessel_discrete,2046,6373.950676067896,0.0,15030,"[15.306751, 7.948988, 48.550256, 110.303927]"
GWO,vessel_discrete,2047,6064.607327266139,0.0,15030,"[13.105371, 6.697729, 42.078895, 176.98644]"
GWO,vessel_discrete,2048,6772.872942040606,0.0,15030,"[16.819236, 8.551912, 55.040259, 62.796641]"
GWO,vessel_discrete,2049,6060.51099240098,0.0,15030,"[12.537681, 7.302382, 42.093462, 176.706471]"
GWO,vessel_discrete,2050,6100.26319327187,0.0,15030,"[13.71976, 6.991099, 45.314683, 140.745312]"
GWO,vessel_discrete,2051,6062.966619979068,0.0,15030,"[13.072825, 6.753546, 42.072945, 176.959021]"
GWO,vessel_discrete,2052,6062.848240888148,0.0,15030,"[13.061271, 6.898856, 42.086517, 176.856374]"
GWO,vessel_discrete,2053,6061.862286967221,0.0,15030,"[13.158836, 7.217575, 42.082444, 176.843463]"
GWO,vessel_discrete,2054,6412.902613471968,0.0,15030,"[15.642025, 8.284781, 51.794754, 84.745084]"
GWO,vessel_discrete,2055,6060.532623291643,0.0,15030,"[13.101739, 6.963619, 42.094494, 176.699982]"
WOA,vessel_discrete,2026,8094.775802615778,0.0,15030,"[18.139398, 9.298202, 46.111246, 132.53609]"
WOA,vessel_discrete,2027,11887.83057251616,0.0,15030,"[20.309605, 20.268494, 63.479387, 17.734892]"
WOA,vessel_discrete,2028,14550.375163719254,0.0,15030,"[28.829858, 19.611858, 63.196449, 19.030856]"
WOA,vessel_discrete,2029,14628.56927939961,0.0,15030,"[19.204568, 32.444335, 51.915975, 83.835882]"
WOA,vessel_discrete,2030,9899.855430702433,0.0,15030,"[28.619412, 10.466232, 64.652939, 12.487376]"
WOA,vessel_discrete,2031,9724.415062504495,0.0,15030,"[16.529232, 17.794393, 49.9059, 99.09361]"
WOA,vessel_discrete,2032,7996.852854761565,0.0,15030,"[17.778667, 12.149058, 57.140879, 50.158103]"
WOA,vessel_discrete,2033,7362.677235904576,0.0,15030,"[16.251373, 11.253709, 50.866904, 91.61278]"
WOA,vessel_discrete,2034,7249.810096402865,0.0,15030,"[19.082304, 9.260568, 56.663124, 52.934666]"
WOA,vessel_discrete,2035,9924.284530238903,0.0,15030,"[14.603577, 21.54888, 45.655408, 137.037525]"
WOA,vessel_discrete,2036,10516.72940200329,0.0,15030,"[22.487712, 15.216454, 53.940215, 69.864849]"
WOA,vessel_discrete,2037,9870.227470686747,0.0,15030,"[26.710512, 10.322426, 60.083674, 34.161059]"
WOA,vessel_discrete,2038,13987.438167823428,0.0,15030,"[19.719159, 25.352288, 62.527909, 22.142833]"
WOA,vessel_discrete,2039,13859.16192115692,0.0,15030,"[19.68514, 24.711538, 61.612572, 26.521767]"
WOA,vessel_discrete,2040,6814.747874473907,0.0,15030,"[16.881478, 8.807017, 54.500461, 66.217585]"
WOA,vessel_discrete,2041,16024.198539686193,0.0,15030,"[17.999654, 37.384307, 53.04429, 75.889147]"
WOA,vessel_discrete,2042,20646.20834683158,0.0,15030,"[20.981604, 46.512052, 54.380845, 66.988779]"
WOA,vessel_discrete,2043,19242.39517994116,0.0,15030,"[17.984016, 41.594139, 58.180547, 44.296767]"
WOA,vessel_discrete,2044,14486.913913571241,0.0,15030,"[20.762647, 25.270781, 64.218981, 14.404356]"
WOA,vessel_discrete,2045,14272.972809229304,0.0,15030,"[14.096219, 43.348626, 45.17215, 141.939067]"
WOA,vessel_discrete,2046,7854.112271484694,0.0,15030,"[18.812619, 11.013991, 58.422111, 42.968929]"
WOA,vessel_discrete,2047,10104.902647238123,0.0,15030,"[19.500001, 16.413023, 63.254991, 19.00824]"
WOA,vessel_discrete,2048,7457.130966518907,0.0,15030,"[19.024239, 8.644877, 54.514861, 66.125012]"
WOA,vessel_discrete,2049,7292.884819013806,0.0,15030,"[15.591575, 9.447808, 45.871499, 134.889274]"
WOA,vessel_discrete,2050,7920.192564712643,0.0,15030,"[22.208797, 10.147079, 63.587122, 17.244707]"
WOA,vessel_discrete,2051,6840.133879915425,0.0,15030,"[18.367422, 9.474427, 58.026129, 45.152145]"
WOA,vessel_discrete,2052,14759.332857983412,0.0,15030,"[16.712619, 34.358707, 53.075614, 75.674356]"
WOA,vessel_discrete,2053,20919.72195427226,0.0,15030,"[35.42622, 28.134408, 48.445846, 111.174588]"
WOA,vessel_discrete,2054,7336.506657112705,0.0,15030,"[16.44607, 10.523244, 51.286972, 88.451682]"
WOA,vessel_discrete,2055,18153.361875693587,0.0,15030,"[20.19306, 34.06336, 63.46519, 17.799756]"
SCA,vessel_discrete,2026,8706.033304256365,0.0,15030,"[22.065483, 11.189165, 63.495783, 23.137147]"
SCA,vessel_discrete,2027,6521.109114064654,0.0,15030,"[12.986827, 8.660638, 42.018047, 180.170749]"
SCA,vessel_discrete,2028,7011.038459351916,0.0,15030,"[12.93476, 10.490635, 41.200209, 200.0]"
SCA,vessel_discrete,2029,6842.528516091936,0.0,15030,"[15.365294, 7.215278, 42.923046, 167.485239]"
SCA,vessel_discrete,2030,8179.928528207705,0.0,15030,"[18.363859, 10.598401, 55.32314, 71.337891]"
SCA,vessel_discrete,2031,7339.885953556756,0.0,15030,"[16.461885, 9.156329, 50.854741, 107.537614]"
SCA,vessel_discrete,2032,6828.223918557502,0.0,15030,"[14.13428, 7.10263, 43.399134, 180.504021]"
SCA,vessel_discrete,2033,7392.9041460789285,0.0,15030,"[14.360988, 7.639203, 42.638004, 200.0]"
