alg,fid,dim,seed,sec
AS-ABMO,11,10,2028,1.838433381053619
AS-ABMO,11,10,2029,2.041633566026576
AS-ABMO,11,10,2030,1.949918358004652
AS-ABMO,12,10,2026,1.9277438420103863
AS-ABMO,12,10,2027,2.1447810899699107
AS-ABMO,12,10,2028,2.040062356973067
AS-ABMO,12,10,2029,1.9397636289941147
AS-ABMO,12,10,2030,1.9010829550679773
RUN,1,10,2026,1.3517181070055813
RUN,1,10,2027,1.685259978985414
RUN,1,10,2028,1.6556922500021756
RUN,1,10,2029,1.1887608049437404
RUN,1,10,2030,1.2835208750329912
RUN,2,10,2026,1.3738118959590793
RUN,2,10,2027,1.2715902369236574
RUN,2,10,2028,1.4651148170232773
RUN,2,10,2029,1.4535602279938757
RUN,2,10,2030,1.324266392039135
RUN,3,10,2026,1.4417608969379216
RUN,3,10,2027,1.6079556649783626
RUN,3,10,2028,1.452091156039387
RUN,3,10,2029,1.5462117550196126
RUN,3,10,2030,1.5597125529311597
RUN,4,10,2026,1.7386100229341537
RUN,4,10,2027,1.8041019010124728
RUN,4,10,2028,1.8448249459033832
RUN,4,10,2029,1.6681211540708318
RUN,4,10,2030,1.6505877869203687
RUN,5,10,2026,1.4355403209337965
RUN,5,10,2027,1.4196988620096818
RUN,5,10,2028,1.4195537860505283
RUN,5,10,2029,1.4096673659514636
RUN,5,10,2030,1.4588419139618054
RUN,6,10,2026,1.5409700060263276
RUN,6,10,2027,1.447615563054569
RUN,6,10,2028,1.523432724061422
RUN,6,10,2029,1.410326737910509
RUN,6,10,2030,1.461577118956484
RUN,7,10,2026,3.9662752730073407
RUN,7,10,2027,4.1074852789752185
RUN,7,10,2028,4.074999858043157
RUN,7,10,2029,4.001203604973853
RUN,7,10,2030,3.9894409329863265
RUN,8,10,2026,5.438143814099021
RUN,8,10,2027,4.944763267994858
RUN,8,10,2028,5.0225307459477335
RUN,8,10,2029,5.074500754941255
RUN,8,10,2030,5.000046725966968
RUN,9,10,2026,2.0292760570300743
RUN,9,10,2027,2.060671834042296
RUN,9,10,2028,2.2327332000713795
RUN,9,10,2029,1.9732522510457784
RUN,9,10,2030,2.0886108019622043
RUN,10,10,2026,2.2921148820314556
RUN,10,10,2027,2.0643312089378014
RUN,10,10,2028,2.073366187978536
RUN,10,10,2029,2.0941156229237095
RUN,10,10,2030,2.0499242569785565
RUN,11,10,2026,2.6509535450022668
RUN,11,10,2027,2.8721388400299475
RUN,11,10,2028,2.6225306700216606
