alg,fid,dim,seed,sec
AS-ABMO,2,20,2029,0.5347913700388744
AS-ABMO,2,20,2030,0.5564330059569329
AS-ABMO,3,20,2026,0.7228574700420722
AS-ABMO,3,20,2027,0.7206493539270014
AS-ABMO,3,20,2028,0.7179314111126587
AS-ABMO,3,20,2029,0.6959538749651983
AS-ABMO,3,20,2030,0.7396160659845918
AS-ABMO,4,20,2026,0.8797393890563399
AS-ABMO,4,20,2027,1.0334953890414909
AS-ABMO,4,20,2028,1.0342946690507233
AS-ABMO,4,20,2029,1.0781047360505909
AS-ABMO,4,20,2030,0.898584199952893
AS-ABMO,5,20,2026,0.657004237989895
AS-ABMO,5,20,2027,0.6256116579752415
AS-ABMO,5,20,2028,0.5579087949590757
AS-ABMO,5,20,2029,0.5640628030523658
AS-ABMO,5,20,2030,0.685163352987729
AS-ABMO,6,20,2026,0.6126189950155094
AS-ABMO,6,20,2027,0.5991000270005316
AS-ABMO,6,20,2028,0.6560053080320358
AS-ABMO,6,20,2029,0.6912632089806721
AS-ABMO,6,20,2030,0.674996152985841
AS-ABMO,7,20,2026,5.02616336394567
AS-ABMO,7,20,2027,5.272120615001768
AS-ABMO,7,20,2028,4.8703153320821
AS-ABMO,7,20,2029,4.792860582005233
AS-ABMO,7,20,2030,5.473000330966897
AS-ABMO,8,20,2026,6.994364382931963
AS-ABMO,8,20,2027,6.9927357899723575
AS-ABMO,8,20,2028,7.225120900897309
AS-ABMO,8,20,2029,6.8005196689628065
AS-ABMO,8,20,2030,6.857442487962544
AS-ABMO,9,20,2026,1.3307653840165585
AS-ABMO,9,20,2027,1.1986313960514963
AS-ABMO,9,20,2028,1.173661850974895
AS-ABMO,9,20,2029,1.2303267309907824
AS-ABMO,9,20,2030,1.3404107670066878
AS-ABMO,10,20,2026,1.2484933799132705
AS-ABMO,10,20,2027,1.2902557520428672
AS-ABMO,10,20,2028,1.4228042919421569
AS-ABMO,10,20,2029,1.2089380930410698
AS-ABMO,10,20,2030,1.3772517319303006
AS-ABMO,11,20,2026,2.033554225927219
AS-ABMO,11,20,2027,1.7970376360462978
AS-ABMO,11,20,2028,1.9534550149692222
AS-ABMO,11,20,2029,1.8517878570128232
AS-ABMO,11,20,2030,1.965131140081212
AS-ABMO,12,20,2026,2.0704370950115845
AS-ABMO,12,20,2027,2.0864677510689944
AS-ABMO,12,20,2028,1.9535400900058448
AS-ABMO,12,20,2029,1.962864211993292
AS-ABMO,12,20,2030,1.8856691579567268
RUN,1,20,2026,1.4080813740147278
RUN,1,20,2027,1.1747067830292508
RUN,1,20,2028,1.24985696002841
RUN,1,20,2029,1.4127095619915053
RUN,1,20,2030,1.41140407405328
RUN,2,20,2026,1.3236033379798755
RUN,2,20,2027,1.2582549090730026
RUN,2,20,2028,1.361436367034912
RUN,2,20,2029,1.3035846119746566
RUN,2,20,2030,1.4922281550243497
RUN,3,20,2026,1.6137837609276175
RUN,3,20,2027,1.683662303024903
RUN,3,20,2028,1.4534342939732596
RUN,3,20,2029,1.6867947230348364
RUN,3,20,2030,1.5339497049571946
RUN,4,20,2026,1.6490433019353077
RUN,4,20,2027,1.7524526240304112
RUN,4,20,2028,1.8305161929456517
RUN,4,20,2029,1.757721076020971
RUN,4,20,2030,1.7702600540360436
RUN,5,20,2026,1.315636371029541
RUN,5,20,2027,1.5400656040292233
RUN,5,20,2028,1.425342175993137
RUN,5,20,2029,1.4960805739974603
RUN,5,20,2030,1.556454157922417
RUN,6,20,2026,1.3954375269822776
RUN,6,20,2027,1.5724641310516745
RUN,6,20,2028,1.5245513200061396
RUN,6,20,2029,1.4620818779803813
RUN,6,20,2030,1.3791245269821957
RUN,7,20,2026,6.474324957001954
RUN,7,20,2027,5.806015231995843
RUN,7,20,2028,6.153234597062692
RUN,7,20,2029,5.877541517955251
RUN,7,20,2030,6.324547821073793
RUN,8,20,2026,8.207620162051171
RUN,8,20,2027,7.819423199049197
RUN,8,20,2028,7.697180763003416
RUN,8,20,2029,7.7285274140303954
RUN,8,20,2030,7.771289382013492
RUN,9,20,2026,1.9556113979779184
RUN,9,20,2027,2.0862778780283406
RUN,9,20,2028,2.126632513012737
RUN,9,20,2029,1.9311812759842724
RUN,9,20,2030,2.0712778869783506
RUN,10,20,2026,2.1353790430584922
RUN,10,20,2027,2.2075414810096845
RUN,10,20,2028,2.120625737006776
RUN,10,20,2029,2.1538477030117065
RUN,10,20,2030,2.217752046068199
RUN,11,20,2026,2.7958476139465347
RUN,11,20,2027,2.7468519669491798
RUN,11,20,2028,2.977766121039167
RUN,11,20,2029,2.858677373966202
RUN,11,20,2030,2.929170267074369
RUN,12,20,2026,2.9942767730681226
RUN,12,20,2027,2.886183214955963
RUN,12,20,2028,2.9915234789950773
RUN,12,20,2029,2.857703935005702
RUN,12,20,2030,2.7980876080691814
GWO,1,20,2026,0.6386143519775942
GWO,1,20,2027,0.6205110469600186
GWO,1,20,2028,0.5658898499095812
GWO,1,20,2029,0.60487755399663
GWO,1,20,2030,0.6917463920544833
GWO,2,20,2026,0.6609850580571219
GWO,2,20,2027,0.6146315060323104
GWO,2,20,2028,0.667827300960198
GWO,2,20,2029,0.7262597610242665
GWO,2,20,2030,0.6550802660640329
GWO,3,20,2026,1.033919208100997
GWO,3,20,2027,0.9110296359285712
GWO,3,20,2028,0.8616794699337333
GWO,3,20,2029,0.8661230629077181
GWO,3,20,2030,0.8302897410467267
GWO,4,20,2026,1.1130827540764585
GWO,4,20,2027,1.1014488559449092
GWO,4,20,2028,1.105219316901639
GWO,4,20,2029,1.0997259099967778
GWO,4,20,2030,1.0680098220473155
GWO,5,20,2026,0.7511121850693598
GWO,5,20,2027,0.7687505449866876
GWO,5,20,2028,0.7444169030059129
GWO,5,20,2029,0.8110865799244493
GWO,5,20,2030,0.8950663190335035
GWO,6,20,2026,0.9665979130659252
GWO,6,20,2027,0.7585233490681276
GWO,6,20,2028,0.9592735629994422
GWO,6,20,2029,0.7737688409397379
GWO,6,20,2030,0.8864597990177572
GWO,7,20,2026,5.166161441011354
GWO,7,20,2027,5.219535685959272
GWO,7,20,2028,5.217128410004079
GWO,7,20,2029,5.394826969015412
GWO,7,20,2030,5.397398047964089
GWO,8,20,2026,7.376093634986319
GWO,8,20,2027,7.438599511049688
GWO,8,20,2028,7.0836652459111065
GWO,8,20,2029,7.205328091047704
GWO,8,20,2030,6.949198123067617
GWO,9,20,2026,1.5321129290387034
GWO,9,20,2027,1.3516177629353479
GWO,9,20,2028,1.3244462539441884
GWO,9,20,2029,1.3533360559958965
GWO,9,20,2030,1.3218129239976406
GWO,10,20,2026,1.6129573960788548
GWO,10,20,2027,1.4288952649803832
GWO,10,20,2028,1.6167027821065858
GWO,10,20,2029,1.7676513160113245
GWO,10,20,2030,1.454903609934263
GWO,11,20,2026,2.069168242975138
GWO,11,20,2027,2.23542704700958
GWO,11,20,2028,2.1067643410060555
GWO,11,20,2029,2.083520593936555
GWO,11,20,2030,2.1199231380596757
GWO,12,20,2026,2.236803942010738
GWO,12,20,2027,2.1825977170374244
GWO,12,20,2028,2.1609079890185967
GWO,12,20,2029,2.161984010017477
GWO,12,20,2030,2.297076525981538
WOA,1,20,2026,0.44593980605714023
WOA,1,20,2027,0.5981635949574411
WOA,1,20,2028,0.535794127965346
WOA,1,20,2029,0.4382089680293575
WOA,1,20,2030,0.5161092400085181
WOA,2,20,2026,0.609330365085043
WOA,2,20,2027,0.5341189709724858
WOA,2,20,2028,0.5055109940003604
WOA,2,20,2029,0.5954594690119848
WOA,2,20,2030,0.5645137559622526
WOA,3,20,2026,0.6871339660137892
WOA,3,20,2027,0.7558030359214172
WOA,3,20,2028,0.748263270012103
WOA,3,20,2029,0.7701782550429925
WOA,3,20,2030,0.7379865830298513
WOA,4,20,2026,0.9365284939995036
WOA,4,20,2027,0.8904839640017599
WOA,4,20,2028,0.9106699329568073
WOA,4,20,2029,1.0187727599404752
WOA,4,20,2030,0.9308276610681787
WOA,5,20,2026,0.7213416460435838
WOA,5,20,2027,0.6297484550159425
WOA,5,20,2028,0.6449811180355027
WOA,5,20,2029,0.6073153999168426
WOA,5,20,2030,0.6504398779943585
WOA,6,20,2026,0.7006368400761858
WOA,6,20,2027,0.6938709219684824
WOA,6,20,2028,0.6584494040580466
WOA,6,20,2029,0.6571539350552484
WOA,6,20,2030,0.6470219539478421
WOA,7,20,2026,5.127517797984183
WOA,7,20,2027,4.917073878925294
WOA,7,20,2028,5.24326761404518
WOA,7,20,2029,5.234060022979975
WOA,7,20,2030,5.196184191969223
WOA,8,20,2026,7.074293524958193
WOA,8,20,2027,7.0327816740609705
WOA,8,20,2028,7.0728929250035435
WOA,8,20,2029,6.860839067958295
WOA,8,20,2030,7.1364252109779045
WOA,9,20,2026,1.170723190996796
WOA,9,20,2027,1.2870284069795161
WOA,9,20,2028,1.254766455036588
WOA,9,20,2029,1.239761281060055
WOA,9,20,2030,1.293972444953397
WOA,10,20,2026,1.3670603689970449
WOA,10,20,2027,1.3109401459805667
WOA,10,20,2028,1.3650802149204537
WOA,10,20,2029,1.3550139379221946
WOA,10,20,2030,1.334392741904594
WOA,11,20,2026,1.9060266580199823
WOA,11,20,2027,2.069165153079666
WOA,11,20,2028,1.991358743980527
WOA,11,20,2029,1.9641276060137898
WOA,11,20,2030,2.040818786015734
WOA,12,20,2026,2.1179247949039564
WOA,12,20,2027,2.100894605042413
WOA,12,20,2028,1.9913715849397704
WOA,12,20,2029,2.0720621700165793
WOA,12,20,2030,2.3900429609930143
HHO,1,20,2026,0.40392522898036987
HHO,1,20,2027,0.3895148759474978
HHO,1,20,2028,0.4196524419821799
HHO,1,20,2029,0.37425000104121864
HHO,1,20,2030,0.4667723550228402
HHO,2,20,2026,0.437691867002286
HHO,2,20,2027,0.4532612629700452
HHO,2,20,2028,0.49271652998868376
HHO,2,20,2029,0.5217300410149619
HHO,2,20,2030,0.41740114195272326
HHO,3,20,2026,0.5939773638965562
HHO,3,20,2027,0.6096090150531381
HHO,3,20,2028,0.6254178839735687
HHO,3,20,2029,0.5714135450543836
HHO,3,20,2030,0.5665010280208662
HHO,4,20,2026,0.7920789049239829
HHO,4,20,2027,0.9475439459783956
HHO,4,20,2028,0.8213915340602398
HHO,4,20,2029,0.8154055390041322
HHO,4,20,2030,0.7323907190002501
HHO,5,20,2026,0.5759535060497001
HHO,5,20,2027,0.6000064820982516
HHO,5,20,2028,0.5195520829875022
HHO,5,20,2029,0.5578600330045447
HHO,5,20,2030,0.5423235750058666
HHO,6,20,2026,0.556052002008073
HHO,6,20,2027,0.6756513330619782
HHO,6,20,2028,0.5920962829841301
HHO,6,20,2029,0.5557865060400218
HHO,6,20,2030,0.5135643089888617
HHO,7,20,2026,5.044554381980561
HHO,7,20,2027,4.94677561102435
HHO,7,20,2028,5.210117956972681
HHO,7,20,2029,4.9195154760964215
HHO,7,20,2030,4.93324050900992
HHO,8,20,2026,7.131257451954298
HHO,8,20,2027,6.95088478398975
HHO,8,20,2028,6.68847402499523
HHO,8,20,2029,6.8044188140193
HHO,8,20,2030,6.672106085927226
HHO,9,20,2026,1.1823247009888291
HHO,9,20,2027,1.1506775039015338
HHO,9,20,2028,1.091670755064115
HHO,9,20,2029,1.2232725890353322
HHO,9,20,2030,1.1406513409456238
HHO,10,20,2026,1.2840038189897314
HHO,10,20,2027,1.2549640560755506
HHO,10,20,2028,1.1028090890031308
HHO,10,20,2029,1.1979235470062122
HHO,10,20,2030,1.0938447350636125
HHO,11,20,2026,1.9062071070075035
HHO,11,20,2027,1.7827172830002382
HHO,11,20,2028,1.7123158640461043
HHO,11,20,2029,1.8383703589206561
HHO,11,20,2030,2.079272622941062
HHO,12,20,2026,1.8632303680060431
HHO,12,20,2027,1.8097941300366074
HHO,12,20,2028,1.962259423919022
HHO,12,20,2029,2.075826233951375
HHO,12,20,2030,1.8333251430885866
SCA,1,20,2026,1.8175331900129095
SCA,1,20,2027,1.6294464649399742
SCA,1,20,2028,1.5661627559456974
SCA,1,20,2029,1.7492081118980423
SCA,1,20,2030,1.8173791490262374
SCA,2,20,2026,1.7437208039918914
SCA,2,20,2027,1.7803877900587395
SCA,2,20,2028,1.753328746999614
SCA,2,20,2029,1.7443071980960667
SCA,2,20,2030,1.814468818018213
SCA,3,20,2026,2.1045030620880425
SCA,3,20,2027,1.9016076739644632
SCA,3,20,2028,2.0153367849998176
SCA,3,20,2029,1.9024730789242312
SCA,3,20,2030,2.030853230971843
SCA,4,20,2026,2.1274957060813904
SCA,4,20,2027,2.094819671008736
SCA,4,20,2028,2.3825375359738246
SCA,4,20,2029,2.183972525061108
SCA,4,20,2030,2.2067536080721766
SCA,5,20,2026,1.9804351279744878
SCA,5,20,2027,1.813292422099039
SCA,5,20,2028,1.838122615008615
SCA,5,20,2029,1.839219092973508
SCA,5,20,2030,1.840915121953003
SCA,6,20,2026,1.8977089470718056
SCA,6,20,2027,1.8184922098880634
SCA,6,20,2028,1.8444136489415541
SCA,6,20,2029,1.8521371559472755
SCA,6,20,2030,1.9133092520060018
SCA,7,20,2026,6.918447409989312
SCA,7,20,2027,6.132041417993605
SCA,7,20,2028,6.539925060002133
SCA,7,20,2029,6.261100283009
SCA,7,20,2030,6.430762720061466
SCA,8,20,2026,7.855667888070457
SCA,8,20,2027,8.39003369398415
SCA,8,20,2028,8.73203579802066
SCA,8,20,2029,7.856000778032467
SCA,8,20,2030,8.304359717993066
SCA,9,20,2026,2.5825941070215777
SCA,9,20,2027,2.5419024939183146
SCA,9,20,2028,2.6953178719850257
SCA,9,20,2029,2.316490950062871
SCA,9,20,2030,2.3723395499400795
SCA,10,20,2026,2.5700767040252686
SCA,10,20,2027,2.424925666069612
SCA,10,20,2028,2.6311051649972796
SCA,10,20,2029,2.614695522002876
SCA,10,20,2030,2.649361032061279
SCA,11,20,2026,3.3404519610339776
SCA,11,20,2027,3.0567511960398406
SCA,11,20,2028,3.356659320066683
SCA,11,20,2029,3.4736114979023114
SCA,11,20,2030,3.212535166996531
SCA,12,20,2026,3.434363765991293
SCA,12,20,2027,3.220010348013602
SCA,12,20,2028,3.4297237690771
SCA,12,20,2029,3.3748809759272262
SCA,12,20,2030,3.395838630036451
LSHADE,1,20,2026,1.3474044649628922
LSHADE,1,20,2027,1.448035606998019
LSHADE,1,20,2028,1.3500931169837713
LSHADE,1,20,2029,1.3401830720249563
LSHADE,1,20,2030,1.3897537370212376
LSHADE,2,20,2026,1.4899043900659308
LSHADE,2,20,2027,1.4280224479734898
LSHADE,2,20,2028,1.461382655077614
LSHADE,2,20,2029,1.5030043669976294
LSHADE,2,20,2030,1.4423172859242186
LSHADE,3,20,2026,1.6635751719586551
LSHADE,3,20,2027,1.6385098759783432
LSHADE,3,20,2028,1.6689644950674847
LSHADE,3,20,2029,1.5303574210265651
LSHADE,3,20,2030,1.5623821979388595
LSHADE,4,20,2026,1.9284351220121607
LSHADE,4,20,2027,1.8788651520153508
LSHADE,4,20,2028,1.9105409459443763
LSHADE,4,20,2029,1.9093654850730672
LSHADE,4,20,2030,1.9091898099286482
LSHADE,5,20,2026,1.633980056969449
LSHADE,5,20,2027,1.6899801020044833
LSHADE,5,20,2028,1.4876175310928375
LSHADE,5,20,2029,1.5534387120278552
LSHADE,5,20,2030,1.4252285670954734
LSHADE,6,20,2026,1.5248402600409463
LSHADE,6,20,2027,1.5264022749615833
LSHADE,6,20,2028,1.5620707350317389
LSHADE,6,20,2029,1.6928136170608923
LSHADE,6,20,2030,1.5724089000141248
LSHADE,7,20,2026,6.174622936989181
LSHADE,7,20,2027,6.004019956919365
LSHADE,7,20,2028,5.80174792103935
LSHADE,7,20,2029,6.283042527968064
LSHADE,7,20,2030,5.985792238032445
LSHADE,8,20,2026,7.953989677014761
LSHADE,8,20,2027,8.185594165930524
LSHADE,8,20,2028,7.94734603096731
LSHADE,8,20,2029,7.930916605051607
LSHADE,8,20,2030,8.165626168018207
LSHADE,9,20,2026,2.0856200959533453
LSHADE,9,20,2027,2.127317351056263
LSHADE,9,20,2028,2.225476741907187
LSHADE,9,20,2029,2.17691574501805
LSHADE,9,20,2030,2.2565168059663847
LSHADE,10,20,2026,2.1840137750841677
LSHADE,10,20,2027,2.330396299948916
LSHADE,10,20,2028,2.2661938730161637
LSHADE,10,20,2029,2.4002471870044246
LSHADE,10,20,2030,2.254418074968271
LSHADE,11,20,2026,2.86004432302434
LSHADE,11,20,2027,2.957426648004912
LSHADE,11,20,2028,2.8191014219773933
LSHADE,11,20,2029,2.9531463569728658
LSHADE,11,20,2030,2.873722412972711
LSHADE,12,20,2026,2.6797696020221338
LSHADE,12,20,2027,2.7339417040348053
LSHADE,12,20,2028,2.61819866404403
LSHADE,12,20,2029,2.678799145971425
LSHADE,12,20,2030,2.6325859139906242
