t,AF,S,fed,seed,curve,variant
40,0.10063407930015567,0.8936991593249,0,1000,78729.10172936668,EAO+M1
41,0.10306874667993615,0.8702262152321915,0,1000,78729.10172936668,EAO+M1
42,0.1027749533999659,0.8729997114261225,0,1000,78729.10172936668,EAO+M1
43,0.10416852800377818,0.8599828462236979,0,1000,78729.10172936668,EAO+M1
44,0.10301577495099867,0.8707251151347141,0,1000,78729.10172936668,EAO+M1
45,0.10191907394296507,0.8811706104782804,0,1000,71440.17997390828,EAO+M1
46,0.10320497981623722,0.8689454925339464,0,1000,71440.17997390828,EAO+M1
47,0.10186827750884009,0.8816598694458341,0,1000,71440.17997390828,EAO+M1
48,0.10245787750942714,0.8760108488563899,0,1000,71440.17997390828,EAO+M1
49,0.10232515703379075,0.8772767802054486,0,1000,65149.955706951776,EAO+M1
50,0.1028609061236272,0.8721866525248305,0,1000,65149.955706951776,EAO+M1
51,0.10206654099862233,0.8797530025177375,0,1000,56452.66246992559,EAO+M1
52,0.10325583403577432,0.8684682801104847,0,1000,53549.82450088585,EAO+M1
53,0.10334028750598634,0.8676768123391093,0,1000,53549.82450088585,EAO+M1
54,0.10161349484154591,0.8841212543268785,0,1000,53549.82450088585,EAO+M1
55,0.10377437559313274,0.8636290214076461,0,1000,49920.669672729804,EAO+M1
56,0.1077398633620219,0.8281615632273933,0,1000,49920.669672729804,EAO+M1
57,0.10852211123581701,0.8214711993825975,0,1000,49920.669672729804,EAO+M1
58,0.10719659776566526,0.8328654274886852,0,1000,49920.669672729804,EAO+M1
59,0.10774369234642367,0.8281285783159744,0,1000,31200.56624328022,EAO+M1
60,0.10729864899614872,0.8319781836543841,0,1000,31200.56624328022,EAO+M1
61,0.10430198076988995,0.8587545630664395,0,1000,31200.56624328022,EAO+M1
62,0.10469696768139014,0.8551375002981578,0,1000,31200.56624328022,EAO+M1
63,0.10411152339224872,0.8605084695883453,0,1000,31200.56624328022,EAO+M1
64,0.10665337503880545,0.8376168355067561,0,1000,31200.56624328022,EAO+M1
65,0.10767051937902272,0.8287593352083603,0,1000,24667.10923197466,EAO+M1
66,0.10849731423524323,0.8216818011105835,0,1000,24667.10923197466,EAO+M1
67,0.10889548473414734,0.8183117210427557,0,1000,24667.10923197466,EAO+M1
68,0.1076197537984207,0.8291974425745945,0,1000,24667.10923197466,EAO+M1
69,0.11363491925583902,0.7800111854249554,0,1000,24667.10923197466,EAO+M1
70,0.11344157785383069,0.7815110111466351,0,1000,24667.10923197466,EAO+M1
71,0.11173810470771472,0.7949498495753142,0,1000,24667.10923197466,EAO+M1
72,0.11522119790913588,0.7678958543623248,0,1000,24667.10923197466,EAO+M1
73,0.11319846400636013,0.7834042129262588,0,1000,24667.10923197466,EAO+M1
74,0.1138692486953472,0.7782002265383001,0,1000,24667.10923197466,EAO+M1
75,0.11309629856654746,0.7842022353292006,0,1000,24667.10923197466,EAO+M1
76,0.11463903099772499,0.7723032559651042,0,1000,24667.10923197466,EAO+M1
77,0.11741613598304634,0.7516716988067031,0,1000,24667.10923197466,EAO+M1
78,0.11738453159981488,0.751901001240249,0,1000,24667.10923197466,EAO+M1
79,0.12032466067937553,0.7310848286243343,0,1000,24667.10923197466,EAO+M1
80,0.1226160481035582,0.7155539307182914,0,1000,24667.10923197466,EAO+M1
81,0.12732438710790084,0.6853954947001252,0,1000,24667.10923197466,EAO+M1
82,0.13170221522490566,0.6592886712591101,0,1000,24516.420607520573,EAO+M1
83,0.1303286563575834,0.6672909611346675,0,1000,24454.76775327976,EAO+M1
84,0.13195987461923697,0.6578061155979766,0,1000,24454.76775327976,EAO+M1
85,0.13194664485522078,0.6578820977958594,0,1000,24454.76775327976,EAO+M1
86,0.13422764337605897,0.6450030223642901,0,1000,24454.76775327976,EAO+M1
87,0.13066819485560377,0.6652971720509802,0,1000,10427.196949482384,EAO+M1
88,0.13481012882699495,0.641784025207278,0,1000,10427.196949482384,EAO+M1
89,0.13687011836279972,0.6306196648046387,0,1000,10427.196949482384,EAO+M1
90,0.13980651784696096,0.615274234277581,0,1000,10427.196949482384,EAO+M1
91,0.13784473592933177,0.6254538907547876,0,1000,7371.237948170507,EAO+M1
92,0.14585321250902183,0.5856208257587361,0,1000,7371.237948170507,EAO+M1
93,0.1494285653507469,0.5692160884050149,0,1000,7371.237948170507,EAO+M1
94,0.1496861117470336,0.5680646509744194,0,1000,7371.237948170507,EAO+M1
95,0.15211670257834753,0.5573900058640507,0,1000,7371.237948170507,EAO+M1
96,0.15369144581990557,0.5506542993757714,0,1000,7371.237948170507,EAO+M1
97,0.159371156840591,0.5274661110731834,0,1000,7371.237948170507,EAO+M1
98,0.16252512352483905,0.5152894877493618,0,1000,7371.237948170507,EAO+M1
99,0.16058602905985309,0.5227191779101054,0,1000,7371.237948170507,EAO+M1
100,0.16385454502826624,0.5102973828571503,0,1000,7371.237948170507,EAO+M1
101,0.166174082149407,0.5017785608112466,0,1000,6387.557338752973,EAO+M1
102,0.17673744621882914,0.4658110498902655,0,1000,6387.557338752973,EAO+M1
103,0.1857219677768155,0.4384392659471027,0,1000,6387.557338752973,EAO+M1
104,0.188028711609997,0.4318336712715275,0,1000,6387.557338752973,EAO+M1
105,0.19438185210554648,0.41445131794351625,0,1000,5945.908929143785,EAO+M1
106,0.195818601434965,0.41067671440402886,0,1000,5945.908929143785,EAO+M1
107,0.20276476494368034,0.3931823338624731,0,1000,5187.735996884833,EAO+M1
108,0.20476638890929755,0.38836139823853427,0,1000,5187.735996884833,EAO+M1
109,0.20619778153706192,0.3849712700814194,0,1000,2826.7367235092106,EAO+M1
110,0.2123467531955635,0.3709278502973094,0,1000,2826.7367235092106,EAO+M1
111,0.2181098418169385,0.35848458357936414,0,1000,2826.7367235092106,EAO+M1
112,0.22764323079173976,0.3392838726291201,0,1000,2826.7367235092106,EAO+M1
113,0.23333597450328358,0.3285665774978592,0,1000,2826.7367235092106,EAO+M1
114,0.2429653354143645,0.3115813469005994,0,1000,2826.7367235092106,EAO+M1
115,0.2558926205357085,0.2907889168146041,0,1000,2826.7367235092106,EAO+M1
116,0.2723915708543937,0.26711855541761537,0,1000,2826.7367235092106,EAO+M1
117,0.27738889712801285,0.2605046958813595,0,1000,2826.7367235092106,EAO+M1
118,0.28444225894326214,0.251565201216979,0,1000,2520.7780571495186,EAO+M1
119,0.29438629053571397,0.2396897315361508,0,1000,2520.7780571495186,EAO+M1
120,0.3089087990623328,0.22372014103690724,0,1000,2166.4491496222618,EAO+M1
121,0.3319406355087752,0.2012586869538496,0,1000,1789.1349972576008,EAO+M1
122,0.33590830639086844,0.19770028932728548,0,1000,1789.1349972576008,EAO+M1
123,0.36046320435423174,0.17742082629251865,0,1000,1379.5228303060485,EAO+M1
124,0.39010624380964365,0.1563404241455721,0,1000,1379.5228303060485,EAO+M1
125,0.39898210341898943,0.1506378084206585,0,1000,1379.5228303060485,EAO+M1
126,0.41608566723225626,0.1403351229692338,0,1000,1218.9129829242033,EAO+M1
127,0.43562870451067337,0.1295532846310634,0,1000,920.4536747075504,EAO+M1
128,0.4649300603522716,0.11508611407967746,0,1000,694.3794987578722,EAO+M1
129,0.49756832261565254,0.10097742451591954,0,1000,694.3794987578722,EAO+M1
130,0.5075374095604275,0.09702981123422781,0,1000,642.591974486968,EAO+M1
131,0.536362308138721,0.08644113965990445,0,1000,625.5230122918056,EAO+M1
132,0.5655611689031668,0.07681553384214329,0,1000,545.7445288799181,EAO+M1
133,0.6019064417224953,0.06613877684017926,0,1000,462.90417931853517,EAO+M1
134,0.6259180128978089,0.05976533338133312,0,1000,387.5425433102582,EAO+M1
135,0.6586263852027885,0.05183114774427143,0,1000,349.332482008605,EAO+M1
136,0.6929120436428196,0.04431846136527502,0,1000,349.332482008605,EAO+M1
137,0.7103041970642772,0.04078475167865403,0,1000,319.10301205108317,EAO+M1
138,0.7472405993178202,0.03382570498885259,0,1000,311.77426284394414,EAO+M1
139,0.7564009844063708,0.03220501038676035,0,1000,268.16295691229425,EAO+M1
140,0.7736650946635111,0.0292548942556247,0,1000,268.16295691229425,EAO+M1
141,0.7984443003139217,0.025243551692564314,0,1000,228.51544118071092,EAO+M1
142,0.822360449107542,0.021601178787870864,0,1000,139.19083731270575,EAO+M1
143,0.8345583558484038,0.019823855694717712,0,1000,139.19083731270575,EAO+M1
144,0.83120901970576,0.020306682951297905,0,1000,115.06066399885958,EAO+M1
145,0.8305841538137929,0.02039719219398786,0,1000,88.01149075732974,EAO+M1
146,0.8332950898276068,0.020005507317567575,0,1000,78.04083171724324,EAO+M1
147,0.8521998314140827,0.01734336984562267,0,1000,68.20631061029712,EAO+M1
148,0.8719698241607138,0.014682867719937154,0,1000,68.20631061029712,EAO+M1
149,0.8879654471157475,0.012616994641870185,0,1000,60.09374644576906,EAO+M1
150,0.8975287639661611,0.011417042009998718,0,1000,60.09374644576906,EAO+M1
151,0.9122402148364667,0.009620249550088692,0,1000,60.09374644576906,EAO+M1
152,0.9341751652546493,0.007046305360452119,0,1000,60.09374644576906,EAO+M1
153,0.9368062258609122,0.006745661204483735,0,1000,54.68820333637905,EAO+M1
154,0.9492526122072633,0.005346036148874592,0,1000,46.784251900249274,EAO+M1
155,0.954348664738722,0.004783507008287813,0,1000,46.784251900249274,EAO+M1
156,0.9552774881631015,0.0046816252231480044,0,1000,46.784251900249274,EAO+M1
157,0.9603953801136865,0.004123782840524001,0,1000,46.54103124737435,EAO+M1
158,0.9631221322974618,0.003828991824180029,0,1000,45.76435730820617,EAO+M1
159,0.9657069916073018,0.0035510779864627163,0,1000,45.19533964030961,EAO+M1
160,0.968357732295249,0.003267621732079423,0,1000,44.38508982160147,EAO+M1
161,0.9706884835840679,0.0030196625293941156,0,1000,42.65202511475809,EAO+M1
162,0.9788597511010338,0.002159681085588339,0,1000,38.36331564375587,EAO+M1
163,0.9820339476870517,0.0018294736506067953,0,1000,37.748382663716484,EAO+M1
164,0.9805957561195197,0.001978821931400984,0,1000,36.81696994147546,EAO+M1
165,0.9822177742010774,0.0018104158024819354,0,1000,36.18857052464068,EAO+M1
166,0.9856207941746363,0.001458898382658915,0,1000,35.3881810906164,EAO+M1
1,0.09090909090909094,1.0,0,1001,500995852.6262732,EAO+M1
2,0.09969411959002628,0.9030681890891014,0,1001,172388343.25035357,EAO+M1
3,0.10005056854077199,0.8994945701807641,0,1001,172388343.25035357,EAO+M1
4,0.10255812224206196,0.8750568537514347,0,1001,172388343.25035357,EAO+M1
5,0.10231980232483473,0.8773279240955718,0,1001,172388343.25035357,EAO+M1
6,0.1030254158019317,0.8706342771986656,0,1001,172388343.25035357,EAO+M1
7,0.1042024737499021,0.8596701153181011,0,1001,172388343.25035357,EAO+M1
8,0.10501497836994023,0.8522451135277693,0,1001,21990383.380438145,EAO+M1
9,0.10426710404080708,0.8590752607923486,0,1001,21990383.380438145,EAO+M1
10,0.10188832559557603,0.88146671284921,0,1001,21990383.380438145,EAO+M1
11,0.10226492324021264,0.8778523938761237,0,1001,21990383.380438145,EAO+M1
12,0.10080538754205548,0.8920104712486767,0,1001,7487807.43217432,EAO+M1
13,0.10024080885096487,0.8975976964499269,0,1001,4575653.863134401,EAO+M1
14,0.09877584855738653,0.9123932262844829,0,1001,4575653.863134401,EAO+M1
15,0.09942095914675908,0.9058241326397414,0,1001,4575653.863134401,EAO+M1
16,0.09457493845280807,0.9573625702109124,0,1001,4575653.863134401,EAO+M1
17,0.09792321333275666,0.921208318197098,0,1001,4575653.863134401,EAO+M1
18,0.09536742108735996,0.9485761160343894,0,1001,4575653.863134401,EAO+M1
19,0.09211853247809665,0.9855578927484249,0,1001,2839455.4068883765,EAO+M1
20,0.09090909090909094,1.0,0,1001,2839455.4068883765,EAO+M1
21,0.09090909090909094,1.0,0,1001,593094.9706559948,EAO+M1
22,0.09236949759205748,0.9826084649896234,0,1001,593094.9706559948,EAO+M1
23,0.09250238566114222,0.9810531997123118,0,1001,593094.9706559948,EAO+M1
24,0.09706956821658164,0.9301889854591712,0,1001,593094.9706559948,EAO+M1
25,0.1025515952653352,0.8751189120097703,0,1001,593094.9706559948,EAO+M1
26,0.09926342071781835,0.9074204503215292,0,1001,593094.9706559948,EAO+M1
27,0.1008108496857516,0.8919567220365738,0,1001,534654.7522680205,EAO+M1
28,0.0984455113300634,0.9157903458363351,0,1001,534654.7522680205,EAO+M1
29,0.09742461492339893,0.9264346446596279,0,1001,534654.7522680205,EAO+M1
30,0.09622131983493976,0.9392707164227451,0,1001,534654.7522680205,EAO+M1
31,0.09211383533052298,0.9856132484461204,0,1001,392964.9743290595,EAO+M1
32,0.09384960816257337,0.9655345499873851,0,1001,392964.9743290595,EAO+M1
33,0.09344189050487972,0.9701838271859219,0,1001,305628.3581659696,EAO+M1
34,0.0931748845016005,0.9732505925272416,0,1001,298946.7529553845,EAO+M1
35,0.09392741900468371,0.9646518456449166,0,1001,298946.7529553845,EAO+M1
36,0.0941676524472308,0.961935785816021,0,1001,298946.7529553845,EAO+M1
37,0.0945608875667735,0.9575196846517093,0,1001,298946.7529553845,EAO+M1
38,0.09560377138328269,0.9459838409417194,0,1001,298946.7529553845,EAO+M1
39,0.09681453580886057,0.9329027471394227,0,1001,298946.7529553845,EAO+M1
40,0.09759106085157687,0.9246840143697869,0,1001,140380.43704853047,EAO+M1
41,0.09848822880319119,0.9153497652986522,0,1001,140380.43704853047,EAO+M1
42,0.09898140280925705,0.910290793642376,0,1001,140380.43704853047,EAO+M1
43,0.09933443279691612,0.9067002668092405,0,1001,128915.56541758156,EAO+M1
44,0.09790121217303505,0.9214378124680976,0,1001,128915.56541758156,EAO+M1
45,0.09902235219481759,0.9098730012316716,0,1001,21323.641129570242,EAO+M1
46,0.09858319415229633,0.9143716772405944,0,1001,21323.641129570242,EAO+M1
47,0.09963132555936838,0.9037003867866024,0,1001,21323.641129570242,EAO+M1
48,0.09970543366081097,0.9029543659595433,0,1001,21323.641129570242,EAO+M1
49,0.09963505209658619,0.9036628465157037,0,1001,21323.641129570242,EAO+M1
50,0.10125912637545598,0.8875653047727536,0,1001,21323.641129570242,EAO+M1
51,0.10082714135530668,0.8917964414721241,0,1001,21323.641129570242,EAO+M1
52,0.10177502829219065,0.8825592945344638,0,1001,21323.641129570242,EAO+M1
53,0.10124106470166516,0.8877414890358738,0,1001,21323.641129570242,EAO+M1
54,0.10499515443088658,0.8524249051495546,0,1001,21323.641129570242,EAO+M1
55,0.10377830388206777,0.8635925454480214,0,1001,21323.641129570242,EAO+M1
56,0.10332418468787874,0.8678276223720476,0,1001,21323.641129570242,EAO+M1
57,0.1066909663241723,0.8372864774338784,0,1001,21323.641129570242,EAO+M1
58,0.10673900704024064,0.8368646268397456,0,1001,21323.641129570242,EAO+M1
59,0.1052332033818697,0.8502704164304544,0,1001,21323.641129570242,EAO+M1
60,0.11106376927578165,0.8003836323228931,0,1001,21323.641129570242,EAO+M1
61,0.11151909777340097,0.796707398074481,0,1001,21323.641129570242,EAO+M1
62,0.11212238067287661,0.7918825964974433,0,1001,21323.641129570242,EAO+M1
63,0.1118741055377469,0.7938618952020087,0,1001,21323.641129570242,EAO+M1
64,0.11200162343211972,0.7928442011432675,0,1001,21323.641129570242,EAO+M1
65,0.11243537109433432,0.7893998305577614,0,1001,21323.641129570242,EAO+M1
66,0.11092007007628846,0.8015500975722621,0,1001,21323.641129570242,EAO+M1
67,0.1103423401402599,0.8062704295820318,0,1001,21323.641129570242,EAO+M1
68,0.10865627084938434,0.8203334443404245,0,1001,21323.641129570242,EAO+M1
69,0.10958052992351641,0.8125708743131346,0,1001,21323.641129570242,EAO+M1
70,0.11196810927346035,0.793111446186605,0,1001,21323.641129570242,EAO+M1
71,0.11385122969169614,0.778339217510389,0,1001,17645.925730612897,EAO+M1
72,0.1164985257086193,0.7583799613920895,0,1001,17645.925730612897,EAO+M1
73,0.11494193906931016,0.7700044632072879,0,1001,17645.925730612897,EAO+M1
74,0.11485998962847199,0.7706251874430914,0,1001,17645.925730612897,EAO+M1
75,0.11343337911449924,0.7815747250115889,0,1001,17645.925730612897,EAO+M1
76,0.11566064021840838,0.7645983613022069,0,1001,17645.925730612897,EAO+M1
77,0.11435511985855684,0.7744689360973747,0,1001,14006.46961205389,EAO+M1
78,0.12011023727131886,0.7325684993370585,0,1001,13581.916224114608,EAO+M1
79,0.12309913993510924,0.7123533604923171,0,1001,13581.916224114608,EAO+M1
80,0.12581238436366138,0.6948343122641204,0,1001,13581.916224114608,EAO+M1
81,0.13230967708649533,0.6558026155156178,0,1001,13581.916224114608,EAO+M1
82,0.13447434664969982,0.6436362584493227,0,1001,13581.916224114608,EAO+M1
83,0.13452523409528216,0.6433549599264887,0,1001,13581.916224114608,EAO+M1
84,0.13885004313180505,0.6202014327433357,0,1001,13581.916224114608,EAO+M1
85,0.14140402874169533,0.6071934292810803,0,1001,13581.916224114608,EAO+M1
86,0.14586949347502587,0.5855443014006274,0,1001,11383.757829783997,EAO+M1
87,0.1420426904697174,0.6040136994681846,0,1001,11383.757829783997,EAO+M1
88,0.14370818038663802,0.595854611275128,0,1001,11383.757829783997,EAO+M1
89,0.1450174886055613,0.5895720023947864,0,1001,11383.757829783997,EAO+M1
90,0.14748390828299796,0.5780400734167962,0,1001,11383.757829783997,EAO+M1
91,0.14869607731424817,0.5725126970812022,0,1001,10230.735108679293,EAO+M1
92,0.15361678967261894,0.5509705105354393,0,1001,10230.735108679293,EAO+M1
93,0.15602440839074527,0.5409253592525178,0,1001,8978.035791762994,EAO+M1
94,0.1673038933876977,0.49771472124840144,0,1001,5315.008369881406,EAO+M1
95,0.16817656153159033,0.4946131796803086,0,1001,5315.008369881406,EAO+M1
96,0.17540517639764808,0.470108602572238,0,1001,5315.008369881406,EAO+M1
97,0.17331539129583562,0.47698280142533844,0,1001,5315.008369881406,EAO+M1
98,0.18065925547039963,0.45352824154854665,0,1001,5315.008369881406,EAO+M1
99,0.19065037601303414,0.4245203397509341,0,1001,5315.008369881406,EAO+M1
100,0.19376486032046758,0.4160894490085049,0,1001,5315.008369881406,EAO+M1
101,0.20025760073634258,0.3993568265688906,0,1001,4206.110183556649,EAO+M1
102,0.20712760257715246,0.38279417497120544,0,1001,4206.110183556649,EAO+M1
103,0.21516572007874968,0.36475804771968534,0,1001,4206.110183556649,EAO+M1
104,0.21109657900009482,0.3737168194466811,0,1001,4206.110183556649,EAO+M1
105,0.21806736418849937,0.3585738923939076,0,1001,4206.110183556649,EAO+M1
106,0.22940144991241196,0.33591703556442715,0,1001,2760.843267049163,EAO+M1
107,0.2361991718382963,0.32337150982248464,0,1001,2760.843267049163,EAO+M1
108,0.2593784835783548,0.2855369906570964,0,1001,2760.843267049163,EAO+M1
109,0.26464137151399336,0.2778698675415244,0,1001,2493.114331009636,EAO+M1
110,0.2762667235227352,0.26196903747537503,0,1001,2153.1856811250773,EAO+M1
111,0.2842412642208717,0.25181380252479557,0,1001,2107.007810813682,EAO+M1
112,0.29097089552628896,0.2436769846658601,0,1001,1911.6461255190152,EAO+M1
113,0.29850076597366904,0.2350075155546538,0,1001,962.5409204670905,EAO+M1
114,0.30772920294210104,0.22496103406479398,0,1001,962.5409204670905,EAO+M1
115,0.3260368285282431,0.20671381650781037,0,1001,962.5409204670905,EAO+M1
116,0.33889035705505133,0.19508068883693674,0,1001,962.5409204670905,EAO+M1
117,0.35189058508674254,0.18417924274771255,0,1001,962.5409204670905,EAO+M1
118,0.36038978414197276,0.1774773436990817,0,1001,829.3790501747098,EAO+M1
119,0.3719710488920194,0.16883812677859592,0,1001,829.3790501747098,EAO+M1
120,0.4008650485180183,0.1494605113858041,0,1001,829.3790501747098,EAO+M1
121,0.41424097459963305,0.14140538027811161,0,1001,777.8931474529741,EAO+M1
122,0.4315010106234397,0.1317491675292217,0,1001,747.4126719751871,EAO+M1
123,0.4572385430111221,0.11870422239878309,0,1001,629.7641516495478,EAO+M1
124,0.4821264364172806,0.10741447148824253,0,1001,356.4275060560976,EAO+M1
125,0.5231494981155004,0.09114994922144055,0,1001,356.4275060560976,EAO+M1
126,0.5492126433927214,0.08207883813864379,0,1001,356.4275060560976,EAO+M1
127,0.5765094633692678,0.07345769038304176,0,1001,342.1863563036213,EAO+M1
128,0.5979682162846007,0.06723296870415163,0,1001,342.1863563036213,EAO+M1
129,0.6181079583241518,0.06178403570652203,0,1001,321.7781838155056,EAO+M1
130,0.6551786336564147,0.05263012995695684,0,1001,302.76350667978113,EAO+M1
131,0.6840896435699297,0.04617967241566301,0,1001,288.0876581717748,EAO+M1
132,0.7360322110820829,0.03586361913833131,0,1001,288.0876581717748,EAO+M1
133,0.7690341195730109,0.030033242290371683,0,1001,286.01518251036714,EAO+M1
134,0.7976018181009159,0.025375842595368285,0,1001,258.1818974132643,EAO+M1
135,0.8163682017076818,0.022493747050435896,0,1001,243.113460040272,EAO+M1
136,0.8352919434652115,0.019718621474007818,0,1001,243.113460040272,EAO+M1
137,0.8564533556199065,0.016760591039566126,0,1001,243.113460040272,EAO+M1
138,0.8744707884793078,0.014354877621353792,0,1001,239.42158443112407,EAO+M1
139,0.8898893716592782,0.012373518759462281,0,1001,232.67833723261697,EAO+M1
140,0.8927976009515747,0.012007469434748178,0,1001,210.36162658859348,EAO+M1
141,0.9014133523042281,0.01093689675704945,0,1001,210.36162658859348,EAO+M1
142,0.9038404309001554,0.010638998413035918,0,1001,210.36162658859348,EAO+M1
143,0.91841322382477,0.008883449634518386,0,1001,199.11033424934408,EAO+M1
144,0.9202763021144736,0.008663017585300102,0,1001,199.11033424934408,EAO+M1
145,0.9134171912796745,0.009478999251045978,0,1001,199.11033424934408,EAO+M1
146,0.9246754414376499,0.008146053759710371,0,1001,199.11033424934408,EAO+M1
147,0.9321153635965433,0.007282857793645359,0,1001,188.56987065177123,EAO+M1
148,0.9304670872734437,0.00747290405835946,0,1001,180.04666006677144,EAO+M1
149,0.9337385459799611,0.007096360571737709,0,1001,180.04666006677144,EAO+M1
150,0.9358378556861143,0.006856117640896764,0,1001,176.16138384996293,EAO+M1
151,0.9450518118016358,0.005814304307148163,0,1001,175.79029016053073,EAO+M1
152,0.9521783778760117,0.005022338590660101,0,1001,133.5455766480859,EAO+M1
153,0.9594912456216956,0.00422189932041089,0,1001,111.62516240347577,EAO+M1
154,0.9641110629988834,0.003722489905829263,0,1001,111.53192757965121,EAO+M1
155,0.9680233070195156,0.0033032978388649234,0,1001,111.00596966481135,EAO+M1
156,0.9697928786617216,0.0031148013150976233,0,1001,107.25514052124709,EAO+M1
157,0.9752734190006749,0.0025353486025141004,0,1001,92.77837627652298,EAO+M1
158,0.9671774960303245,0.0033936380968738336,0,1001,83.65534425289115,EAO+M1
159,0.9568431943023766,0.004510332095645881,0,1001,81.09014576860727,EAO+M1
160,0.9630641642932307,0.003835241417572169,0,1001,79.48686513254461,EAO+M1
161,0.9635336484258885,0.0037846474416006197,0,1001,76.37754220622696,EAO+M1
162,0.9643048940299529,0.003701641067160071,0,1001,74.76727449460896,EAO+M1
163,0.960364592939368,0.004127120819742086,0,1001,74.55531569366599,EAO+M1
164,0.9664513228768524,0.0034713261112088493,0,1001,74.22021578366548,EAO+M1
165,0.9717008891402669,0.0029123273608169056,0,1001,73.20318843356608,EAO+M1
166,0.9707488083211421,0.0030132606322171365,0,1001,72.91234968490267,EAO+M1
1,0.09090909090909094,1.0,0,1002,698323421.8518114,EAO+M1
