alg,fid,dim,seed,f,err,nfe
AS-ABMO,7,10,2036,2020.5227180818179,20.522718081817857,15030
AS-ABMO,7,10,2037,2021.1174844791194,21.117484479119412,15030
AS-ABMO,7,10,2038,2028.1260123852712,28.126012385271224,15030
AS-ABMO,7,10,2039,2020.9958366101357,20.99583661013571,15030
AS-ABMO,7,10,2040,2029.9954566589704,29.995456658970397,15030
AS-ABMO,7,10,2041,2031.1610584587938,31.161058458793832,15030
AS-ABMO,7,10,2042,2022.3291578030364,22.329157803036424,15030
AS-ABMO,7,10,2043,2028.6183062128064,28.618306212806374,15030
AS-ABMO,7,10,2044,2025.5212101363916,25.521210136391574,15030
AS-ABMO,7,10,2045,2022.232789492379,22.23278949237897,15030
AS-ABMO,7,10,2046,2033.7679911056757,33.76799110567572,15030
AS-ABMO,7,10,2047,2030.9580185763527,30.958018576352742,15030
AS-ABMO,7,10,2048,2025.1885621982428,25.188562198242835,15030
AS-ABMO,7,10,2049,2027.6435153696066,27.643515369606575,15030
AS-ABMO,7,10,2050,2020.7671673443729,20.767167344372865,15030
AS-ABMO,7,10,2051,2120.5088732411764,120.50887324117639,15030
AS-ABMO,7,10,2052,2020.9961009453343,20.99610094533432,15030
AS-ABMO,7,10,2053,2025.9074779775246,25.90747797752465,15030
AS-ABMO,7,10,2054,2023.546829088761,23.546829088760887,15030
AS-ABMO,7,10,2055,2020.2825769144442,20.282576914444235,15030
AS-ABMO,12,10,2026,2865.630329777067,165.6303297770669,15030
AS-ABMO,12,10,2027,2866.7507195662197,166.7507195662197,15030
AS-ABMO,12,10,2028,2865.7880510251007,165.78805102510069,15030
AS-ABMO,12,10,2029,2865.9438737345677,165.94387373456766,15030
AS-ABMO,12,10,2030,2871.3513551700753,171.3513551700753,15030
AS-ABMO,12,10,2031,2871.083438775291,171.08343877529114,15030
AS-ABMO,12,10,2032,2868.355133508939,168.35513350893916,15030
AS-ABMO,12,10,2033,2866.4470354167042,166.44703541670424,15030
AS-ABMO,12,10,2034,2870.634481978986,170.63448197898606,15030
AS-ABMO,12,10,2035,2868.2405816883334,168.24058168833335,15030
AS-ABMO,12,10,2036,2867.13761413211,167.13761413210977,15030
AS-ABMO,12,10,2037,2867.0794400177642,167.07944001776423,15030
AS-ABMO,12,10,2038,2865.5785545546146,165.57855455461458,15030
AS-ABMO,12,10,2039,2866.6134786877055,166.61347868770554,15030
AS-ABMO,12,10,2040,2867.018511267556,167.01851126755582,15030
AS-ABMO,12,10,2041,2865.9532596278796,165.95325962787956,15030
AS-ABMO,12,10,2042,2868.048868750973,168.04886875097282,15030
AS-ABMO,12,10,2043,2874.4659048421126,174.46590484211265,15030
AS-ABMO,12,10,2044,2870.279186939014,170.27918693901393,15030
AS-ABMO,12,10,2045,2865.9422393563623,165.94223935636228,15030
AS-ABMO,12,10,2046,2868.8632307999032,168.86323079990325,15030
AS-ABMO,12,10,2047,2867.4800367630587,167.4800367630587,15030
AS-ABMO,12,10,2048,2868.3174239505297,168.3174239505297,15030
AS-ABMO,12,10,2049,2867.242388563599,167.24238856359898,15030
AS-ABMO,12,10,2050,2864.5667539090005,164.56675390900045,15030
AS-ABMO,12,10,2051,2870.573099833836,170.57309983383584,15030
AS-ABMO,12,10,2052,2920.7316688134842,220.73166881348425,15030
AS-ABMO,12,10,2053,2870.2847162515327,170.2847162515327,15030
AS-ABMO,12,10,2054,2869.7931335941566,169.79313359415664,15030
AS-ABMO,12,10,2055,2865.427617306677,165.4276173066769,15030
RUN,4,10,2026,842.049735640501,42.04973564050101,15083
RUN,4,10,2027,834.0111544342308,34.011154434230775,15032
RUN,4,10,2028,850.6843259198243,50.684325919824346,15085
RUN,4,10,2029,830.1079119434978,30.10791194349781,15057
RUN,4,10,2030,826.5341397173704,26.534139717370408,15035
RUN,4,10,2031,830.0025664230891,30.002566423089092,15065
RUN,4,10,2032,850.2631469018571,50.26314690185711,15061
RUN,4,10,2033,856.1548548185676,56.15485481856763,15030
RUN,4,10,2034,822.0114022575226,22.011402257522604,15069
RUN,4,10,2035,832.2646230192335,32.264623019233454,15077
RUN,4,10,2036,854.0021098153039,54.002109815303925,15059
RUN,4,10,2037,846.0150625121652,46.01506251216517,15076
RUN,4,10,2038,830.0000006820737,30.000000682073733,15059
RUN,4,10,2039,852.0712234962061,52.07122349620613,15047
