t,AF,S,fed,best_f
437,0.9348796714016194,5.412475270733494e-06,0,0.01290752960815718
438,0.9359487165438072,4.4671802562937906e-06,0,0.012907529018989903
439,0.9370165420097982,3.597326295606653e-06,0,0.01290752415412425
440,0.938083151964686,3.2813964219013274e-06,0,0.012907520277700164
441,0.9391485505499116,3.4981193028330306e-06,0,0.012907519083496596
442,0.9402127418834527,3.473356764077042e-06,0,0.012907516693873088
443,0.9412757300600074,3.6836097413409713e-06,0,0.012907515596962777
444,0.9423375191511797,3.097929719050781e-06,0,0.012907513958735718
445,0.9433981132056604,2.510447902636092e-06,0,0.012907509877858785
446,0.9444575162494075,2.0312771829421856e-06,0,0.012907505854269752
447,0.9455157322858251,2.745147550417626e-06,0,0.012907500427135683
448,0.9465727652959386,3.5077970866991528e-06,0,0.012907495027808462
449,0.9476286192385707,4.699674039339731e-06,0,0.012907473109281841
450,0.9486832980505138,6.821284824992402e-06,0,0.01290745561430125
451,0.9497368056467013,1.0256955849035611e-05,0,0.012907411381548732
452,0.950789145920377,1.9739206888234844e-05,0,0.012907325037719878
453,0.9518403227432635,3.2403032968386337e-05,0,0.012907319582174375
454,0.9528903399657277,3.5083058477608155e-05,0,0.012907319560786371
455,0.9539392014169457,2.7667495642748633e-05,0,0.012907299896653228
456,0.9549869109050658,1.9421821345628208e-05,0,0.012907224657327613
457,0.9560334722173696,3.285865177819068e-05,0,0.012907224657327613
458,0.9570788891204319,2.69729671682513e-05,0,0.012907182848813445
459,0.9581231653602788,2.9116421776229323e-05,0,0.012907128950873533
460,0.9591663046625439,3.7648464692656915e-05,0,0.012907096891817836
461,0.9602083107326244,4.577925324005729e-05,0,0.012907063393206285
462,0.9612491872558333,3.1469470063185357e-05,0,0.012907062283786621
463,0.9622889378975527,2.4185907574618817e-05,0,0.012907044270400066
464,0.9633275663033837,1.8904639885781952e-05,0,0.012907030839079797
465,0.9643650760992956,1.518174455585154e-05,0,0.0129070107146214
466,0.9654014708917736,1.6389620859452776e-05,0,0.012906994887541625
467,0.9664367542679656,1.650899656385589e-05,0,0.012906981553503297
468,0.9674709297958259,1.349329342357873e-05,0,0.012906963570464015
469,0.96850400102426,1.3797419774860041e-05,0,0.012906943760365957
470,0.9695359714832658,1.2490247908979416e-05,0,0.012906915757847722
471,0.9705668446840743,1.412468648226188e-05,0,0.01290691307159118
472,0.9715966241192895,1.213911769145531e-05,0,0.012906869125057582
473,0.9726253132630263,1.691865421183391e-05,0,0.012906847982190385
474,0.9736529155710468,1.9904147124144395e-05,0,0.012906807044488256
475,0.9746794344808963,3.095415657530644e-05,0,0.012906798414146749
476,0.9757048734120374,2.4520664522618887e-05,0,0.012906797340100785
477,0.9767292357659824,1.4915293068407403e-05,0,0.01290678612575718
478,0.9777525249264253,8.7665495030808e-06,0,0.01290677639098068
479,0.9787747442593725,8.323449097638275e-06,0,0.012906775927660069
480,0.9797958971132712,5.897473335945021e-06,0,0.012906767991389102
481,0.9808159868191383,6.830964424113161e-06,0,0.012906761974505755
482,0.9818350166906862,6.80367528577357e-06,0,0.012906758773936594
483,0.9828529900244491,4.8053608098009774e-06,0,0.012906753353089887
484,0.9838699100999074,3.857969357555874e-06,0,0.012906751366291562
485,0.9848857801796105,4.072887213689953e-06,0,0.012906727067468758
486,0.985900603509299,7.436405021513768e-06,0,0.012906664285864577
487,0.9869143833180262,2.014471171775968e-05,0,0.012906664285864577
488,0.9879271228182775,2.092081810754039e-05,0,0.012906647880500208
489,0.9889388252060892,1.7188458569466195e-05,0,0.012906619640025749
490,0.9899494936611666,2.038185813630603e-05,0,0.012906560805246941
491,0.9909591313469996,2.3389816431731048e-05,0,0.012906555573246171
492,0.9919677414109795,2.1612818326496012e-05,0,0.01290653133496558
493,0.9929753269845127,2.1677605282688028e-05,0,0.012906525698232248
494,0.9939818911831342,1.5173476004013123e-05,0,0.012906516633913873
495,0.99498743710662,1.474738946967996e-05,0,0.012906504738384665
496,0.9959919678390986,1.1304746575365081e-05,0,0.012906504410228267
497,0.9969954864491614,7.828066736417433e-06,0,0.012906504410228267
498,0.997997995989972,5.5922954600083906e-06,0,0.012906504233104419
499,0.9989994994993742,3.5782853731820993e-06,0,0.012906504233104419
500,1.0,2.000099625787991e-06,0,0.01290650387938701
