t1,t2,tr,hr,lr,W,rf_ratio,design
6.0,6.0,4.0,40.0,40.0,60.0,0.67,0
7.636579888974342,9.477006512571364,3.476636579942826,20.314749736445975,69.82254133284518,54.40316058471558,0.7045619006805117,1
10.486698510613271,3.8510411397986153,6.535084861632221,63.01651889991881,68.54007491973135,76.4547097319518,0.7218636162621704,2
5.586363472775824,5.413057855621833,7.927580972729995,69.83059377334311,32.86105039224992,67.92455564771886,0.6228090964860614,3
3.5676815954486676,9.925261453464554,5.349357975881659,71.27614904923064,30.8174095994338,64.26820080004282,0.7308547255374748,4
6.267351513303701,6.577500637219114,3.4395291939381893,60.06268797140391,28.601268842239286,44.464430107771676,0.7402287475888862,5
8.403988515676527,4.532746696912309,6.078361863019003,60.54977520049789,72.84032909804907,53.768001709955406,0.7778590819697401,6
3.355383521526615,4.972436933287436,2.938605401054632,27.753444838507562,79.20998577348972,66.60369787841518,0.7261198305901732,7
4.008863770153153,4.453387255528055,3.6313927841601585,29.78990337003968,22.252585161041473,42.843343029197946,0.7430181699047932,8
11.431711687162785,11.368779701775564,7.5999098823196585,48.10298446961225,42.74030788942783,66.22448511206291,0.6812501874066199,9
8.242991554987903,7.807147194558498,2.9505131916207747,22.47063239124221,35.82088439070431,41.42331180739364,0.45702400778659213,10
11.282471268122666,10.393757177826373,5.411289392118456,44.020767799517984,27.55580228684166,52.79302151159999,0.5951655236972164,11
9.378970343751625,3.3732275678496166,4.635114527178957,27.359193253449703,61.16408700913865,65.50421231130916,0.44544629771351063,12
8.92403565841913,8.129676318991976,6.375425833382954,76.6993089393298,59.717988068067235,63.03651363056677,0.3211733464255392,13
11.910880712917322,11.92934093478971,7.7106136686838616,66.68048687388853,76.67019636625452,57.48464659003312,0.7170114029181548,14
10.55750525953499,9.405051300579782,7.209287846906418,77.93261927418943,20.192245862820567,51.1990555081568,0.5259748485772238,15
7.8699214229534595,6.254488921422435,4.357146065500668,32.18582606881846,34.33933115227324,68.44806798135937,0.4860910298219333,16
10.749855540869243,3.965374169891846,4.586000412790206,24.48364081090154,29.958045305518652,62.14841012672783,0.5115345907441987,17
11.13629380592717,6.025532285019537,2.355940691032524,46.822469492705736,31.840660516780627,56.56211108614539,0.420342293147815,18
8.125261247650705,9.83852590639221,3.726349756956851,58.72085130152573,40.020759943152186,55.10036160944917,0.30939568797230144,19
7.433287623202161,11.53381570679369,4.4674916970839655,32.6413027473368,48.07888603513824,65.88540481799937,0.6137966887261956,20
3.7796699545648043,10.0192979224633,4.6949157121458915,65.32347578310842,21.01825762593976,75.26115883279573,0.6870265083600493,21
8.972424043144725,7.942426440592051,6.636640053408186,23.542771938948537,76.3406089592772,61.13803682848439,0.44067189675185436,22
7.749901505670112,5.390425770925134,6.160509530836224,56.288526977614204,67.40816980645428,78.08058347811718,0.6601904894207199,23
9.267139124225178,3.731953046863967,4.960931705340264,61.81735747164827,48.97845465468271,77.34487691005177,0.758206396632813,24
10.940964819178209,4.165064060175347,2.889607252921403,55.83243248120695,22.71621737903333,59.347386015913685,0.6752653657322589,25
4.869457801811607,4.5860014757805,5.991608817243388,30.094283563748384,37.3518263910759,55.760721880905706,0.5345050283123853,26
9.536208655518273,11.776528061336137,6.43622595735685,20.685845770662805,35.13036960218148,52.30679022080813,0.4680709944259631,27
6.650886336351881,11.46288982180043,4.9225264221082625,57.76905820146121,51.21146008352005,73.78602746986554,0.4312555464110479,28
4.957113696942065,7.186656435120675,3.085560417549529,28.821889179409958,74.61280898996067,46.11596729437802,0.4824732388330716,29
4.519166858205456,5.117134722156994,7.761487926721378,51.960813547538905,59.393930425587115,63.701538324289125,0.7963356997505345,30
3.0595820506802496,10.758646825626396,7.286865837077617,51.29185761421694,54.4895275779188,79.23941325442108,0.3405388295773087,31
3.8310652131785945,10.905902233752538,7.141124175328419,73.28621772872933,66.25353191890503,57.120879960857984,0.5602814672922984,32
8.518425546949175,11.076690524116852,3.8712500245599055,67.01208399316464,26.223506517806893,62.70432928442718,0.3082696981867348,33
