t1,t2,tr,hr,lr,W,rf_ratio,design
10.334767694788276,7.360142401550771,7.021526355150261,61.25622096068148,27.315597855659334,74.9015780957035,0.3471715425143602,34
4.0975698708315,3.042357396944504,7.81115758560362,53.0269085137396,53.003171573292676,64.8383615876643,0.3827576289374979,35
6.598130729817368,10.687900747083145,6.996182250425734,39.44114346000883,24.382580460255074,73.33600230068618,0.3659907143436643,36
7.416740091075194,4.881305716914229,3.2688965129523577,31.63004964882458,34.82263327226482,40.35538916367027,0.5959329140193454,37
6.183115822366659,6.825986979260408,7.624710282359063,43.78012985803279,78.60728299927004,48.118584110223225,0.6116644568471532,38
6.336379553550325,8.098765540538514,3.206217007421841,31.228777056901812,62.476906485728286,68.68741369130574,0.34166901471762007,39
9.319702093103455,8.667650740964335,5.07042903589826,22.994884048921666,74.44577533849363,63.55633352060984,0.3524530471312974,40
3.4683038375732265,6.737195266755881,5.544194763195205,64.15126803334567,41.05598394000651,50.706777582567476,0.5635753491623692,41
8.25123245249365,11.21084309200569,6.761276561351226,65.79141128280595,60.32337216969171,56.696392635944676,0.53153872081773,42
7.669014672228094,7.687723303822469,4.044389353796584,69.43656196104672,28.2449387068365,72.09744070069988,0.42190631578469484,43
5.149822718729141,5.6243092006502575,5.823332178688944,30.905216504063898,21.83994001624123,75.81118362093954,0.39836736261537165,44
5.440574877274319,8.471215578854217,5.740849229258394,67.57905220812404,68.24405928631735,65.03829409799161,0.4630945791629725,45
6.7355122518226,3.420030237058123,5.673711084996022,70.45124242518233,73.45732191913676,69.38617114719877,0.6507220265826716,46
6.046253297769622,9.322006148834035,7.074103344503216,23.12617324012028,41.84240744829064,58.175321259246836,0.329612681955362,47
4.438751694710319,4.32675271836216,3.3559114459575845,54.30064053177903,71.1588100275778,67.42949648306222,0.5024929792961458,48
11.187967964473998,3.1900986212193208,7.151965564898613,54.53165053262598,47.54986729142357,70.03054884631523,0.41605397272524275,49
4.901374942417119,11.869416409493796,7.323562041637711,50.23538950716861,73.89928454573152,42.613071165157294,0.6467369402946785,50
11.838779581755503,3.995385227152336,5.646146575604229,38.293873944593244,24.987994334253223,45.446542442835344,0.7862795171835917,51
9.939922493678594,7.028516346000715,7.374211278367868,52.17117661999601,50.41654332060726,43.40765032643192,0.5175728526404552,52
10.129337577625549,10.996447856999506,2.3063434368979205,34.95315725351284,33.50304684528305,46.595930841715344,0.40677562856495564,53
7.942987240891905,9.012364369934433,4.425703351078683,76.01879927815705,56.92769214756333,49.702726078588924,0.540168557837782,54
9.207278198723065,11.27571576336318,6.598490576537026,26.737265137586277,58.263197405966935,77.98383162247262,0.7815242406949133,55
3.127131061300603,6.8063513850626505,3.8034853125543457,47.20085157750475,50.922921248528624,74.08095612488826,0.702626805457556,56
5.8800862002137775,9.646504879936586,2.7180727073449518,26.159031481213198,30.35823286683995,53.389647437462244,0.643257788542978,57
11.35460485541194,9.73364955524653,3.537301872709791,55.30231147381045,38.483063650909145,72.98175628556643,0.5055721580474206,58
9.12626410797986,5.270981664297713,4.346258677872289,29.129934375018536,57.39291058493973,40.04348281480722,0.5837227823230937,59
6.923301502060326,11.595428499653236,2.8487176051436016,42.119443413579084,45.218591214515826,46.97256958353016,0.3892885950545722,60
4.424538324799853,9.116146754407636,3.6693371659164904,63.5986706873767,39.354697046115874,79.92265149462668,0.3777871096636939,61
6.820560401496721,10.20513753999164,3.7559682459549886,43.198931914909345,65.96270628788902,60.63879078284755,0.7127829899642573,62
7.265625033100704,4.414074844360892,6.46072648991942,28.349234298918475,75.79422290860018,61.52999218970665,0.4095830581001295,63
7.089575080604627,7.064084623865531,5.775203042790616,79.35477019185706,77.9027115561921,71.41499558269398,0.774085383368691,64
3.7043319141842552,3.254894686565335,7.651837620507588,44.95518963478102,70.39623978863514,54.779482314260065,0.35695458547917636,65
4.265356284609961,3.607847354778632,2.4634261803003814,74.88872392387202,39.95239484788935,62.385862571132186,0.6642918252061505,66
7.505281603118439,3.7862113847158687,6.888456081896906,25.933218946929006,20.791043541937132,59.10532750373808,0.7124820825385396,67
4.620348614567966,4.8447128661638095,2.6164494344798674,75.90251903738964,75.06196427558663,75.55830395905537,0.5132216334131772,68
5.187928303258619,9.158633992717483,7.4370585461162095,72.08006711286745,53.88474631611158,47.20018566599988,0.4992596536621424,69
6.113690181705422,10.11936041802723,6.702157891692475,40.993501694178974,63.751701927831846,72.3873015682025,0.4036145211556288,70
6.855217362875896,10.835168810255002,4.512123171773258,58.150702629131985,60.58749326609721,49.06890544488685,0.42673808356085563,71
10.998752685917996,4.791942873515254,2.1918091103512127,46.064396212755796,36.86674968703381,44.70198977672007,0.6320579735708214,72
5.9957057205673605,8.753250188768728,5.130767471234355,62.94815994623365,49.785119353492966,45.73401903071371,0.6732757504736306,73
5.512969938956974,6.600092028736858,4.239234023642572,41.228042671142695,64.00612185712151,60.83475852216773,0.655869086222255,74
5.058997018805627,10.491354809907163,6.314193223784221,62.04396318250554,33.036711808567674,43.80444374982714,0.43603120297071474,75
11.57433672723222,8.254153717173434,7.451093207027331,49.358522436896706,52.032156722079584,69.08990363620852,0.4880340120101134,76
3.6624389243874536,8.851781497301921,2.662324114654349,66.41674131095539,32.22993959390322,48.62948886081697,0.476147550840164,77
8.055361452046952,4.23162846475448,4.107638538299004,45.115135403336524,64.95414232259756,50.41262030462569,0.33524389305078844,78
3.4358414514894338,10.323961554072508,2.2245402958362304,42.570577110115096,77.05904856579872,68.29929927891456,0.46065768976692645,79
5.3367353104757065,4.079822720260044,2.1072419061099907,33.701369941900296,61.88848205721561,47.49904914309873,0.6186868548301327,80
10.807944156284012,8.823318579462404,3.0382505190023386,24.62557101488497,79.79020953483078,60.171883113937156,0.6000975563131916,81
9.474401595288608,7.97461132836671,2.753305583572505,45.64185259280616,40.522613812192446,71.12223233167838,0.5517191045631185,82
8.753683018010129,6.357690293722516,6.123424881763349,56.970471840510854,58.915856002482826,70.4305435925449,0.6930041198121333,83
7.197874264549923,6.962762610156739,3.119108782707241,68.79617292408479,55.20551705592837,42.2904327717551,0.5755729763860065,84
9.880579862437202,5.521919680407864,3.9775314988907846,35.70358537196698,23.009740680069875,79.59685694022042,0.7534900616825451,85
11.764099753168171,9.541895021348783,5.380877215023466,59.03651664635769,36.46672033396747,64.48948119116723,0.5468448484799899,86
7.311968592359066,8.59450508014681,4.759424206101773,48.74544805088006,47.04673172365516,76.92046574277948,0.44750643446422644,87
11.502414058214917,7.4319651863157645,4.295337219164523,52.597139801642676,54.65825513094287,49.37979686207446,0.3932964224789535,88
5.665967050716123,5.790275520230799,4.885790776259412,53.97229089812458,70.62501746238985,51.729208708533164,0.3132138366813162,89
9.791423327190763,3.5450494574742497,4.714317868168269,36.355725381968114,25.617230483485628,41.6786030268548,0.6068662322332093,90
4.779491586890327,11.65621062035591,4.8061094906426085,36.69585419678137,55.51497594743576,73.02579536782486,0.3178720008819456,91
9.696982960524917,9.286645970681022,2.432947527949597,37.094927135152886,62.79977182710124,69.92398110161645,0.6705703196418851,92
8.608271513783007,8.20671652321918,6.903793156586134,74.30423935541069,65.10523236624604,59.9570682010382,0.6340719319947168,93
8.630435023768747,10.162307954489687,5.877261247941927,21.54594523325565,23.886090363697278,48.69312420759586,0.6378437491027262,94
8.778184069948871,7.733165454786103,2.023713268354883,78.65911628312267,63.23350175474158,50.23275101106602,0.6250390016607925,95
11.69812717090521,3.1311354129466222,7.503567730664436,37.523845725158594,29.360592339965052,45.000072231295796,0.7924473168428765,96
10.066735608164441,7.3071115900615,6.280286384411806,38.99537953940735,42.31720972824139,58.541738783423796,0.7704938006376678,97
3.218662183277943,5.230247350502369,5.275282348089414,78.11294024522067,44.20556046526789,58.81967916017471,0.7466808452292502,98
10.361399906359335,5.667011706222203,5.169641664895613,70.53936328198682,72.46009480568279,71.79703114573947,0.4509311975761763,99
8.367949991784217,7.218754385371796,3.557998158986555,47.61782801707689,51.731596538132905,56.091876628579634,0.572044433831929,100
9.046247546230024,8.398404983339972,6.00251417084464,64.76615242009984,57.85074651256588,77.24982275245863,0.7608354440037561,101
4.3066589779677535,10.536168260732868,4.180890268966987,34.46111533585078,66.50962123938784,66.99476269414487,0.4920009735972856,102
11.99761601760761,10.612092980664993,2.5107266107347574,35.168212210988884,71.647128809382,47.96750259357225,0.3672331163206327,103
10.67626304415963,6.379368421235692,6.650237561758172,40.12267923481366,46.59742303079092,44.012989830127154,0.5428361557614116,104
10.60412252018434,4.68547833131297,6.223858380146126,79.68002354108374,67.68766066625716,76.33286186465324,0.3035447657018292,105
4.693742843635412,3.5034305816207842,2.0662741278070538,71.50466731768161,44.86708033624183,78.39643499052156,0.73595265110944,106
5.270715427923966,7.568344438719582,5.218803347826643,72.73971362986632,25.085460175847636,74.62714527648407,0.32699275698948593,107
3.235247623168096,11.722893733357223,5.941962402716769,73.57331907041988,52.88450519880712,78.97543329965771,0.38714632448783726,108
11.041181119401182,11.111972834132736,7.855968121438504,75.12280475215994,26.552985750124286,52.35746604885954,0.5560951543804102,109
5.802580573182412,8.928492173088761,3.3242900872882144,21.379627152453896,46.030690927354335,67.31644114909986,0.3600693898622723,110
4.130290778851917,6.469172816423157,2.569725917957798,39.75678143690113,31.363714725338042,57.81222147910145,0.7885892308745313,111
10.00790897078142,8.492520600706658,4.051644224085791,59.680290933984466,43.64606095350631,61.71690513757284,0.5226951323721948,112
6.428373767391728,9.765487929902408,5.558758432380971,57.010063554868296,49.48940375701638,55.49765633610367,0.5830781646145439,113
10.237778585584664,7.614191076444489,3.9390115188136354,25.000409601634086,37.62858226495372,54.20463933593425,0.37168805584606734,114
7.031488874892638,5.9036588028795185,5.011180583478319,49.65240856899311,56.107592348071336,70.87022104480198,0.5908966628938912,115
9.642410933411668,5.044448811319832,3.157683539530294,41.5488823265866,43.0036643762246,51.56225340080927,0.696508124961987,116
5.700112348390148,5.979029106046631,6.849746963481921,50.928759185667595,78.11115882559663,40.73204220453956,0.47391770086914287,117
7.9544838085441985,5.757265471231596,2.263571975623307,68.40775648811125,45.621379831152105,43.31639364863922,0.5683743070391739,118
3.948827108464019,6.17556739612095,7.955660331517569,77.33893571495048,69.02446490987217,53.18270992151382,0.6900004603560568,119
6.509660552416674,6.145826194672862,5.496945687734487,33.07492748941011,38.996344941183665,41.11723318898105,0.7641265348671168,120
