mass_kg,smax_MPa,smax_raw_MPa,umax_mm,n_nodes,n_elem,note,status,design,mesh,sec,t1,t2,tr,hr,lr,W,rf_ratio
0.5652288984651501,536.0496026812051,536.0496026812051,1.8058143104141584,51663,29748,ok,ok,0,3.0,21.97098684310913,6.0,6.0,4.0,40.0,40.0,60.0,0.67
0.7073137769711713,602.8967603379867,602.8967603379867,1.260751894747322,55815,33382,ok,ok,1,3.0,29.77309250831604,7.636579888974342,9.477006512571364,3.476636579942826,20.314749736445975,69.82254133284518,54.40316058471558,0.7045619006805117
0.937563415697459,159.60017763337888,159.60017763337888,0.23938420819193154,85888,51242,ok,ok,2,3.0,61.73841881752014,10.486698510613271,3.8510411397986153,6.535084861632221,63.01651889991881,68.54007491973135,76.4547097319518,0.7218636162621704
0.634972313908451,394.4002616549714,394.4002616549714,0.9968119160415614,63732,37193,ok,ok,3,3.0,34.82385444641113,5.586363472775824,5.413057855621833,7.927580972729995,69.83059377334311,32.86105039224992,67.92455564771886,0.6228090964860614
0.699202030725412,416.1683765252365,713.8895462008471,1.1652697905907763,63774,37330,ok,ok,4,3.0,35.86905074119568,3.5676815954486676,9.925261453464554,5.349357975881659,71.27614904923064,30.8174095994338,64.26820080004282,0.7308547255374748
0.44838368782690113,539.2203181305126,539.2203181305126,1.4649110522706008,42238,24380,ok,ok,5,3.0,18.006927728652954,6.267351513303701,6.577500637219114,3.4395291939381893,60.06268797140391,28.601268842239286,44.464430107771676,0.7402287475888862
0.6272120545387723,238.7342410519944,247.1489779595796,0.34522974486267977,62037,36766,ok,ok,6,3.0,35.71388220787048,8.403988515676527,4.532746696912309,6.078361863019003,60.54977520049789,72.84032909804907,53.768001709955406,0.7778590819697401
0.44752897069855313,1684.7072202386116,1684.7072202386116,9.89503101606259,52718,28960,ok,ok,7,3.0,20.42900800704956,3.355383521526615,4.972436933287436,2.938605401054632,27.753444838507562,79.20998577348972,66.60369787841518,0.7261198305901732
0.28167316703871065,1532.621730706306,1532.621730706306,10.68539986661551,32985,18168,ok,ok,8,3.0,10.561237573623657,4.008863770153153,4.453387255528055,3.6313927841601585,29.78990337003968,22.252585161041473,42.843343029197946,0.7430181699047932
1.1648438419928495,131.3959185752397,133.95985374091745,0.19277970831116378,80372,49822,ok,ok,9,3.0,71.56514620780945,11.431711687162785,11.368779701775564,7.5999098823196585,48.10298446961225,42.74030788942783,66.22448511206291,0.6812501874066199
0.49676712028273257,523.7343549784705,523.7343549784705,1.5061400551273993,41319,24488,ok,ok,10,3.0,18.01995348930359,8.242991554987903,7.807147194558498,2.9505131916207747,22.47063239124221,35.82088439070431,41.42331180739364,0.45702400778659213
0.8589338796133632,182.167315824469,182.167315824469,0.36574098936176297,59924,36633,ok,ok,11,3.0,38.92724609375,11.282471268122666,10.393757177826373,5.411289392118456,44.020767799517984,27.55580228684166,52.79302151159999,0.5951655236972164
0.660024166563084,350.32281298589834,350.32281298589834,0.8878051283793096,60788,35225,ok,ok,12,3.0,30.986208200454712,9.378970343751625,3.3732275678496166,4.635114527178957,27.359193253449703,61.16408700913865,65.50421231130916,0.44544629771351063
0.9102805875778784,86.89543776166758,140.88723753565816,0.15295354481079998,82970,50492,ok,ok,13,3.0,61.015480756759644,8.92403565841913,8.129676318991976,6.375425833382954,76.6993089393298,59.717988068067235,63.03651363056677,0.3211733464255392
1.152908642050011,68.20869620883171,106.87608223532416,0.07440950697022529,89597,56173,ok,ok,14,3.0,84.94804239273071,11.910880712917322,11.92934093478971,7.7106136686838616,66.68048687388853,76.67019636625452,57.48464659003312,0.7170114029181548
0.791689262578305,282.2482525427711,282.2482525427711,0.4187831653891077,61438,37654,ok,ok,15,3.0,38.97826313972473,10.55750525953499,9.405051300579782,7.209287846906418,77.93261927418943,20.192245862820567,51.1990555081568,0.5259748485772238
0.7402043329702966,316.67099707411415,316.67099707411415,1.073764209306939,64288,37887,ok,ok,16,3.0,33.27185416221619,7.8699214229534595,6.254488921422435,4.357146065500668,32.18582606881846,34.33933115227324,68.44806798135937,0.4860910298219333
0.697598148496975,761.7063762091326,761.7063762091326,1.7165699048657392,58128,34109,ok,ok,17,3.0,30.72233533859253,10.749855540869243,3.965374169891846,4.586000412790206,24.48364081090154,29.958045305518652,62.14841012672783,0.5115345907441987
0.7317481385475509,537.2698478175914,537.2698478175914,0.7384725514823903,59579,35504,ok,ok,18,3.0,31.80296802520752,11.13629380592717,6.025532285019537,2.355940691032524,46.822469492705736,31.840660516780627,56.56211108614539,0.420342293147815
0.7623192461765338,247.8118712026408,259.6863820036378,0.4494645845924766,63992,38494,ok,ok,19,3.0,35.38383769989014,8.125261247650705,9.83852590639221,3.726349756956851,58.72085130152573,40.020759943152186,55.10036160944917,0.30939568797230144
0.9497078618357994,351.0993259396863,351.0993259396863,0.8231191150089484,68962,41720,ok,ok,20,3.0,44.08184289932251,7.433287623202161,11.53381570679369,4.4674916970839655,32.6413027473368,48.07888603513824,65.88540481799937,0.6137966887261956
0.807733439331372,513.4273740948196,736.3979382044656,1.8070392703412106,70679,41395,ok,ok,21,3.0,37.98574256896973,3.7796699545648043,10.0192979224633,4.6949157121458915,65.32347578310842,21.01825762593976,75.26115883279573,0.6870265083600493
0.8115896828621778,296.25141973799117,296.25141973799117,0.6769723908652409,67341,40743,ok,ok,22,3.0,38.77371644973755,8.972424043144725,7.942426440592051,6.636640053408186,23.542771938948537,76.3406089592772,61.13803682848439,0.44067189675185436
0.86362776900699,242.73051327446979,242.73051327446979,0.4124512734905179,80854,47972,ok,ok,23,3.0,50.96596717834473,7.749901505670112,5.390425770925134,6.160509530836224,56.288526977614204,67.40816980645428,78.08058347811718,0.6601904894207199
0.8184799628868128,464.15026708806874,464.15026708806874,0.6856592026603506,76342,44650,ok,ok,24,3.0,43.21660017967224,9.267139124225178,3.731953046863967,4.960931705340264,61.81735747164827,48.97845465468271,77.34487691005177,0.758206396632813
0.6848719187745638,971.142762758107,971.142762758107,2.002544606716657,57257,33702,ok,ok,25,3.0,29.85113525390625,10.940964819178209,4.165064060175347,2.889607252921403,55.83243248120695,22.71621737903333,59.347386015913685,0.6752653657322589
0.4235830315745937,837.2786614647189,837.2786614647189,4.405796442718398,46690,26492,ok,ok,26,3.0,17.17714524269104,4.869457801811607,4.5860014757805,5.991608817243388,30.094283563748384,37.3518263910759,55.760721880905706,0.5345050283123853
0.829210796015801,269.1894303824385,269.1894303824385,0.6586557300410125,59257,36265,ok,ok,27,3.0,36.36270260810852,9.536208655518273,11.776528061336137,6.43622595735685,20.685845770662805,35.13036960218148,52.30679022080813,0.4680709944259631
1.048275355018492,268.11679447334365,308.3314525304912,0.43527293699265873,86011,52144,ok,ok,28,3.0,64.33672952651978,6.650886336351881,11.46288982180043,4.9225264221082625,57.76905820146121,51.21146008352005,73.78602746986554,0.4312555464110479
0.4441108599621531,1011.5758632072584,1011.5758632072584,4.157060367082173,45469,26099,ok,ok,29,3.0,18.38557505607605,4.957113696942065,7.186656435120675,3.085560417549529,28.821889179409958,74.61280898996067,46.11596729437802,0.4824732388330716
0.5592117282789679,757.6974327801418,757.6974327801418,1.9777963361901159,60484,35044,ok,ok,30,3.0,32.069215059280396,4.519166858205456,5.117134722156994,7.761487926721378,51.960813547538905,59.393930425587115,63.701538324289125,0.7963356997505345
0.9084853967700006,1221.0021774659986,1364.43389236488,3.5384446279779964,81198,48186,ok,ok,31,3.0,59.793286085128784,3.0595820506802496,10.758646825626396,7.286865837077617,51.29185761421694,54.4895275779188,79.23941325442108,0.3405388295773087
0.7680036499474754,304.17323914337004,531.7944669271179,0.5130186646966571,72925,43735,ok,ok,32,3.0,50.07537531852722,3.8310652131785945,10.905902233752538,7.141124175328419,73.28621772872933,66.25353191890503,57.120879960857984,0.5602814672922984
0.9286467170668486,291.1604515348094,291.1604515348094,0.4231351538097341,73148,44510,ok,ok,33,3.0,50.740647077560425,8.518425546949175,11.076690524116852,3.8712500245599055,67.01208399316464,26.223506517806893,62.70432928442718,0.3082696981867348
1.0275021247713807,233.84254807637723,233.84254807637723,0.4119551018747878,82545,50294,ok,ok,34,3.0,58.74514627456665,10.334767694788276,7.360142401550771,7.021526355150261,61.25622096068148,27.315597855659334,74.9015780957035,0.3471715425143602
0.4394008341097607,895.5049243728513,895.5049243728513,3.2771124357810657,55669,31066,ok,ok,35,3.0,25.530484199523926,4.0975698708315,3.042357396944504,7.81115758560362,53.0269085137396,53.003171573292676,64.8383615876643,0.3827576289374979
0.9662032283147407,365.6225240827014,391.2097295885382,0.9752723043673017,76135,45996,ok,ok,36,3.0,51.217841386795044,6.598130729817368,10.687900747083145,6.996182250425734,39.44114346000883,24.382580460255074,73.33600230068618,0.3659907143436643
0.3824278719795067,677.4200891855332,677.4200891855332,2.45930117462101,39295,22707,ok,ok,37,3.0,14.589736700057983,7.416740091075194,4.881305716914229,3.2688965129523577,31.63004964882458,34.82263327226482,40.35538916367027,0.5959329140193454
0.5700510166955718,536.0731848155141,536.0731848155141,1.2934765385618683,58146,34749,ok,ok,38,3.0,31.30922555923462,6.183115822366659,6.825986979260408,7.624710282359063,43.78012985803279,78.60728299927004,48.118584110223225,0.6116644568471532
0.7640900291231799,557.4293882102031,557.4293882102031,1.4237027602693784,67840,39932,ok,ok,39,3.0,37.81915998458862,6.336379553550325,8.098765540538514,3.206217007421841,31.228777056901812,62.476906485728286,68.68741369130574,0.34166901471762007
0.8770106345068025,332.83351364642715,332.83351364642715,0.6111874335562338,71631,43418,ok,ok,40,3.0,46.20917201042175,9.319702093103455,8.667650740964335,5.07042903589826,22.994884048921666,74.44577533849363,63.55633352060984,0.3524530471312974
0.44746734814178507,839.0596359780633,1039.3135082509245,1.79879242735012,48619,27821,ok,ok,41,3.0,20.801790475845337,3.4683038375732265,6.737195266755881,5.544194763195205,64.15126803334567,41.05598394000651,50.706777582567476,0.5635753491623692
0.9162524181890973,132.63854160605845,185.34118976269386,0.1875401011123982,75082,46103,ok,ok,42,3.0,58.33193039894104,8.25123245249365,11.21084309200569,6.761276561351226,65.79141128280595,60.32337216969171,56.696392635944676,0.53153872081773
0.8556371661614751,354.4048553129505,354.4048553129505,0.5987677773975023,74487,44498,ok,ok,43,3.0,44.964189767837524,7.669014672228094,7.687723303822469,4.044389353796584,69.43656196104672,28.2449387068365,72.09744070069988,0.42190631578469484
0.6306508388383685,632.0920491421585,632.0920491421585,3.0648748754278468,61274,35055,ok,ok,44,3.0,27.56793212890625,5.149822718729141,5.6243092006502575,5.823332178688944,30.905216504063898,21.83994001624123,75.81118362093954,0.39836736261537165
0.7814432061980993,264.15432682659036,377.9004066591263,0.42829079638591827,74870,44481,ok,ok,45,3.0,48.06336760520935,5.440574877274319,8.471215578854217,5.740849229258394,67.57905220812404,68.24405928631735,65.03829409799161,0.4630945791629725
0.6505407861809871,210.2989876301063,275.72249429413034,0.4000758539459357,72141,41559,ok,ok,46,3.0,38.97922682762146,6.7355122518226,3.420030237058123,5.673711084996022,70.45124242518233,73.45732191913676,69.38617114719877,0.6507220265826716
0.6898650896648676,551.06708568924,551.06708568924,2.0472061887813666,59908,35753,ok,ok,47,3.0,31.774482011795044,6.046253297769622,9.322006148834035,7.074103344503216,23.12617324012028,41.84240744829064,58.175321259246836,0.329612681955362
0.5001956119625656,864.0253008015565,864.0253008015565,2.0569528236017125,58603,32494,ok,ok,48,3.0,24.96131658554077,4.438751694710319,4.32675271836216,3.3559114459575845,54.30064053177903,71.1588100275778,67.42949648306222,0.5024929792961458
0.8324591822669616,575.7337811070016,575.7337811070016,0.8274609867071795,73107,43458,ok,ok,49,3.0,49.9920768737793,11.187967964473998,3.1900986212193208,7.151965564898613,54.53165053262598,47.54986729142357,70.03054884631523,0.41605397272524275
0.6357673586112981,808.465245098815,845.1439083407907,1.4276206241719431,61097,37245,ok,ok,50,3.0,40.09624981880188,4.901374942417119,11.869416409493796,7.323562041637711,50.23538950716861,73.89928454573152,42.613071165157294,0.6467369402946785
0.5559053125997726,900.0002335736618,900.0002335736618,2.212073770268667,47585,28231,ok,ok,51,3.0,24.57023811340332,11.838779581755503,3.995385227152336,5.646146575604229,38.293873944593244,24.987994334253223,45.446542442835344,0.7862795171835917
0.6174057809532878,229.06733758727475,229.06733758727475,0.3953429746263163,55231,33484,ok,ok,52,3.0,32.715428829193115,9.939922493678594,7.028516346000715,7.374211278367868,52.17117661999601,50.41654332060726,43.40765032643192,0.5175728526404552
0.7247285481495916,267.71939137935203,267.71939137935203,0.5812573321285446,52192,31490,ok,ok,53,3.0,25.831944704055786,10.129337577625549,10.996447856999506,2.3063434368979205,34.95315725351284,33.50304684528305,46.595930841715344,0.40677562856495564
